      Time          Predicted AL
2018/256-03:19:23     -371.9
2018/256-03:29:23     -359.1
2018/256-03:39:23     -332.1
2018/256-03:49:23     -348.3
2018/256-03:59:23     -371.4
2018/256-04:09:23     -363.6
2018/256-04:19:23     -321.2
2018/256-04:29:23     -322.3
2018/256-04:39:23     -356.4
2018/256-04:49:23     -366.3
2018/256-04:59:23     -354.6
2018/256-05:09:23     -319.5
2018/256-05:19:23     -335.2
2018/256-05:29:23     -360.8
2018/256-05:39:23     -361.4
2018/256-05:49:23     -334.3
2018/256-05:59:23     -312.7
2018/256-06:09:23     -327.6
2018/256-06:19:23     -332.4
2018/256-06:29:23     -311.2
2018/256-06:39:23     -274.8
2018/256-06:49:23     -230.8
2018/256-06:59:23     -199.4
2018/256-07:09:23     -173.1
2018/256-07:19:23     -166.6
2018/256-07:29:23     -132.8
2018/256-07:39:23     -108.1
2018/256-07:49:23      -90.0
2018/256-07:59:23      -80.4
2018/256-08:09:23      -68.4
2018/256-08:19:23      -60.7
2018/256-08:29:23      -72.0
2018/256-08:39:23     -103.0
2018/256-08:49:23     -113.8
2018/256-08:59:23     -102.3
2018/256-09:09:23      -94.5
2018/256-09:19:23      -96.5
2018/256-09:29:23     -112.7
2018/256-09:39:23     -105.0
2018/256-09:49:23      -95.7
2018/256-09:59:23     -119.5
2018/256-10:09:23     -189.4
2018/256-10:19:23     -232.3
2018/256-10:29:23     -275.3
2018/256-10:39:23     -325.1
2018/256-10:49:23     -371.0
2018/256-10:59:23     -417.8
2018/256-11:09:23     -447.7
2018/256-11:19:23     -488.9
2018/256-11:29:23     -539.4
2018/256-11:39:23     -577.2
2018/256-11:49:23     -521.6
2018/256-11:59:23     -446.5
2018/256-12:09:23     -402.5
2018/256-12:19:23     -377.0
2018/256-12:29:23     -369.8
2018/256-12:39:23     -361.2
2018/256-12:49:23     -327.0
2018/256-12:59:23     -289.0
2018/256-13:09:23     -305.4
2018/256-13:19:23     -315.1
2018/256-13:29:23     -294.7
2018/256-13:39:23     -238.7
2018/256-13:49:23     -209.7
2018/256-13:59:23     -189.7
2018/256-14:09:23     -166.3
2018/256-14:19:23     -138.4
2018/256-14:29:23     -117.8
2018/256-14:39:23     -117.4
2018/256-14:49:23     -123.8
2018/256-14:59:23     -146.9
2018/256-15:09:23     -196.5
2018/256-15:19:23     -235.5
2018/256-15:29:23     -295.9
2018/256-15:39:23     -394.1
2018/256-15:49:23     -479.7
2018/256-15:59:23     -522.7
2018/256-16:09:23     -503.6
2018/256-16:19:23     -489.8
2018/256-16:29:23     -514.7
2018/256-16:39:23     -524.9
2018/256-16:49:23     -440.6
2018/256-16:59:23     -364.4
2018/256-17:09:23     -321.0
2018/256-17:19:23     -274.8
2018/256-17:29:23     -213.7
2018/256-17:39:23     -166.7
2018/256-17:49:23     -137.6
2018/256-17:59:23     -167.3
2018/256-18:09:23     -213.1
2018/256-18:19:23     -209.1
2018/256-18:29:23     -172.8
2018/256-18:39:23     -162.4
2018/256-18:49:23     -166.8
2018/256-18:59:23     -192.8
2018/256-19:09:23     -239.7
2018/256-19:19:23     -227.9
2018/256-19:29:23     -192.0
2018/256-19:39:23     -174.3
2018/256-19:49:23     -172.8
2018/256-19:59:23     -152.3
2018/256-20:09:23     -133.1
2018/256-20:19:23     -120.9
2018/256-20:29:23     -117.0
2018/256-20:39:23     -114.4
2018/256-20:49:23     -109.1
2018/256-20:59:23      -94.4
2018/256-21:09:23      -83.5
2018/256-21:19:23      -76.4
2018/256-21:29:23      -78.4
2018/256-21:39:23     -111.1
2018/256-21:49:23     -123.5
2018/256-21:59:23     -105.7
2018/256-22:09:23      -92.9
2018/256-22:19:23      -92.6
2018/256-22:29:23     -104.8
2018/256-22:39:23     -134.4
2018/256-22:49:23     -192.8
2018/256-22:59:23     -254.0
2018/256-23:09:23     -249.0
2018/256-23:19:23     -227.8
2018/256-23:29:23     -233.6
2018/256-23:39:23     -255.9
2018/256-23:49:23     -273.9
2018/256-23:59:23     -306.0
2018/257-00:09:23     -351.6
2018/257-00:19:23     -397.6
2018/257-00:29:23     -414.6
2018/257-00:39:23     -383.7
2018/257-00:49:23     -352.9
2018/257-00:59:23     -330.1
2018/257-01:09:23     -294.3
2018/257-01:19:23     -243.0
2018/257-01:29:23     -198.9
2018/257-01:39:23     -180.1
2018/257-01:49:23     -222.9
2018/257-01:59:23     -276.9
2018/257-02:09:23     -334.9
2018/257-02:19:23     -398.1
2018/257-02:29:23     -457.1
2018/257-02:39:23     -505.2
2018/257-02:49:23     -543.5
2018/257-02:59:23     -572.2
2018/257-03:09:23     -591.0
2018/257-03:19:23     -569.5
2018/257-03:29:23     -496.3
2018/257-03:39:23     -433.5
2018/257-03:49:23     -374.4
2018/257-03:59:23     -298.7
2018/257-04:09:23     -223.8
2018/257-04:19:23     -170.1
2018/257-04:29:23     -130.1
2018/257-04:39:23     -100.7
2018/257-04:49:23      -89.4
2018/257-04:59:23     -148.7
2018/257-05:09:23     -189.0
2018/257-05:19:23     -156.4
2018/257-05:29:23     -128.9
2018/257-05:39:23     -149.8
2018/257-05:49:23     -151.0
2018/257-05:59:23     -128.6
2018/257-06:09:23     -109.8
2018/257-06:19:23      -98.3
2018/257-06:29:23      -85.8
2018/257-06:39:23      -73.5
2018/257-06:49:23      -63.5
2018/257-06:59:23      -55.9
2018/257-07:09:23      -49.6
2018/257-07:19:23      -44.5
2018/257-07:29:23      -41.8
2018/257-07:39:23      -40.6
2018/257-07:49:23      -39.7
2018/257-07:59:23      -43.1
2018/257-08:09:23      -74.6
2018/257-08:19:23     -125.1
2018/257-08:29:23     -169.4
2018/257-08:39:23     -188.5
2018/257-08:49:23     -184.3
2018/257-08:59:23     -206.1
2018/257-09:09:23     -228.4
2018/257-09:19:23     -204.7
2018/257-09:29:23     -178.4
2018/257-09:39:23     -162.5
2018/257-09:49:23     -151.6
2018/257-09:59:23     -139.4
2018/257-10:09:23     -140.0
2018/257-10:19:23     -163.3
2018/257-10:29:23     -219.8
2018/257-10:39:23     -282.3
2018/257-10:49:23     -319.4
2018/257-10:59:23     -343.3
2018/257-11:09:23     -373.0
2018/257-11:19:23     -403.2
2018/257-11:29:23     -423.4
2018/257-11:39:23     -424.5
2018/257-11:49:23     -426.7
2018/257-11:59:23     -441.6
2018/257-12:09:23     -437.5
2018/257-12:19:23     -391.1
2018/257-12:29:23     -334.3
2018/257-12:39:23     -291.9
2018/257-12:49:23     -251.4
2018/257-12:59:23     -209.6
2018/257-13:09:23     -175.1
2018/257-13:19:23     -145.7
2018/257-13:29:23     -120.8
2018/257-13:39:23     -104.6
2018/257-13:49:23     -128.9
2018/257-13:59:23     -189.5
2018/257-14:09:23     -215.9
2018/257-14:19:23     -187.1
2018/257-14:29:23     -169.2
2018/257-14:39:23     -169.9
2018/257-14:49:23     -161.8
2018/257-14:59:23     -143.4
2018/257-15:09:23     -128.2
2018/257-15:19:23     -117.5
2018/257-15:29:23     -107.3
2018/257-15:39:23      -95.5
2018/257-15:49:23      -83.4
2018/257-15:59:23      -73.6
2018/257-16:09:23      -66.7
2018/257-16:19:23      -62.3
2018/257-16:29:23      -58.8
2018/257-16:39:23      -55.7
2018/257-16:49:23      -57.5
2018/257-16:59:23     -105.7
2018/257-17:09:23     -179.5
2018/257-17:19:23     -155.8
2018/257-17:29:23     -134.3
2018/257-17:39:23     -130.0
2018/257-17:49:23     -137.9
2018/257-17:59:23     -121.4
2018/257-18:09:23     -110.5
2018/257-18:19:23     -103.2
2018/257-18:29:23      -90.2
2018/257-18:39:23      -80.2
2018/257-18:49:23      -74.2
2018/257-18:59:23      -73.8
2018/257-19:09:23     -107.5
2018/257-19:19:23     -144.9
2018/257-19:29:23     -206.0
2018/257-19:39:23     -297.3
2018/257-19:49:23     -357.9
2018/257-19:59:23     -414.9
2018/257-20:09:23     -488.6
2018/257-20:19:23     -517.5
2018/257-20:29:23     -530.2
2018/257-20:39:23     -565.2
2018/257-20:49:23     -597.8
2018/257-20:59:23     -574.4
2018/257-21:09:23     -466.3
2018/257-21:19:23     -399.5
2018/257-21:29:23     -356.0
2018/257-21:39:23     -290.4
2018/257-21:49:23     -217.1
2018/257-21:59:23     -165.2
2018/257-22:09:23     -128.9
2018/257-22:19:23     -102.1
2018/257-22:29:23      -82.2
2018/257-22:39:23      -67.9
2018/257-22:49:23      -58.9
2018/257-22:59:23      -51.4
2018/257-23:09:23      -44.0
2018/257-23:19:23      -37.8
2018/257-23:29:23      -32.6
2018/257-23:39:23      -28.5
2018/257-23:49:23      -25.0
2018/257-23:59:23      -24.4
2018/258-00:09:23      -21.9
2018/258-00:19:23      -19.9
2018/258-00:29:23      -18.6
2018/258-00:39:23      -18.4
2018/258-00:49:23      -17.6
2018/258-00:59:23      -16.9
2018/258-01:09:23      -18.6
2018/258-01:19:23      -23.3
2018/258-01:29:23      -27.0
2018/258-01:39:23      -26.4
2018/258-01:49:23      -25.5
2018/258-01:59:23      -25.7
2018/258-02:09:23      -28.9
2018/258-02:19:23      -36.6
2018/258-02:29:23      -45.9
2018/258-02:39:23      -59.4
2018/258-02:49:23      -77.6
2018/258-02:59:23     -133.4
2018/258-03:09:23     -177.6
2018/258-03:19:23     -210.6
2018/258-03:29:23     -228.4
2018/258-03:39:23     -243.7
2018/258-03:49:23     -268.6
2018/258-03:59:23     -295.7
2018/258-04:09:23     -311.0
2018/258-04:19:23     -318.0
2018/258-04:29:23     -322.0
2018/258-04:39:23     -304.6
2018/258-04:49:23     -294.6
2018/258-04:59:23     -290.9
2018/258-05:09:23     -280.6
2018/258-05:19:23     -276.3
2018/258-05:29:23     -265.1
2018/258-05:39:23     -243.7
2018/258-05:49:23     -216.1
2018/258-05:59:23     -194.9
2018/258-06:09:23     -187.9
2018/258-06:19:23     -195.2
2018/258-06:29:23     -206.9
2018/258-06:39:23     -212.6
2018/258-06:49:23     -202.5
2018/258-06:59:23     -189.9
2018/258-07:09:23     -185.4
2018/258-07:19:23     -183.7
2018/258-07:29:23     -193.9
2018/258-07:39:23     -217.3
2018/258-07:49:23     -235.8
2018/258-07:59:23     -248.3
2018/258-08:09:23     -259.1
2018/258-08:19:23     -278.0
2018/258-08:29:23     -297.0
2018/258-08:39:23     -303.9
2018/258-08:49:23     -302.7
2018/258-08:59:23     -288.5
2018/258-09:09:23     -272.3
2018/258-09:19:23     -245.7
2018/258-09:29:23     -215.2
2018/258-09:39:23     -183.5
2018/258-09:49:23     -157.4
2018/258-09:59:23     -136.2
2018/258-10:09:23     -133.7
2018/258-10:19:23     -128.5
2018/258-10:29:23     -123.2
2018/258-10:39:23     -115.4
2018/258-10:49:23     -105.6
2018/258-10:59:23      -95.6
2018/258-11:09:23      -87.5
2018/258-11:19:23      -80.6
2018/258-11:29:23      -73.7
2018/258-11:39:23      -67.6
2018/258-11:49:23      -65.8
2018/258-11:59:23      -61.8
2018/258-12:09:23      -57.2
2018/258-12:19:23      -53.3
2018/258-12:29:23      -50.6
2018/258-12:39:23      -52.4
2018/258-12:49:23      -71.2
2018/258-12:59:23      -98.9
2018/258-13:09:23     -133.2
2018/258-13:19:23     -156.0
2018/258-13:29:23     -178.5
2018/258-13:39:23     -208.6
2018/258-13:49:23     -217.6
2018/258-13:59:23     -196.8
2018/258-14:09:23     -178.6
2018/258-14:19:23     -167.0
2018/258-14:29:23     -155.6
2018/258-14:39:23     -139.4
2018/258-14:49:23     -123.6
2018/258-14:59:23     -107.9
2018/258-15:09:23      -95.1
2018/258-15:19:23      -85.3
2018/258-15:29:23      -78.2
2018/258-15:39:23      -75.9
2018/258-15:49:23      -83.0
2018/258-15:59:23      -97.5
2018/258-16:09:23     -106.0
2018/258-16:19:23     -148.8
2018/258-16:29:23     -131.4
2018/258-16:39:23     -126.5
2018/258-16:49:23     -168.8
2018/258-16:59:23     -217.6
2018/258-17:09:23     -240.4
2018/258-17:19:23     -244.9
2018/258-17:29:23     -246.4
2018/258-17:39:23     -240.1
2018/258-17:49:23     -221.9
2018/258-17:59:23     -192.8
2018/258-18:09:23     -167.6
2018/258-18:19:23     -144.8
2018/258-18:29:23     -123.0
2018/258-18:39:23     -102.8
2018/258-18:49:23      -86.1
2018/258-18:59:23      -72.6
2018/258-19:09:23      -62.3
2018/258-19:19:23      -56.9
2018/258-19:29:23      -55.7
2018/258-19:39:23      -54.6
2018/258-19:49:23      -48.4
2018/258-19:59:23      -44.0
2018/258-20:09:23      -42.2
2018/258-20:19:23      -42.0
2018/258-20:29:23      -39.1
2018/258-20:39:23      -37.7
2018/258-20:49:23      -52.6
2018/258-20:59:23      -77.9
2018/258-21:09:23      -94.5
2018/258-21:19:23     -112.4
2018/258-21:29:23     -130.5
2018/258-21:39:23     -134.4
2018/258-21:49:23     -137.2
2018/258-21:59:23     -152.3
2018/258-22:09:23     -168.0
2018/258-22:19:23     -170.7
2018/258-22:29:23     -168.2
2018/258-22:39:23     -169.7
2018/258-22:49:23     -171.3
2018/258-22:59:23     -165.5
2018/258-23:09:23     -152.2
2018/258-23:19:23     -149.2
2018/258-23:29:23     -144.8
2018/258-23:39:23     -132.2
2018/258-23:49:23     -119.8
2018/258-23:59:23     -110.5
2018/259-00:09:23      -99.7
2018/259-00:19:23      -89.7
2018/259-00:29:23      -87.4
2018/259-00:39:23      -89.4
2018/259-00:49:23      -80.1
2018/259-00:59:23      -70.9
2018/259-01:09:23      -87.2
2018/259-01:19:23     -123.6
2018/259-01:29:23     -150.3
2018/259-01:39:23     -167.1
2018/259-01:49:23     -186.2
2018/259-01:59:23     -217.6
2018/259-02:09:23     -246.3
2018/259-02:19:23     -253.4
2018/259-02:29:23     -238.0
2018/259-02:39:23     -224.7
2018/259-02:49:23     -222.3
2018/259-02:59:23     -220.2
2018/259-03:09:23     -205.2
2018/259-03:19:23     -182.3
2018/259-03:29:23     -161.0
2018/259-03:39:23     -152.1
2018/259-03:49:23     -154.1
2018/259-03:59:23     -151.3
2018/259-04:09:23     -133.0
2018/259-04:19:23     -112.0
2018/259-04:29:23      -98.7
2018/259-04:39:23      -87.7
2018/259-04:49:23      -75.6
2018/259-04:59:23      -64.4
2018/259-05:09:23      -55.5
2018/259-05:19:23      -48.9
2018/259-05:29:23      -43.4
2018/259-05:39:23      -38.2
2018/259-05:49:23      -34.0
2018/259-05:59:23      -31.0
2018/259-06:09:23      -30.1
2018/259-06:19:23      -29.6
2018/259-06:29:23      -27.5
2018/259-06:39:23      -26.0
2018/259-06:49:23      -27.6
2018/259-06:59:23      -31.0
2018/259-07:09:23      -37.7
2018/259-07:19:23      -47.5
2018/259-07:29:23      -65.8
2018/259-07:39:23      -88.9
2018/259-07:49:23     -112.4
2018/259-07:59:23     -135.3
2018/259-08:09:23     -156.7
2018/259-08:19:23     -171.7
2018/259-08:29:23     -177.2
2018/259-08:39:23     -176.9
2018/259-08:49:23     -171.1
2018/259-08:59:23     -166.0
2018/259-09:09:23     -163.5
2018/259-09:19:23     -162.0
2018/259-09:29:23     -152.6
2018/259-09:39:23     -133.5
2018/259-09:49:23     -117.1
2018/259-09:59:23     -104.4
2018/259-10:09:23      -92.6
2018/259-10:19:23      -81.3
2018/259-10:29:23      -79.4
2018/259-10:39:23      -86.9
2018/259-10:49:23      -95.1
2018/259-10:59:23      -82.4
2018/259-11:09:23      -74.1
2018/259-11:19:23      -70.3
2018/259-11:29:23      -68.6
2018/259-11:39:23      -69.4
2018/259-11:49:23      -69.9
2018/259-11:59:23      -67.6
2018/259-12:09:23      -68.7
2018/259-12:19:23      -80.3
2018/259-12:29:23      -86.2
2018/259-12:39:23      -85.7
2018/259-12:49:23      -83.7
2018/259-12:59:23      -86.4
2018/259-13:09:23      -90.7
2018/259-13:19:23      -95.2
2018/259-13:29:23     -100.5
2018/259-13:39:23     -103.6
2018/259-13:49:23     -101.5
2018/259-13:59:23      -97.8
2018/259-14:09:23      -94.1
2018/259-14:19:23      -94.8
2018/259-14:29:23      -94.8
2018/259-14:39:23      -90.4
2018/259-14:49:23      -85.0
2018/259-14:59:23      -81.0
2018/259-15:09:23      -78.2
2018/259-15:19:23      -74.7
2018/259-15:29:23      -70.6
2018/259-15:39:23      -67.3
2018/259-15:49:23      -65.7
2018/259-15:59:23      -65.4
2018/259-16:09:23      -64.4
2018/259-16:19:23      -62.4
2018/259-16:29:23      -60.2
2018/259-16:39:23      -58.0
2018/259-16:49:23      -55.3
2018/259-16:59:23      -51.9
2018/259-17:09:23      -48.2
2018/259-17:19:23      -44.6
2018/259-17:29:23      -41.3
2018/259-17:39:23      -38.7
2018/259-17:49:23      -39.3
2018/259-17:59:23      -40.4
2018/259-18:09:23      -42.0
2018/259-18:19:23      -47.0
2018/259-18:29:23      -52.4
2018/259-18:39:23      -55.8
2018/259-18:49:23      -57.7
2018/259-18:59:23      -58.2
2018/259-19:09:23      -55.8
2018/259-19:19:23      -52.1
2018/259-19:29:23      -48.4
2018/259-19:39:23      -44.6
2018/259-19:49:23      -40.5
2018/259-19:59:23      -36.5
2018/259-20:09:23      -33.0
2018/259-20:19:23      -29.9
2018/259-20:29:23      -27.6
2018/259-20:39:23      -26.6
2018/259-20:49:23      -26.3
2018/259-20:59:23      -25.3
2018/259-21:09:23      -24.0
2018/259-21:19:23      -23.2
2018/259-21:29:23      -22.7
2018/259-21:39:23      -22.1
2018/259-21:49:23      -21.6
2018/259-21:59:23      -23.3
2018/259-22:09:23      -33.1
2018/259-22:19:23      -51.5
2018/259-22:29:23      -70.5
2018/259-22:39:23      -78.5
2018/259-22:49:23      -77.8
2018/259-22:59:23      -80.2
2018/259-23:09:23      -87.2
2018/259-23:19:23      -92.1
2018/259-23:29:23      -99.3
2018/259-23:39:23     -111.8
2018/259-23:49:23     -122.2
2018/259-23:59:23     -126.4
2018/260-00:09:23     -126.8
2018/260-00:19:23     -129.5
2018/260-00:29:23     -132.4
2018/260-00:39:23     -128.7
2018/260-00:49:23     -123.3
2018/260-00:59:23     -131.6
2018/260-01:09:23     -147.1
2018/260-01:19:23     -151.4
2018/260-01:29:23     -157.3
2018/260-01:39:23     -171.8
2018/260-01:49:23     -186.6
2018/260-01:59:23     -205.8
2018/260-02:09:23     -238.6
2018/260-02:19:23     -260.6
2018/260-02:29:23     -263.0
2018/260-02:39:23     -285.8
2018/260-02:49:23     -282.5
2018/260-02:59:23     -297.0
2018/260-03:09:23     -257.5
2018/260-03:19:23     -223.3
2018/260-03:29:23     -189.8
2018/260-03:39:23     -169.6
2018/260-03:49:23     -142.8
2018/260-03:59:23     -122.2
2018/260-04:09:23     -109.2
2018/260-04:19:23      -98.7
2018/260-04:29:23      -91.1
2018/260-04:39:23      -93.1
2018/260-04:49:23      -91.9
2018/260-04:59:23     -109.7
2018/260-05:09:23     -109.7
2018/260-05:19:23     -121.6
2018/260-05:29:23     -169.2
2018/260-05:39:23     -192.7
2018/260-05:49:23     -168.8
2018/260-05:59:23     -148.0
2018/260-06:09:23     -148.2
2018/260-06:19:23     -143.6
2018/260-06:29:23     -162.6
2018/260-06:39:23     -136.9
2018/260-06:49:23     -135.3
2018/260-06:59:23     -124.8
2018/260-07:09:23     -119.8
2018/260-07:19:23     -108.5
2018/260-07:29:23     -110.5
2018/260-07:39:23     -111.6
2018/260-07:49:23     -101.1
2018/260-07:59:23      -88.1
2018/260-08:09:23      -81.5
2018/260-08:19:23      -76.4
2018/260-08:29:23      -69.8
2018/260-08:39:23      -63.2
2018/260-08:49:23      -59.0
2018/260-08:59:23      -56.6
2018/260-09:09:23      -62.2
2018/260-09:19:23      -86.1
2018/260-09:29:23     -129.2
2018/260-09:39:23     -187.9
2018/260-09:49:23     -181.0
2018/260-09:59:23     -163.6
2018/260-10:09:23     -158.6
2018/260-10:19:23     -158.2
2018/260-10:29:23     -141.3
2018/260-10:39:23     -124.0
2018/260-10:49:23     -109.4
2018/260-10:59:23      -97.0
2018/260-11:09:23      -86.4
2018/260-11:19:23      -77.1
2018/260-11:29:23      -69.7
2018/260-11:39:23      -64.3
2018/260-11:49:23      -59.8
2018/260-11:59:23      -55.9
2018/260-12:09:23      -52.6
2018/260-12:19:23      -50.0
2018/260-12:29:23      -47.7
2018/260-12:39:23      -45.5
2018/260-12:49:23      -45.5
2018/260-12:59:23      -51.9
2018/260-13:09:23      -57.7
2018/260-13:19:23      -58.3
2018/260-13:29:23      -55.9
2018/260-13:39:23      -55.2
2018/260-13:49:23      -54.0
2018/260-13:59:23      -51.9
2018/260-14:09:23      -53.0
2018/260-14:19:23      -96.6
2018/260-14:29:23     -113.6
2018/260-14:39:23     -109.0
2018/260-14:49:23     -102.2
2018/260-14:59:23     -108.4
2018/260-15:09:23     -104.8
2018/260-15:19:23      -99.0
2018/260-15:29:23      -92.5
2018/260-15:39:23      -82.4
2018/260-15:49:23      -74.0
2018/260-15:59:23      -67.3
2018/260-16:09:23      -60.7
2018/260-16:19:23      -54.7
2018/260-16:29:23      -52.3
2018/260-16:39:23      -95.0
2018/260-16:49:23     -166.5
2018/260-16:59:23     -177.2
2018/260-17:09:23     -203.9
2018/260-17:19:23     -291.8
2018/260-17:29:23     -355.5
2018/260-17:39:23     -399.6
2018/260-17:49:23     -441.4
2018/260-17:59:23     -464.0
2018/260-18:09:23     -418.8
2018/260-18:19:23     -369.8
2018/260-18:29:23     -327.1
2018/260-18:39:23     -282.4
2018/260-18:49:23     -227.5
2018/260-18:59:23     -182.7
2018/260-19:09:23     -151.8
2018/260-19:19:23     -122.7
2018/260-19:29:23      -99.5
2018/260-19:39:23      -90.4
2018/260-19:49:23      -89.2
2018/260-19:59:23     -111.2
2018/260-20:09:23     -148.8
2018/260-20:19:23     -183.4
2018/260-20:29:23     -218.7
2018/260-20:39:23     -262.4
2018/260-20:49:23     -312.4
2018/260-20:59:23     -361.0
2018/260-21:09:23     -407.1
2018/260-21:19:23     -420.0
2018/260-21:29:23     -368.3
2018/260-21:39:23     -324.1
2018/260-21:49:23     -292.8
2018/260-21:59:23     -254.0
2018/260-22:09:23     -205.6
2018/260-22:19:23     -168.4
2018/260-22:29:23     -137.8
2018/260-22:39:23     -114.7
2018/260-22:49:23     -116.6
2018/260-22:59:23     -117.3
2018/260-23:09:23      -98.2
2018/260-23:19:23      -85.6
2018/260-23:29:23      -97.4
2018/260-23:39:23     -105.4
2018/260-23:49:23      -99.8
2018/260-23:59:23      -94.3
2018/261-00:09:23      -88.1
2018/261-00:19:23      -81.4
2018/261-00:29:23      -73.9
2018/261-00:39:23      -67.3
2018/261-00:49:23      -61.2
2018/261-00:59:23      -56.2
2018/261-01:09:23      -52.0
2018/261-01:19:23      -48.6
2018/261-01:29:23      -45.5
2018/261-01:39:23      -42.9
2018/261-01:49:23      -40.2
2018/261-01:59:23      -38.2
2018/261-02:09:23      -36.6
2018/261-02:19:23      -35.5
2018/261-02:29:23      -34.3
2018/261-02:39:23      -32.9
2018/261-02:49:23      -31.4
2018/261-02:59:23      -30.0
2018/261-03:09:23      -28.5
2018/261-03:19:23      -27.1
2018/261-03:29:23      -27.0
2018/261-03:39:23      -34.3
2018/261-03:49:23      -42.3
2018/261-03:59:23      -42.6
2018/261-04:09:23      -41.6
2018/261-04:19:23      -43.5
2018/261-04:29:23      -48.6
2018/261-04:39:23      -55.7
2018/261-04:49:23      -53.5
2018/261-04:59:23      -49.8
2018/261-05:09:23      -47.0
2018/261-05:19:23      -45.2
2018/261-05:29:23      -43.9
2018/261-05:39:23      -64.9
2018/261-05:49:23      -96.3
2018/261-05:59:23     -114.7
2018/261-06:09:23     -155.2
2018/261-06:19:23     -197.5
