      Time          Predicted AL
2018/133-03:09:23      -77.1
2018/133-03:19:23      -76.7
2018/133-03:29:23      -76.6
2018/133-03:39:23      -78.5
2018/133-03:49:23      -80.2
2018/133-03:59:23      -85.3
2018/133-04:09:23      -92.5
2018/133-04:19:23     -100.2
2018/133-04:29:23     -110.2
2018/133-04:39:23     -121.7
2018/133-04:49:23     -135.1
2018/133-04:59:23     -151.7
2018/133-05:09:23     -167.3
2018/133-05:19:23     -173.3
2018/133-05:29:23     -182.8
2018/133-05:39:23     -181.8
2018/133-05:49:23     -166.4
2018/133-05:59:23     -151.6
2018/133-06:09:23     -144.2
2018/133-06:19:23     -143.5
2018/133-06:29:23     -160.6
2018/133-06:39:23     -196.4
2018/133-06:49:23     -229.1
2018/133-06:59:23     -237.2
2018/133-07:09:23     -228.1
2018/133-07:19:23     -224.0
2018/133-07:29:23     -224.0
2018/133-07:39:23     -222.7
2018/133-07:49:23     -223.1
2018/133-07:59:23     -218.2
2018/133-08:09:23     -208.9
2018/133-08:19:23     -205.2
2018/133-08:29:23     -202.9
2018/133-08:39:23     -196.0
2018/133-08:49:23     -187.9
2018/133-08:59:23     -180.8
2018/133-09:09:23     -175.0
2018/133-09:19:23     -167.9
2018/133-09:29:23     -156.0
2018/133-09:39:23     -150.7
2018/133-09:49:23     -161.1
2018/133-09:59:23     -170.5
2018/133-10:09:23     -176.2
2018/133-10:19:23     -179.5
2018/133-10:29:23     -182.2
2018/133-10:39:23     -185.3
2018/133-10:49:23     -188.9
2018/133-10:59:23     -194.7
2018/133-11:09:23     -203.7
2018/133-11:19:23     -210.7
2018/133-11:29:23     -209.0
2018/133-11:39:23     -203.7
2018/133-11:49:23     -202.7
2018/133-11:59:23     -209.6
2018/133-12:09:23     -215.7
2018/133-12:19:23     -215.6
2018/133-12:29:23     -215.2
2018/133-12:39:23     -217.0
2018/133-12:49:23     -213.1
2018/133-12:59:23     -202.8
2018/133-13:09:23     -198.9
2018/133-13:19:23     -197.0
2018/133-13:29:23     -190.2
2018/133-13:39:23     -184.2
2018/133-13:49:23     -177.2
2018/133-13:59:23     -167.9
2018/133-14:09:23     -157.5
2018/133-14:19:23     -147.7
2018/133-14:29:23     -138.1
2018/133-14:39:23     -132.6
2018/133-14:49:23     -126.3
2018/133-14:59:23     -118.9
2018/133-15:09:23     -105.5
2018/133-15:19:23      -93.3
2018/133-15:29:23      -83.4
2018/133-15:39:23      -74.8
2018/133-15:49:23      -68.2
2018/133-15:59:23      -61.6
2018/133-16:09:23      -56.0
2018/133-16:19:23      -51.3
2018/133-16:29:23      -47.8
2018/133-16:39:23      -44.5
2018/133-16:49:23      -41.8
2018/133-16:59:23      -39.4
2018/133-17:09:23      -37.4
2018/133-17:19:23      -35.7
2018/133-17:29:23      -34.1
2018/133-17:39:23      -32.7
2018/133-17:49:23      -31.5
2018/133-17:59:23      -30.4
2018/133-18:09:23      -29.5
2018/133-18:19:23      -28.6
2018/133-18:29:23      -27.7
2018/133-18:39:23      -27.0
2018/133-18:49:23      -26.2
2018/133-18:59:23      -25.5
2018/133-19:09:23      -24.9
2018/133-19:19:23      -24.3
2018/133-19:29:23      -23.8
2018/133-19:39:23      -28.9
2018/133-19:49:23      -44.7
2018/133-19:59:23      -61.3
2018/133-20:09:23      -79.3
2018/133-20:19:23      -98.3
2018/133-20:29:23     -119.5
2018/133-20:39:23     -137.5
2018/133-20:49:23     -151.8
2018/133-20:59:23     -156.7
2018/133-21:09:23     -142.7
2018/133-21:19:23     -130.7
2018/133-21:29:23     -121.1
2018/133-21:39:23     -123.4
2018/133-21:49:23     -131.8
2018/133-21:59:23     -143.2
2018/133-22:09:23     -146.0
2018/133-22:19:23     -142.0
2018/133-22:29:23     -141.4
2018/133-22:39:23     -140.8
2018/133-22:49:23     -140.0
2018/133-22:59:23     -133.5
2018/133-23:09:23     -123.9
2018/133-23:19:23     -115.9
2018/133-23:29:23     -112.4
2018/133-23:39:23     -110.9
2018/133-23:49:23     -109.0
2018/133-23:59:23     -105.7
2018/134-00:09:23      -99.9
2018/134-00:19:23      -97.3
2018/134-00:29:23      -91.0
2018/134-00:39:23      -83.8
2018/134-00:49:23      -77.2
2018/134-00:59:23      -71.9
2018/134-01:09:23      -66.9
2018/134-01:19:23      -62.9
2018/134-01:29:23      -61.6
2018/134-01:39:23      -70.3
2018/134-01:49:23      -92.9
2018/134-01:59:23     -119.5
2018/134-02:09:23     -137.8
2018/134-02:19:23     -146.4
2018/134-02:29:23     -152.0
2018/134-02:39:23     -157.2
2018/134-02:49:23     -155.5
2018/134-02:59:23     -147.8
2018/134-03:09:23     -140.0
2018/134-03:19:23     -131.7
2018/134-03:29:23     -119.0
2018/134-03:39:23     -106.6
2018/134-03:49:23      -97.5
2018/134-03:59:23      -92.9
2018/134-04:09:23      -88.0
2018/134-04:19:23      -85.1
2018/134-04:29:23      -85.2
2018/134-04:39:23      -89.4
2018/134-04:49:23      -93.6
2018/134-04:59:23      -92.2
2018/134-05:09:23      -88.5
2018/134-05:19:23      -89.0
2018/134-05:29:23      -94.7
2018/134-05:39:23      -86.0
2018/134-05:49:23      -77.1
2018/134-05:59:23      -71.2
2018/134-06:09:23      -65.4
2018/134-06:19:23      -57.3
2018/134-06:29:23      -50.3
2018/134-06:39:23      -47.7
2018/134-06:49:23      -56.1
2018/134-06:59:23      -68.4
2018/134-07:09:23      -82.9
2018/134-07:19:23      -88.8
2018/134-07:29:23      -95.5
2018/134-07:39:23      -98.7
2018/134-07:49:23     -102.5
2018/134-07:59:23     -105.4
2018/134-08:09:23      -98.4
2018/134-08:19:23      -87.8
2018/134-08:29:23      -76.1
2018/134-08:39:23      -68.8
2018/134-08:49:23      -60.9
2018/134-08:59:23      -54.2
2018/134-09:09:23      -50.0
2018/134-09:19:23      -47.4
2018/134-09:29:23      -43.9
2018/134-09:39:23      -41.8
2018/134-09:49:23      -42.2
2018/134-09:59:23      -43.6
2018/134-10:09:23      -42.9
2018/134-10:19:23      -41.2
2018/134-10:29:23      -42.7
2018/134-10:39:23      -50.3
2018/134-10:49:23      -58.3
2018/134-10:59:23      -67.7
2018/134-11:09:23      -78.5
2018/134-11:19:23      -82.7
2018/134-11:29:23      -85.6
2018/134-11:39:23      -89.0
2018/134-11:49:23      -97.5
2018/134-11:59:23     -105.5
2018/134-12:09:23     -113.8
2018/134-12:19:23     -120.2
2018/134-12:29:23     -123.4
2018/134-12:39:23     -124.5
2018/134-12:49:23     -122.9
2018/134-12:59:23     -122.3
2018/134-13:09:23     -125.0
2018/134-13:19:23     -130.9
2018/134-13:29:23     -138.0
2018/134-13:39:23     -142.7
2018/134-13:49:23     -143.0
2018/134-13:59:23     -141.6
2018/134-14:09:23     -136.3
2018/134-14:19:23     -129.6
2018/134-14:29:23     -129.4
2018/134-14:39:23     -134.9
2018/134-14:49:23     -138.9
2018/134-14:59:23     -123.5
2018/134-15:09:23     -111.7
2018/134-15:19:23     -103.4
2018/134-15:29:23      -96.2
2018/134-15:39:23      -86.1
2018/134-15:49:23      -77.0
2018/134-15:59:23      -68.7
2018/134-16:09:23      -61.0
2018/134-16:19:23      -54.3
2018/134-16:29:23      -48.7
2018/134-16:39:23      -44.2
2018/134-16:49:23      -41.0
2018/134-16:59:23      -39.0
2018/134-17:09:23      -37.3
2018/134-17:19:23      -35.7
2018/134-17:29:23      -34.4
2018/134-17:39:23      -34.1
2018/134-17:49:23      -37.7
2018/134-17:59:23      -42.9
2018/134-18:09:23      -47.4
2018/134-18:19:23      -49.2
2018/134-18:29:23      -48.5
2018/134-18:39:23      -47.7
2018/134-18:49:23      -46.7
2018/134-18:59:23      -44.9
2018/134-19:09:23      -42.3
2018/134-19:19:23      -39.5
2018/134-19:29:23      -36.5
2018/134-19:39:23      -33.7
2018/134-19:49:23      -31.1
2018/134-19:59:23      -28.9
2018/134-20:09:23      -27.3
2018/134-20:19:23      -27.9
2018/134-20:29:23      -38.7
2018/134-20:39:23      -47.2
2018/134-20:49:23      -53.6
2018/134-20:59:23      -62.3
2018/134-21:09:23      -72.7
2018/134-21:19:23      -79.9
2018/134-21:29:23      -86.8
2018/134-21:39:23      -93.8
2018/134-21:49:23      -97.0
2018/134-21:59:23      -95.9
2018/134-22:09:23      -91.9
2018/134-22:19:23      -89.3
2018/134-22:29:23      -88.5
2018/134-22:39:23      -88.6
2018/134-22:49:23      -88.2
2018/134-22:59:23      -84.5
2018/134-23:09:23      -79.6
2018/134-23:19:23      -73.8
2018/134-23:29:23      -67.3
2018/134-23:39:23      -60.8
2018/134-23:49:23      -54.5
2018/134-23:59:23      -48.4
2018/135-00:09:23      -42.5
2018/135-00:19:23      -37.0
2018/135-00:29:23      -32.0
2018/135-00:39:23      -27.7
2018/135-00:49:23      -24.0
2018/135-00:59:23      -21.0
2018/135-01:09:23      -18.6
2018/135-01:19:23      -16.6
2018/135-01:29:23      -15.0
2018/135-01:39:23      -13.7
2018/135-01:49:23      -12.6
2018/135-01:59:23      -11.6
2018/135-02:09:23      -10.8
2018/135-02:19:23      -10.1
2018/135-02:29:23       -9.5
2018/135-02:39:23       -8.9
2018/135-02:49:23       -8.4
2018/135-02:59:23       -8.0
2018/135-03:09:23       -7.9
2018/135-03:19:23       -9.0
2018/135-03:29:23       -8.8
2018/135-03:39:23       -8.4
2018/135-03:49:23       -8.1
2018/135-03:59:23       -8.1
2018/135-04:09:23       -7.8
2018/135-04:19:23       -7.6
2018/135-04:29:23       -7.3
2018/135-04:39:23       -7.5
2018/135-04:49:23       -9.8
2018/135-04:59:23      -14.4
2018/135-05:09:23      -22.1
2018/135-05:19:23      -32.8
2018/135-05:29:23      -42.0
2018/135-05:39:23      -49.3
2018/135-05:49:23      -55.5
2018/135-05:59:23      -58.4
2018/135-06:09:23      -58.3
2018/135-06:19:23      -56.2
2018/135-06:29:23      -53.2
2018/135-06:39:23      -48.9
2018/135-06:49:23      -44.3
2018/135-06:59:23      -41.3
2018/135-07:09:23      -41.1
2018/135-07:19:23      -42.6
2018/135-07:29:23      -49.0
2018/135-07:39:23      -60.3
2018/135-07:49:23      -69.6
2018/135-07:59:23      -81.4
2018/135-08:09:23      -88.6
2018/135-08:19:23      -87.2
2018/135-08:29:23      -83.0
2018/135-08:39:23      -79.1
2018/135-08:49:23      -73.8
2018/135-08:59:23      -66.6
2018/135-09:09:23      -59.1
2018/135-09:19:23      -51.9
2018/135-09:29:23      -45.6
2018/135-09:39:23      -40.1
2018/135-09:49:23      -35.8
2018/135-09:59:23      -32.7
2018/135-10:09:23      -30.9
2018/135-10:19:23      -30.7
2018/135-10:29:23      -29.9
2018/135-10:39:23      -28.6
2018/135-10:49:23      -27.5
2018/135-10:59:23      -27.0
2018/135-11:09:23      -26.5
2018/135-11:19:23      -25.7
2018/135-11:29:23      -25.0
2018/135-11:39:23      -24.5
2018/135-11:49:23      -24.3
2018/135-11:59:23      -24.2
2018/135-12:09:23      -24.4
2018/135-12:19:23      -26.9
2018/135-12:29:23      -32.1
2018/135-12:39:23      -38.3
2018/135-12:49:23      -45.8
2018/135-12:59:23      -51.5
2018/135-13:09:23      -54.1
2018/135-13:19:23      -54.4
2018/135-13:29:23      -54.9
2018/135-13:39:23      -55.1
2018/135-13:49:23      -57.0
2018/135-13:59:23      -60.0
2018/135-14:09:23      -64.7
2018/135-14:19:23      -72.6
2018/135-14:29:23      -80.2
2018/135-14:39:23      -87.2
2018/135-14:49:23      -96.1
2018/135-14:59:23     -104.8
2018/135-15:09:23     -113.3
2018/135-15:19:23     -121.0
2018/135-15:29:23     -131.5
2018/135-15:39:23     -142.0
2018/135-15:49:23     -151.3
2018/135-15:59:23     -161.7
2018/135-16:09:23     -166.4
2018/135-16:19:23     -164.6
2018/135-16:29:23     -169.4
2018/135-16:39:23     -170.3
2018/135-16:49:23     -167.3
2018/135-16:59:23     -160.7
2018/135-17:09:23     -159.1
2018/135-17:19:23     -156.0
2018/135-17:29:23     -153.5
2018/135-17:39:23     -156.0
2018/135-17:49:23     -161.9
2018/135-17:59:23     -167.1
2018/135-18:09:23     -167.3
2018/135-18:19:23     -161.9
2018/135-18:29:23     -159.2
2018/135-18:39:23     -155.5
2018/135-18:49:23     -151.0
2018/135-18:59:23     -145.1
2018/135-19:09:23     -138.4
2018/135-19:19:23     -131.2
2018/135-19:29:23     -124.0
2018/135-19:39:23     -116.7
2018/135-19:49:23     -109.9
2018/135-19:59:23     -104.4
2018/135-20:09:23     -100.1
2018/135-20:19:23      -95.9
2018/135-20:29:23      -91.7
2018/135-20:39:23      -87.2
2018/135-20:49:23      -82.6
2018/135-20:59:23      -79.8
2018/135-21:09:23      -78.7
2018/135-21:19:23      -79.2
2018/135-21:29:23      -78.8
2018/135-21:39:23      -76.8
2018/135-21:49:23      -75.4
2018/135-21:59:23      -76.9
2018/135-22:09:23      -77.7
2018/135-22:19:23      -77.1
2018/135-22:29:23      -74.7
2018/135-22:39:23      -71.9
2018/135-22:49:23      -69.2
2018/135-22:59:23      -66.6
2018/135-23:09:23      -62.6
2018/135-23:19:23      -57.1
2018/135-23:29:23      -51.5
2018/135-23:39:23      -46.3
2018/135-23:49:23      -41.4
2018/135-23:59:23      -36.7
2018/136-00:09:23      -32.5
2018/136-00:19:23      -28.8
2018/136-00:29:23      -25.5
2018/136-00:39:23      -22.7
2018/136-00:49:23      -20.2
2018/136-00:59:23      -18.2
2018/136-01:09:23      -16.4
2018/136-01:19:23      -15.0
2018/136-01:29:23      -13.8
2018/136-01:39:23      -12.7
2018/136-01:49:23      -11.8
2018/136-01:59:23      -11.0
2018/136-02:09:23      -10.3
2018/136-02:19:23       -9.7
2018/136-02:29:23       -9.1
2018/136-02:39:23       -8.6
2018/136-02:49:23       -8.2
2018/136-02:59:23       -7.9
2018/136-03:09:23       -7.7
2018/136-03:19:23       -7.3
2018/136-03:29:23       -7.1
2018/136-03:39:23       -6.9
2018/136-03:49:23       -6.7
2018/136-03:59:23       -6.6
2018/136-04:09:23       -6.5
2018/136-04:19:23       -6.4
2018/136-04:29:23       -6.4
2018/136-04:39:23       -6.3
2018/136-04:49:23       -6.3
2018/136-04:59:23       -6.4
2018/136-05:09:23       -6.4
2018/136-05:19:23       -6.4
2018/136-05:29:23       -6.5
2018/136-05:39:23       -6.7
2018/136-05:49:23       -6.9
2018/136-05:59:23       -7.1
2018/136-06:09:23       -7.3
2018/136-06:19:23       -7.6
2018/136-06:29:23       -8.0
2018/136-06:39:23       -8.5
2018/136-06:49:23       -9.0
2018/136-06:59:23       -9.6
2018/136-07:09:23      -10.2
2018/136-07:19:23      -10.8
2018/136-07:29:23      -11.4
2018/136-07:39:23      -11.9
2018/136-07:49:23      -12.4
2018/136-07:59:23      -12.8
2018/136-08:09:23      -13.3
2018/136-08:19:23      -13.8
2018/136-08:29:23      -14.3
2018/136-08:39:23      -14.7
2018/136-08:49:23      -15.1
2018/136-08:59:23      -15.6
2018/136-09:09:23      -16.1
2018/136-09:19:23      -16.8
2018/136-09:29:23      -17.8
2018/136-09:39:23      -18.8
2018/136-09:49:23      -19.3
2018/136-09:59:23      -19.4
2018/136-10:09:23      -19.4
2018/136-10:19:23      -19.6
2018/136-10:29:23      -19.6
2018/136-10:39:23      -19.7
2018/136-10:49:23      -19.8
2018/136-10:59:23      -19.7
2018/136-11:09:23      -19.5
2018/136-11:19:23      -19.6
2018/136-11:29:23      -19.9
2018/136-11:39:23      -20.6
2018/136-11:49:23      -20.7
2018/136-11:59:23      -21.2
2018/136-12:09:23      -22.4
2018/136-12:19:23      -23.7
2018/136-12:29:23      -25.6
2018/136-12:39:23      -29.1
2018/136-12:49:23      -32.9
2018/136-12:59:23      -37.5
2018/136-13:09:23      -46.2
2018/136-13:19:23      -48.9
2018/136-13:29:23      -49.6
2018/136-13:39:23      -50.3
2018/136-13:49:23      -51.4
2018/136-13:59:23      -50.6
2018/136-14:09:23      -48.6
2018/136-14:19:23      -46.3
2018/136-14:29:23      -45.9
2018/136-14:39:23      -47.1
2018/136-14:49:23      -48.8
2018/136-14:59:23      -52.5
2018/136-15:09:23      -57.0
2018/136-15:19:23      -61.1
2018/136-15:29:23      -64.4
2018/136-15:39:23      -67.5
2018/136-15:49:23      -68.6
2018/136-15:59:23      -67.8
2018/136-16:09:23      -66.0
2018/136-16:19:23      -64.9
2018/136-16:29:23      -67.0
2018/136-16:39:23      -69.2
2018/136-16:49:23      -71.5
2018/136-16:59:23      -72.7
2018/136-17:09:23      -73.7
2018/136-17:19:23      -78.6
2018/136-17:29:23      -85.2
2018/136-17:39:23      -91.3
2018/136-17:49:23      -96.1
2018/136-17:59:23      -99.8
2018/136-18:09:23     -102.9
2018/136-18:19:23     -105.4
2018/136-18:29:23     -107.3
2018/136-18:39:23     -112.4
2018/136-18:49:23     -120.6
2018/136-18:59:23     -128.9
2018/136-19:09:23     -133.5
2018/136-19:19:23     -137.6
2018/136-19:29:23     -143.1
2018/136-19:39:23     -148.4
2018/136-19:49:23     -151.9
2018/136-19:59:23     -154.6
2018/136-20:09:23     -156.3
2018/136-20:19:23     -153.2
2018/136-20:29:23     -147.4
2018/136-20:39:23     -145.0
2018/136-20:49:23     -144.9
2018/136-20:59:23     -139.5
2018/136-21:09:23     -133.3
2018/136-21:19:23     -128.8
2018/136-21:29:23     -126.6
2018/136-21:39:23     -125.9
2018/136-21:49:23     -130.4
2018/136-21:59:23     -139.7
2018/136-22:09:23     -145.3
2018/136-22:19:23     -144.7
2018/136-22:29:23     -142.4
2018/136-22:39:23     -138.5
2018/136-22:49:23     -131.5
2018/136-22:59:23     -123.9
2018/136-23:09:23     -121.3
2018/136-23:19:23     -125.2
2018/136-23:29:23     -134.1
2018/136-23:39:23     -150.6
2018/136-23:49:23     -168.9
2018/136-23:59:23     -185.0
2018/137-00:09:23     -200.3
2018/137-00:19:23     -216.5
2018/137-00:29:23     -232.3
2018/137-00:39:23     -247.5
2018/137-00:49:23     -261.2
2018/137-00:59:23     -250.0
2018/137-01:09:23     -233.5
2018/137-01:19:23     -225.9
2018/137-01:29:23     -219.4
2018/137-01:39:23     -211.5
2018/137-01:49:23     -208.2
2018/137-01:59:23     -210.7
2018/137-02:09:23     -216.4
2018/137-02:19:23     -223.3
2018/137-02:29:23     -229.3
2018/137-02:39:23     -234.3
2018/137-02:49:23     -231.0
2018/137-02:59:23     -208.5
2018/137-03:09:23     -190.4
2018/137-03:19:23     -173.4
2018/137-03:29:23     -156.0
2018/137-03:39:23     -137.9
2018/137-03:49:23     -120.1
2018/137-03:59:23     -102.2
2018/137-04:09:23      -86.3
2018/137-04:19:23      -76.9
2018/137-04:29:23      -77.8
2018/137-04:39:23      -69.9
2018/137-04:49:23      -58.9
2018/137-04:59:23      -51.4
2018/137-05:09:23      -47.4
2018/137-05:19:23      -42.0
2018/137-05:29:23      -37.0
2018/137-05:39:23      -32.8
2018/137-05:49:23      -29.3
2018/137-05:59:23      -26.2
2018/137-06:09:23      -23.7
2018/137-06:19:23      -21.8
2018/137-06:29:23      -20.2
2018/137-06:39:23      -20.7
2018/137-06:49:23      -37.6
2018/137-06:59:23      -62.2
2018/137-07:09:23      -66.5
2018/137-07:19:23      -60.7
2018/137-07:29:23      -60.7
2018/137-07:39:23      -63.0
2018/137-07:49:23      -59.6
2018/137-07:59:23      -54.2
2018/137-08:09:23      -48.9
2018/137-08:19:23      -43.7
2018/137-08:29:23      -38.8
2018/137-08:39:23      -34.4
2018/137-08:49:23      -30.7
2018/137-08:59:23      -27.8
2018/137-09:09:23      -25.8
2018/137-09:19:23      -24.3
2018/137-09:29:23      -23.0
2018/137-09:39:23      -22.0
2018/137-09:49:23      -21.3
2018/137-09:59:23      -20.8
2018/137-10:09:23      -20.4
2018/137-10:19:23      -20.1
2018/137-10:29:23      -19.9
2018/137-10:39:23      -31.3
2018/137-10:49:23      -32.6
2018/137-10:59:23      -39.8
2018/137-11:09:23      -52.7
2018/137-11:19:23      -86.0
2018/137-11:29:23     -145.2
2018/137-11:39:23     -188.4
2018/137-11:49:23     -223.2
2018/137-11:59:23     -266.6
2018/137-12:09:23     -302.6
2018/137-12:19:23     -326.9
2018/137-12:29:23     -352.4
2018/137-12:39:23     -378.2
2018/137-12:49:23     -400.3
2018/137-12:59:23     -413.3
2018/137-13:09:23     -418.7
2018/137-13:19:23     -425.4
2018/137-13:29:23     -430.8
2018/137-13:39:23     -415.6
2018/137-13:49:23     -384.1
2018/137-13:59:23     -369.0
2018/137-14:09:23     -368.2
2018/137-14:19:23     -369.9
2018/137-14:29:23     -374.2
2018/137-14:39:23     -382.8
2018/137-14:49:23     -397.5
2018/137-14:59:23     -409.2
2018/137-15:09:23     -414.6
2018/137-15:19:23     -422.8
2018/137-15:29:23     -431.1
2018/137-15:39:23     -427.9
2018/137-15:49:23     -417.5
2018/137-15:59:23     -416.9
2018/137-16:09:23     -418.6
2018/137-16:19:23     -424.8
2018/137-16:29:23     -433.2
2018/137-16:39:23     -437.4
2018/137-16:49:23     -437.5
2018/137-16:59:23     -437.3
2018/137-17:09:23     -433.2
2018/137-17:19:23     -427.7
2018/137-17:29:23     -435.5
2018/137-17:39:23     -435.5
2018/137-17:49:23     -429.5
2018/137-17:59:23     -415.0
2018/137-18:09:23     -393.2
2018/137-18:19:23     -381.3
2018/137-18:29:23     -376.4
2018/137-18:39:23     -364.9
2018/137-18:49:23     -360.2
2018/137-18:59:23     -361.8
2018/137-19:09:23     -364.8
2018/137-19:19:23     -361.2
2018/137-19:29:23     -344.5
2018/137-19:39:23     -307.8
2018/137-19:49:23     -269.0
2018/137-19:59:23     -235.2
2018/137-20:09:23     -201.4
2018/137-20:19:23     -168.8
2018/137-20:29:23     -148.3
2018/137-20:39:23     -132.9
2018/137-20:49:23     -118.2
2018/137-20:59:23     -105.8
2018/137-21:09:23      -97.8
2018/137-21:19:23      -93.1
2018/137-21:29:23      -91.9
2018/137-21:39:23      -97.6
2018/137-21:49:23     -109.2
2018/137-21:59:23     -124.0
2018/137-22:09:23     -138.8
2018/137-22:19:23     -142.1
2018/137-22:29:23     -132.4
2018/137-22:39:23     -124.0
2018/137-22:49:23     -119.0
2018/137-22:59:23     -114.1
2018/137-23:09:23     -115.7
2018/137-23:19:23     -128.4
2018/137-23:29:23     -144.4
2018/137-23:39:23     -159.0
2018/137-23:49:23     -174.3
2018/137-23:59:23     -194.1
2018/138-00:09:23     -216.2
2018/138-00:19:23     -237.4
2018/138-00:29:23     -262.3
2018/138-00:39:23     -280.3
2018/138-00:49:23     -287.1
2018/138-00:59:23     -296.2
2018/138-01:09:23     -307.6
2018/138-01:19:23     -307.0
2018/138-01:29:23     -293.5
2018/138-01:39:23     -278.5
2018/138-01:49:23     -265.9
2018/138-01:59:23     -254.9
2018/138-02:09:23     -246.5
2018/138-02:19:23     -248.4
2018/138-02:29:23     -265.7
2018/138-02:39:23     -268.7
2018/138-02:49:23     -241.1
2018/138-02:59:23     -214.8
2018/138-03:09:23     -205.9
2018/138-03:19:23     -201.7
2018/138-03:29:23     -185.6
2018/138-03:39:23     -162.6
2018/138-03:49:23     -141.1
2018/138-03:59:23     -123.4
2018/138-04:09:23     -107.5
2018/138-04:19:23      -94.1
2018/138-04:29:23      -85.1
2018/138-04:39:23      -79.1
2018/138-04:49:23      -74.4
2018/138-04:59:23      -73.2
2018/138-05:09:23      -73.4
2018/138-05:19:23      -74.8
2018/138-05:29:23      -79.1
2018/138-05:39:23      -79.8
2018/138-05:49:23      -75.2
2018/138-05:59:23      -70.7
2018/138-06:09:23      -67.8
2018/138-06:19:23      -63.8
2018/138-06:29:23      -57.8
2018/138-06:39:23      -51.9
2018/138-06:49:23      -48.4
2018/138-06:59:23      -47.8
2018/138-07:09:23      -46.4
2018/138-07:19:23      -43.8
2018/138-07:29:23      -40.9
2018/138-07:39:23      -39.0
2018/138-07:49:23      -37.6
2018/138-07:59:23      -36.2
2018/138-08:09:23      -34.8
2018/138-08:19:23      -33.6
2018/138-08:29:23      -32.6
2018/138-08:39:23      -31.7
2018/138-08:49:23      -31.2
2018/138-08:59:23      -31.2
2018/138-09:09:23      -31.6
2018/138-09:19:23      -31.8
2018/138-09:29:23      -32.9
2018/138-09:39:23      -35.2
2018/138-09:49:23      -37.2
2018/138-09:59:23      -39.9
2018/138-10:09:23      -38.9
2018/138-10:19:23      -39.7
2018/138-10:29:23      -41.8
2018/138-10:39:23      -49.6
2018/138-10:49:23      -67.2
2018/138-10:59:23      -84.1
2018/138-11:09:23     -106.6
2018/138-11:19:23     -131.1
2018/138-11:29:23     -152.7
2018/138-11:39:23     -165.8
2018/138-11:49:23     -174.3
2018/138-11:59:23     -177.6
2018/138-12:09:23     -177.1
2018/138-12:19:23     -175.0
2018/138-12:29:23     -173.3
2018/138-12:39:23     -170.6
2018/138-12:49:23     -164.8
2018/138-12:59:23     -154.7
2018/138-13:09:23     -146.1
2018/138-13:19:23     -141.8
2018/138-13:29:23     -137.5
2018/138-13:39:23     -130.1
2018/138-13:49:23     -123.6
2018/138-13:59:23     -119.0
2018/138-14:09:23     -117.4
2018/138-14:19:23     -118.5
2018/138-14:29:23     -121.7
2018/138-14:39:23     -127.0
2018/138-14:49:23     -129.9
2018/138-14:59:23     -127.8
2018/138-15:09:23     -123.0
2018/138-15:19:23     -117.1
2018/138-15:29:23     -110.8
2018/138-15:39:23     -104.6
2018/138-15:49:23      -97.3
2018/138-15:59:23      -87.8
2018/138-16:09:23      -78.2
2018/138-16:19:23      -69.7
2018/138-16:29:23      -62.5
2018/138-16:39:23      -56.3
2018/138-16:49:23      -51.2
2018/138-16:59:23      -48.8
2018/138-17:09:23      -52.5
2018/138-17:19:23      -56.3
2018/138-17:29:23      -58.3
2018/138-17:39:23      -59.3
2018/138-17:49:23      -62.1
2018/138-17:59:23      -65.4
2018/138-18:09:23      -66.4
2018/138-18:19:23      -64.2
2018/138-18:29:23      -62.4
2018/138-18:39:23      -64.3
2018/138-18:49:23      -65.1
2018/138-18:59:23      -59.8
2018/138-19:09:23      -54.7
2018/138-19:19:23      -52.0
2018/138-19:29:23      -50.5
2018/138-19:39:23      -48.0
2018/138-19:49:23      -45.9
2018/138-19:59:23      -43.9
2018/138-20:09:23      -42.6
2018/138-20:19:23      -42.4
2018/138-20:29:23      -42.7
2018/138-20:39:23      -43.1
2018/138-20:49:23      -44.4
2018/138-20:59:23      -46.1
2018/138-21:09:23      -47.2
2018/138-21:19:23      -49.3
2018/138-21:29:23      -52.3
2018/138-21:39:23      -54.0
2018/138-21:49:23      -53.3
2018/138-21:59:23      -51.8
2018/138-22:09:23      -50.5
2018/138-22:19:23      -49.4
2018/138-22:29:23      -49.3
2018/138-22:39:23      -51.7
2018/138-22:49:23      -56.8
2018/138-22:59:23      -60.1
2018/138-23:09:23      -61.4
2018/138-23:19:23      -61.2
2018/138-23:29:23      -60.4
2018/138-23:39:23      -58.9
2018/138-23:49:23      -57.0
2018/138-23:59:23      -55.9
2018/139-00:09:23      -55.6
2018/139-00:19:23      -55.0
2018/139-00:29:23      -54.2
2018/139-00:39:23      -53.3
2018/139-00:49:23      -52.6
2018/139-00:59:23      -52.3
2018/139-01:09:23      -52.2
2018/139-01:19:23      -52.2
2018/139-01:29:23      -52.5
2018/139-01:39:23      -52.3
2018/139-01:49:23      -51.8
2018/139-01:59:23      -52.5
2018/139-02:09:23      -54.6
2018/139-02:19:23      -56.7
2018/139-02:29:23      -57.3
2018/139-02:39:23      -56.1
2018/139-02:49:23      -54.3
2018/139-02:59:23      -52.2
2018/139-03:09:23      -50.5
2018/139-03:19:23      -48.7
2018/139-03:29:23      -46.1
2018/139-03:39:23      -43.1
2018/139-03:49:23      -40.8
2018/139-03:59:23      -39.9
2018/139-04:09:23      -37.6
2018/139-04:19:23      -35.2
2018/139-04:29:23      -33.0
2018/139-04:39:23      -31.1
