      Time          Predicted AL
2018/127-01:29:23     -334.6
2018/127-01:39:23     -322.0
2018/127-01:49:23     -340.2
2018/127-01:59:23     -360.5
2018/127-02:09:23     -376.4
2018/127-02:19:23     -387.0
2018/127-02:29:23     -376.3
2018/127-02:39:23     -364.2
2018/127-02:49:23     -372.1
2018/127-02:59:23     -379.8
2018/127-03:09:23     -394.2
2018/127-03:19:23     -409.4
2018/127-03:29:23     -419.7
2018/127-03:39:23     -428.2
2018/127-03:49:23     -431.5
2018/127-03:59:23     -434.3
2018/127-04:09:23     -440.6
2018/127-04:19:23     -437.7
2018/127-04:29:23     -430.1
2018/127-04:39:23     -441.0
2018/127-04:49:23     -450.1
2018/127-04:59:23     -449.6
2018/127-05:09:23     -457.4
2018/127-05:19:23     -467.9
2018/127-05:29:23     -421.2
2018/127-05:39:23     -360.5
2018/127-05:49:23     -335.1
2018/127-05:59:23     -305.8
2018/127-06:09:23     -247.7
2018/127-06:19:23     -195.3
2018/127-06:29:23     -160.1
2018/127-06:39:23     -152.3
2018/127-06:49:23     -153.8
2018/127-06:59:23     -127.9
2018/127-07:09:23     -106.3
2018/127-07:19:23      -98.1
2018/127-07:29:23      -96.3
2018/127-07:39:23      -91.8
2018/127-07:49:23     -105.2
2018/127-07:59:23     -125.7
2018/127-08:09:23     -151.3
2018/127-08:19:23     -180.0
2018/127-08:29:23     -204.2
2018/127-08:39:23     -203.9
2018/127-08:49:23     -208.3
2018/127-08:59:23     -246.4
2018/127-09:09:23     -266.4
2018/127-09:19:23     -252.4
2018/127-09:29:23     -228.9
2018/127-09:39:23     -217.1
2018/127-09:49:23     -206.6
2018/127-09:59:23     -187.6
2018/127-10:09:23     -172.8
2018/127-10:19:23     -162.6
2018/127-10:29:23     -150.6
2018/127-10:39:23     -144.0
2018/127-10:49:23     -168.8
2018/127-10:59:23     -227.4
2018/127-11:09:23     -274.7
2018/127-11:19:23     -284.3
2018/127-11:29:23     -260.1
2018/127-11:39:23     -260.1
2018/127-11:49:23     -263.0
2018/127-11:59:23     -236.5
2018/127-12:09:23     -206.7
2018/127-12:19:23     -185.8
2018/127-12:29:23     -170.1
2018/127-12:39:23     -153.6
2018/127-12:49:23     -137.4
2018/127-12:59:23     -124.6
2018/127-13:09:23     -114.6
2018/127-13:19:23     -147.3
2018/127-13:29:23     -182.5
2018/127-13:39:23     -216.7
2018/127-13:49:23     -278.6
2018/127-13:59:23     -338.9
2018/127-14:09:23     -376.7
2018/127-14:19:23     -386.0
2018/127-14:29:23     -398.1
2018/127-14:39:23     -424.7
2018/127-14:49:23     -424.1
2018/127-14:59:23     -373.1
2018/127-15:09:23     -323.0
2018/127-15:19:23     -333.3
2018/127-15:29:23     -376.5
2018/127-15:39:23     -387.9
2018/127-15:49:23     -409.2
2018/127-15:59:23     -404.9
2018/127-16:09:23     -377.9
2018/127-16:19:23     -329.6
2018/127-16:29:23     -309.7
2018/127-16:39:23     -282.3
2018/127-16:49:23     -285.9
2018/127-16:59:23     -281.7
2018/127-17:09:23     -293.0
2018/127-17:19:23     -332.2
2018/127-17:29:23     -355.0
2018/127-17:39:23     -370.7
2018/127-17:49:23     -390.4
2018/127-17:59:23     -386.3
2018/127-18:09:23     -362.8
2018/127-18:19:23     -324.8
2018/127-18:29:23     -294.0
2018/127-18:39:23     -252.4
2018/127-18:49:23     -210.5
2018/127-18:59:23     -168.2
2018/127-19:09:23     -134.3
2018/127-19:19:23     -108.1
2018/127-19:29:23      -87.9
2018/127-19:39:23      -72.5
2018/127-19:49:23      -61.0
2018/127-19:59:23      -52.7
2018/127-20:09:23      -46.7
2018/127-20:19:23      -42.3
2018/127-20:29:23      -39.4
2018/127-20:39:23      -97.1
2018/127-20:49:23     -171.1
2018/127-20:59:23     -227.4
2018/127-21:09:23     -266.2
2018/127-21:19:23     -282.5
2018/127-21:29:23     -322.3
2018/127-21:39:23     -333.6
2018/127-21:49:23     -312.0
2018/127-21:59:23     -311.7
2018/127-22:09:23     -322.3
2018/127-22:19:23     -313.2
2018/127-22:29:23     -293.6
2018/127-22:39:23     -281.3
2018/127-22:49:23     -307.6
2018/127-22:59:23     -355.7
2018/127-23:09:23     -386.6
2018/127-23:19:23     -383.9
2018/127-23:29:23     -387.9
2018/127-23:39:23     -390.1
2018/127-23:49:23     -367.2
2018/127-23:59:23     -318.0
2018/128-00:09:23     -281.3
2018/128-00:19:23     -248.4
2018/128-00:29:23     -212.7
2018/128-00:39:23     -179.9
2018/128-00:49:23     -170.8
2018/128-00:59:23     -167.1
2018/128-01:09:23     -174.3
2018/128-01:19:23     -166.4
2018/128-01:29:23     -161.0
2018/128-01:39:23     -189.5
2018/128-01:49:23     -238.2
2018/128-01:59:23     -263.4
2018/128-02:09:23     -258.3
2018/128-02:19:23     -244.7
2018/128-02:29:23     -238.4
2018/128-02:39:23     -228.6
2018/128-02:49:23     -212.1
2018/128-02:59:23     -200.9
2018/128-03:09:23     -181.2
2018/128-03:19:23     -159.0
2018/128-03:29:23     -140.0
2018/128-03:39:23     -124.5
2018/128-03:49:23     -110.3
2018/128-03:59:23     -103.7
2018/128-04:09:23     -106.5
2018/128-04:19:23     -111.7
2018/128-04:29:23     -136.5
2018/128-04:39:23     -184.5
2018/128-04:49:23     -239.3
2018/128-04:59:23     -296.9
2018/128-05:09:23     -361.6
2018/128-05:19:23     -423.0
2018/128-05:29:23     -473.6
2018/128-05:39:23     -511.5
2018/128-05:49:23     -500.6
2018/128-05:59:23     -470.5
2018/128-06:09:23     -441.3
2018/128-06:19:23     -398.2
2018/128-06:29:23     -323.4
2018/128-06:39:23     -259.4
2018/128-06:49:23     -213.2
2018/128-06:59:23     -165.6
2018/128-07:09:23     -129.6
2018/128-07:19:23     -104.5
2018/128-07:29:23      -88.2
2018/128-07:39:23      -75.5
2018/128-07:49:23      -67.1
2018/128-07:59:23      -61.8
2018/128-08:09:23     -101.4
2018/128-08:19:23     -102.4
2018/128-08:29:23     -115.6
2018/128-08:39:23     -148.6
2018/128-08:49:23     -194.4
2018/128-08:59:23     -199.4
2018/128-09:09:23     -203.6
2018/128-09:19:23     -245.3
2018/128-09:29:23     -291.7
2018/128-09:39:23     -312.1
2018/128-09:49:23     -277.3
2018/128-09:59:23     -261.9
2018/128-10:09:23     -261.4
2018/128-10:19:23     -240.9
2018/128-10:29:23     -206.1
2018/128-10:39:23     -180.6
2018/128-10:49:23     -186.2
2018/128-10:59:23     -207.3
2018/128-11:09:23     -196.6
2018/128-11:19:23     -168.3
2018/128-11:29:23     -157.2
2018/128-11:39:23     -159.1
2018/128-11:49:23     -185.2
2018/128-11:59:23     -162.9
2018/128-12:09:23     -145.6
2018/128-12:19:23     -131.8
2018/128-12:29:23     -127.2
2018/128-12:39:23     -116.8
2018/128-12:49:23     -111.2
2018/128-12:59:23     -102.6
2018/128-13:09:23      -93.9
2018/128-13:19:23      -87.6
2018/128-13:29:23      -82.8
2018/128-13:39:23      -77.5
2018/128-13:49:23      -73.4
2018/128-13:59:23      -74.4
2018/128-14:09:23      -87.8
2018/128-14:19:23     -153.4
2018/128-14:29:23     -235.3
2018/128-14:39:23     -320.9
2018/128-14:49:23     -403.0
2018/128-14:59:23     -473.4
2018/128-15:09:23     -523.4
2018/128-15:19:23     -545.1
2018/128-15:29:23     -538.2
2018/128-15:39:23     -517.4
2018/128-15:49:23     -479.3
2018/128-15:59:23     -421.0
2018/128-16:09:23     -337.9
2018/128-16:19:23     -263.0
2018/128-16:29:23     -206.7
2018/128-16:39:23     -173.1
2018/128-16:49:23     -160.7
2018/128-16:59:23     -163.0
2018/128-17:09:23     -174.3
2018/128-17:19:23     -194.8
2018/128-17:29:23     -216.8
2018/128-17:39:23     -223.3
2018/128-17:49:23     -221.5
2018/128-17:59:23     -227.3
2018/128-18:09:23     -251.0
2018/128-18:19:23     -290.2
2018/128-18:29:23     -325.6
2018/128-18:39:23     -347.0
2018/128-18:49:23     -358.2
2018/128-18:59:23     -387.6
2018/128-19:09:23     -421.7
2018/128-19:19:23     -432.0
2018/128-19:29:23     -356.0
2018/128-19:39:23     -319.0
2018/128-19:49:23     -306.5
2018/128-19:59:23     -272.3
2018/128-20:09:23     -209.7
2018/128-20:19:23     -165.0
2018/128-20:29:23     -134.0
2018/128-20:39:23     -107.5
2018/128-20:49:23      -87.2
2018/128-20:59:23      -72.7
2018/128-21:09:23      -65.2
2018/128-21:19:23      -75.4
2018/128-21:29:23      -77.5
2018/128-21:39:23      -68.9
2018/128-21:49:23      -63.2
2018/128-21:59:23      -65.0
2018/128-22:09:23      -65.3
2018/128-22:19:23      -61.2
2018/128-22:29:23      -58.4
2018/128-22:39:23      -57.1
2018/128-22:49:23      -56.7
2018/128-22:59:23      -55.6
2018/128-23:09:23      -55.0
2018/128-23:19:23      -55.2
2018/128-23:29:23      -55.4
2018/128-23:39:23      -55.3
2018/128-23:49:23      -55.2
2018/128-23:59:23      -55.4
2018/129-00:09:23      -55.8
2018/129-00:19:23      -56.5
2018/129-00:29:23      -59.9
2018/129-00:39:23      -68.1
2018/129-00:49:23      -94.8
2018/129-00:59:23     -130.5
2018/129-01:09:23     -173.5
2018/129-01:19:23     -208.6
2018/129-01:29:23     -233.8
2018/129-01:39:23     -241.6
2018/129-01:49:23     -240.9
2018/129-01:59:23     -232.4
2018/129-02:09:23     -216.1
2018/129-02:19:23     -197.5
2018/129-02:29:23     -181.4
2018/129-02:39:23     -171.3
2018/129-02:49:23     -162.9
2018/129-02:59:23     -147.7
2018/129-03:09:23     -137.0
2018/129-03:19:23     -134.6
2018/129-03:29:23     -148.3
2018/129-03:39:23     -176.9
2018/129-03:49:23     -194.5
2018/129-03:59:23     -191.9
2018/129-04:09:23     -179.6
2018/129-04:19:23     -170.3
2018/129-04:29:23     -160.3
2018/129-04:39:23     -159.2
2018/129-04:49:23     -160.4
2018/129-04:59:23     -155.6
2018/129-05:09:23     -155.8
2018/129-05:19:23     -145.7
2018/129-05:29:23     -131.1
2018/129-05:39:23     -148.8
2018/129-05:49:23     -200.4
2018/129-05:59:23     -238.1
2018/129-06:09:23     -269.4
2018/129-06:19:23     -265.6
2018/129-06:29:23     -248.7
2018/129-06:39:23     -244.5
2018/129-06:49:23     -257.6
2018/129-06:59:23     -276.1
2018/129-07:09:23     -301.0
2018/129-07:19:23     -329.6
2018/129-07:29:23     -353.0
2018/129-07:39:23     -367.2
2018/129-07:49:23     -376.8
2018/129-07:59:23     -384.8
2018/129-08:09:23     -385.4
2018/129-08:19:23     -377.4
2018/129-08:29:23     -350.1
2018/129-08:39:23     -316.7
2018/129-08:49:23     -274.7
2018/129-08:59:23     -236.9
2018/129-09:09:23     -204.6
2018/129-09:19:23     -188.4
2018/129-09:29:23     -190.0
2018/129-09:39:23     -206.3
2018/129-09:49:23     -199.7
2018/129-09:59:23     -192.4
2018/129-10:09:23     -203.3
2018/129-10:19:23     -216.1
2018/129-10:29:23     -217.0
2018/129-10:39:23     -220.8
2018/129-10:49:23     -214.4
2018/129-10:59:23     -202.2
2018/129-11:09:23     -207.9
2018/129-11:19:23     -252.2
2018/129-11:29:23     -289.1
2018/129-11:39:23     -305.8
2018/129-11:49:23     -313.0
2018/129-11:59:23     -316.0
2018/129-12:09:23     -323.5
2018/129-12:19:23     -326.4
2018/129-12:29:23     -305.0
2018/129-12:39:23     -273.8
2018/129-12:49:23     -247.3
2018/129-12:59:23     -225.4
2018/129-13:09:23     -213.7
2018/129-13:19:23     -226.4
2018/129-13:29:23     -206.4
2018/129-13:39:23     -192.1
2018/129-13:49:23     -234.7
2018/129-13:59:23     -241.1
2018/129-14:09:23     -259.6
2018/129-14:19:23     -279.8
2018/129-14:29:23     -290.6
2018/129-14:39:23     -286.9
2018/129-14:49:23     -281.6
2018/129-14:59:23     -267.3
2018/129-15:09:23     -245.4
2018/129-15:19:23     -226.2
2018/129-15:29:23     -200.3
2018/129-15:39:23     -195.1
2018/129-15:49:23     -219.5
2018/129-15:59:23     -231.4
2018/129-16:09:23     -202.6
2018/129-16:19:23     -172.5
2018/129-16:29:23     -160.4
2018/129-16:39:23     -149.2
2018/129-16:49:23     -129.6
2018/129-16:59:23     -111.4
2018/129-17:09:23      -96.3
2018/129-17:19:23      -94.0
2018/129-17:29:23     -133.2
2018/129-17:39:23     -173.4
2018/129-17:49:23     -180.5
2018/129-17:59:23     -217.2
2018/129-18:09:23     -282.8
2018/129-18:19:23     -334.1
2018/129-18:29:23     -380.1
2018/129-18:39:23     -430.5
2018/129-18:49:23     -472.6
2018/129-18:59:23     -501.3
2018/129-19:09:23     -513.1
2018/129-19:19:23     -503.0
2018/129-19:29:23     -474.9
2018/129-19:39:23     -428.7
2018/129-19:49:23     -370.9
2018/129-19:59:23     -308.1
2018/129-20:09:23     -245.7
2018/129-20:19:23     -190.6
2018/129-20:29:23     -147.4
2018/129-20:39:23     -115.3
2018/129-20:49:23      -91.7
2018/129-20:59:23      -75.2
2018/129-21:09:23      -87.8
2018/129-21:19:23     -138.7
2018/129-21:29:23     -206.4
2018/129-21:39:23     -271.7
2018/129-21:49:23     -323.6
2018/129-21:59:23     -370.0
2018/129-22:09:23     -416.8
2018/129-22:19:23     -454.7
2018/129-22:29:23     -478.8
2018/129-22:39:23     -487.5
2018/129-22:49:23     -488.7
2018/129-22:59:23     -485.6
2018/129-23:09:23     -475.9
2018/129-23:19:23     -458.7
2018/129-23:29:23     -431.5
2018/129-23:39:23     -425.2
2018/129-23:49:23     -434.8
2018/129-23:59:23     -428.3
2018/130-00:09:23     -414.1
2018/130-00:19:23     -417.6
2018/130-00:29:23     -421.3
2018/130-00:39:23     -416.9
2018/130-00:49:23     -390.8
2018/130-00:59:23     -362.8
2018/130-01:09:23     -330.4
2018/130-01:19:23     -299.1
2018/130-01:29:23     -268.7
2018/130-01:39:23     -252.4
2018/130-01:49:23     -229.0
2018/130-01:59:23     -199.6
2018/130-02:09:23     -185.0
2018/130-02:19:23     -230.3
2018/130-02:29:23     -276.4
2018/130-02:39:23     -307.5
2018/130-02:49:23     -318.4
2018/130-02:59:23     -318.7
2018/130-03:09:23     -317.2
2018/130-03:19:23     -304.2
2018/130-03:29:23     -279.4
2018/130-03:39:23     -250.2
2018/130-03:49:23     -220.7
2018/130-03:59:23     -191.3
2018/130-04:09:23     -169.9
2018/130-04:19:23     -160.8
2018/130-04:29:23     -157.7
2018/130-04:39:23     -189.3
2018/130-04:49:23     -223.8
2018/130-04:59:23     -241.4
2018/130-05:09:23     -220.8
2018/130-05:19:23     -202.6
2018/130-05:29:23     -191.9
2018/130-05:39:23     -179.8
2018/130-05:49:23     -164.8
2018/130-05:59:23     -141.6
2018/130-06:09:23     -125.9
2018/130-06:19:23     -168.1
2018/130-06:29:23     -217.3
2018/130-06:39:23     -241.7
2018/130-06:49:23     -239.4
2018/130-06:59:23     -234.0
2018/130-07:09:23     -251.6
2018/130-07:19:23     -291.9
2018/130-07:29:23     -324.3
2018/130-07:39:23     -346.5
2018/130-07:49:23     -372.3
2018/130-07:59:23     -372.5
2018/130-08:09:23     -394.2
2018/130-08:19:23     -412.1
2018/130-08:29:23     -417.9
2018/130-08:39:23     -421.4
2018/130-08:49:23     -425.5
2018/130-08:59:23     -418.0
2018/130-09:09:23     -394.9
2018/130-09:19:23     -364.8
2018/130-09:29:23     -342.5
2018/130-09:39:23     -330.9
2018/130-09:49:23     -324.3
2018/130-09:59:23     -335.9
2018/130-10:09:23     -340.5
2018/130-10:19:23     -344.7
2018/130-10:29:23     -347.2
2018/130-10:39:23     -352.5
2018/130-10:49:23     -364.0
2018/130-10:59:23     -375.7
2018/130-11:09:23     -378.7
2018/130-11:19:23     -389.9
2018/130-11:29:23     -404.7
2018/130-11:39:23     -411.4
2018/130-11:49:23     -417.3
2018/130-11:59:23     -421.2
2018/130-12:09:23     -423.9
2018/130-12:19:23     -412.6
2018/130-12:29:23     -389.7
2018/130-12:39:23     -369.1
2018/130-12:49:23     -362.3
2018/130-12:59:23     -360.5
2018/130-13:09:23     -354.2
2018/130-13:19:23     -348.3
2018/130-13:29:23     -328.1
2018/130-13:39:23     -313.7
2018/130-13:49:23     -302.8
2018/130-13:59:23     -281.2
2018/130-14:09:23     -271.8
2018/130-14:19:23     -292.0
2018/130-14:29:23     -306.9
2018/130-14:39:23     -305.1
2018/130-14:49:23     -299.9
2018/130-14:59:23     -304.7
2018/130-15:09:23     -321.6
2018/130-15:19:23     -333.0
2018/130-15:29:23     -333.0
2018/130-15:39:23     -343.1
2018/130-15:49:23     -362.2
2018/130-15:59:23     -376.9
2018/130-16:09:23     -388.3
2018/130-16:19:23     -400.7
2018/130-16:29:23     -413.4
2018/130-16:39:23     -423.8
2018/130-16:49:23     -427.5
2018/130-16:59:23     -414.5
2018/130-17:09:23     -376.8
2018/130-17:19:23     -342.2
2018/130-17:29:23     -324.3
2018/130-17:39:23     -311.8
2018/130-17:49:23     -293.9
2018/130-17:59:23     -269.3
2018/130-18:09:23     -247.4
2018/130-18:19:23     -242.2
2018/130-18:29:23     -242.3
2018/130-18:39:23     -236.3
2018/130-18:49:23     -206.9
2018/130-18:59:23     -182.1
2018/130-19:09:23     -181.1
2018/130-19:19:23     -197.1
2018/130-19:29:23     -203.3
2018/130-19:39:23     -215.0
2018/130-19:49:23     -237.1
2018/130-19:59:23     -260.7
2018/130-20:09:23     -281.5
2018/130-20:19:23     -298.5
2018/130-20:29:23     -306.6
2018/130-20:39:23     -307.9
2018/130-20:49:23     -309.2
2018/130-20:59:23     -307.7
2018/130-21:09:23     -298.1
2018/130-21:19:23     -280.0
2018/130-21:29:23     -272.8
2018/130-21:39:23     -263.1
2018/130-21:49:23     -240.8
2018/130-21:59:23     -219.0
2018/130-22:09:23     -201.4
2018/130-22:19:23     -176.4
2018/130-22:29:23     -153.0
2018/130-22:39:23     -137.9
2018/130-22:49:23     -139.4
2018/130-22:59:23     -158.2
2018/130-23:09:23     -175.0
2018/130-23:19:23     -183.0
2018/130-23:29:23     -185.1
2018/130-23:39:23     -184.7
2018/130-23:49:23     -181.4
2018/130-23:59:23     -175.2
2018/131-00:09:23     -171.1
2018/131-00:19:23     -173.1
2018/131-00:29:23     -169.9
2018/131-00:39:23     -167.8
2018/131-00:49:23     -171.0
2018/131-00:59:23     -179.9
2018/131-01:09:23     -196.3
2018/131-01:19:23     -212.0
2018/131-01:29:23     -227.9
2018/131-01:39:23     -247.1
2018/131-01:49:23     -261.4
2018/131-01:59:23     -263.9
2018/131-02:09:23     -263.7
2018/131-02:19:23     -264.6
2018/131-02:29:23     -263.1
2018/131-02:39:23     -257.7
2018/131-02:49:23     -247.7
2018/131-02:59:23     -234.9
2018/131-03:09:23     -217.4
2018/131-03:19:23     -198.3
2018/131-03:29:23     -187.4
2018/131-03:39:23     -202.7
2018/131-03:49:23     -240.8
2018/131-03:59:23     -274.1
2018/131-04:09:23     -301.9
2018/131-04:19:23     -320.8
2018/131-04:29:23     -337.5
2018/131-04:39:23     -350.8
2018/131-04:49:23     -362.6
2018/131-04:59:23     -370.5
2018/131-05:09:23     -378.5
2018/131-05:19:23     -387.7
2018/131-05:29:23     -393.3
2018/131-05:39:23     -394.4
2018/131-05:49:23     -394.5
2018/131-05:59:23     -395.0
2018/131-06:09:23     -398.3
2018/131-06:19:23     -403.0
2018/131-06:29:23     -406.7
2018/131-06:39:23     -410.9
2018/131-06:49:23     -414.0
2018/131-06:59:23     -413.5
2018/131-07:09:23     -408.7
2018/131-07:19:23     -401.1
2018/131-07:29:23     -395.1
2018/131-07:39:23     -390.8
2018/131-07:49:23     -384.0
2018/131-07:59:23     -374.1
2018/131-08:09:23     -365.4
2018/131-08:19:23     -357.3
2018/131-08:29:23     -350.0
2018/131-08:39:23     -345.7
2018/131-08:49:23     -342.7
2018/131-08:59:23     -336.8
2018/131-09:09:23     -326.2
2018/131-09:19:23     -313.7
2018/131-09:29:23     -309.1
2018/131-09:39:23     -304.4
2018/131-09:49:23     -295.8
2018/131-09:59:23     -280.9
2018/131-10:09:23     -269.2
2018/131-10:19:23     -259.1
2018/131-10:29:23     -241.9
2018/131-10:39:23     -220.8
2018/131-10:49:23     -204.0
2018/131-10:59:23     -189.3
2018/131-11:09:23     -173.9
2018/131-11:19:23     -162.1
2018/131-11:29:23     -154.7
2018/131-11:39:23     -136.6
2018/131-11:49:23     -121.3
2018/131-11:59:23     -109.7
2018/131-12:09:23     -100.5
2018/131-12:19:23      -92.0
2018/131-12:29:23      -91.2
2018/131-12:39:23      -85.0
2018/131-12:49:23      -79.3
2018/131-12:59:23      -77.7
2018/131-13:09:23      -79.9
2018/131-13:19:23     -114.8
2018/131-13:29:23     -165.0
2018/131-13:39:23     -200.3
2018/131-13:49:23     -222.6
2018/131-13:59:23     -244.7
2018/131-14:09:23     -274.1
2018/131-14:19:23     -301.0
2018/131-14:29:23     -318.7
2018/131-14:39:23     -328.1
2018/131-14:49:23     -333.8
2018/131-14:59:23     -339.9
2018/131-15:09:23     -335.2
2018/131-15:19:23     -306.1
2018/131-15:29:23     -286.9
2018/131-15:39:23     -280.4
2018/131-15:49:23     -276.8
2018/131-15:59:23     -280.4
2018/131-16:09:23     -291.5
2018/131-16:19:23     -301.0
2018/131-16:29:23     -305.9
2018/131-16:39:23     -310.4
2018/131-16:49:23     -314.9
2018/131-16:59:23     -325.0
2018/131-17:09:23     -331.0
2018/131-17:19:23     -333.9
2018/131-17:29:23     -338.7
2018/131-17:39:23     -349.7
2018/131-17:49:23     -358.0
2018/131-17:59:23     -365.5
2018/131-18:09:23     -374.7
2018/131-18:19:23     -380.5
2018/131-18:29:23     -386.1
2018/131-18:39:23     -389.0
2018/131-18:49:23     -390.8
2018/131-18:59:23     -396.2
2018/131-19:09:23     -394.9
2018/131-19:19:23     -394.6
2018/131-19:29:23     -394.4
2018/131-19:39:23     -389.6
2018/131-19:49:23     -385.5
2018/131-19:59:23     -382.4
2018/131-20:09:23     -375.6
2018/131-20:19:23     -366.7
2018/131-20:29:23     -350.6
2018/131-20:39:23     -321.1
2018/131-20:49:23     -287.0
2018/131-20:59:23     -257.8
2018/131-21:09:23     -235.6
2018/131-21:19:23     -216.3
2018/131-21:29:23     -198.0
2018/131-21:39:23     -182.3
2018/131-21:49:23     -176.0
2018/131-21:59:23     -183.7
2018/131-22:09:23     -200.1
2018/131-22:19:23     -221.9
2018/131-22:29:23     -235.1
2018/131-22:39:23     -243.2
2018/131-22:49:23     -255.8
2018/131-22:59:23     -265.8
2018/131-23:09:23     -263.4
2018/131-23:19:23     -252.1
2018/131-23:29:23     -245.7
2018/131-23:39:23     -230.9
2018/131-23:49:23     -204.2
2018/131-23:59:23     -180.0
2018/132-00:09:23     -171.1
2018/132-00:19:23     -193.0
2018/132-00:29:23     -215.3
2018/132-00:39:23     -232.0
2018/132-00:49:23     -252.3
2018/132-00:59:23     -275.9
2018/132-01:09:23     -294.1
2018/132-01:19:23     -299.5
2018/132-01:29:23     -301.2
2018/132-01:39:23     -302.2
2018/132-01:49:23     -276.6
2018/132-01:59:23     -247.4
2018/132-02:09:23     -244.5
2018/132-02:19:23     -261.5
2018/132-02:29:23     -277.4
2018/132-02:39:23     -300.5
2018/132-02:49:23     -316.5
2018/132-02:59:23     -325.6
2018/132-03:09:23     -341.5
2018/132-03:19:23     -364.2
2018/132-03:29:23     -383.3
2018/132-03:39:23     -398.4
2018/132-03:49:23     -403.1
2018/132-03:59:23     -389.7
2018/132-04:09:23     -380.4
2018/132-04:19:23     -366.2
2018/132-04:29:23     -336.5
2018/132-04:39:23     -305.5
2018/132-04:49:23     -283.0
2018/132-04:59:23     -271.1
2018/132-05:09:23     -264.8
2018/132-05:19:23     -253.7
2018/132-05:29:23     -245.8
2018/132-05:39:23     -246.7
2018/132-05:49:23     -234.6
2018/132-05:59:23     -218.6
2018/132-06:09:23     -206.3
2018/132-06:19:23     -199.1
2018/132-06:29:23     -189.6
2018/132-06:39:23     -178.4
2018/132-06:49:23     -165.2
2018/132-06:59:23     -151.2
2018/132-07:09:23     -142.4
2018/132-07:19:23     -140.8
2018/132-07:29:23     -127.5
2018/132-07:39:23     -118.0
2018/132-07:49:23     -105.0
2018/132-07:59:23      -94.9
2018/132-08:09:23      -85.4
2018/132-08:19:23      -79.2
2018/132-08:29:23      -73.7
2018/132-08:39:23      -73.4
2018/132-08:49:23      -83.7
2018/132-08:59:23     -105.8
2018/132-09:09:23     -130.0
2018/132-09:19:23     -146.9
2018/132-09:29:23     -153.3
2018/132-09:39:23     -163.2
2018/132-09:49:23     -177.5
2018/132-09:59:23     -165.6
2018/132-10:09:23     -152.5
2018/132-10:19:23     -141.9
2018/132-10:29:23     -133.6
2018/132-10:39:23     -120.9
2018/132-10:49:23     -109.7
2018/132-10:59:23     -100.5
2018/132-11:09:23      -92.2
2018/132-11:19:23      -85.5
2018/132-11:29:23      -80.2
2018/132-11:39:23      -75.5
2018/132-11:49:23      -71.3
2018/132-11:59:23      -67.7
2018/132-12:09:23      -64.8
2018/132-12:19:23      -62.6
2018/132-12:29:23      -61.8
2018/132-12:39:23      -63.6
2018/132-12:49:23      -68.4
2018/132-12:59:23      -71.2
2018/132-13:09:23      -71.2
2018/132-13:19:23      -69.1
2018/132-13:29:23      -67.2
2018/132-13:39:23      -65.4
2018/132-13:49:23      -65.2
2018/132-13:59:23      -63.9
2018/132-14:09:23      -60.8
2018/132-14:19:23      -67.0
2018/132-14:29:23      -80.4
2018/132-14:39:23      -93.0
2018/132-14:49:23      -97.9
2018/132-14:59:23     -111.2
2018/132-15:09:23     -109.0
2018/132-15:19:23     -102.9
2018/132-15:29:23      -96.5
2018/132-15:39:23      -92.4
2018/132-15:49:23      -85.0
2018/132-15:59:23      -77.1
2018/132-16:09:23      -69.6
2018/132-16:19:23      -62.3
2018/132-16:29:23      -55.8
2018/132-16:39:23      -50.3
2018/132-16:49:23      -46.0
2018/132-16:59:23      -42.5
2018/132-17:09:23      -39.9
2018/132-17:19:23      -39.2
2018/132-17:29:23      -37.6
2018/132-17:39:23      -35.8
2018/132-17:49:23      -34.4
2018/132-17:59:23      -33.3
2018/132-18:09:23      -32.1
2018/132-18:19:23      -31.0
2018/132-18:29:23      -30.4
2018/132-18:39:23      -30.4
2018/132-18:49:23      -29.9
2018/132-18:59:23      -32.1
2018/132-19:09:23      -38.9
2018/132-19:19:23      -46.3
2018/132-19:29:23      -61.4
2018/132-19:39:23      -87.3
2018/132-19:49:23     -108.7
2018/132-19:59:23     -119.4
2018/132-20:09:23     -119.4
2018/132-20:19:23     -121.1
2018/132-20:29:23     -119.6
2018/132-20:39:23     -137.4
2018/132-20:49:23     -149.8
2018/132-20:59:23     -158.1
2018/132-21:09:23     -164.3
2018/132-21:19:23     -169.1
2018/132-21:29:23     -170.4
2018/132-21:39:23     -169.2
2018/132-21:49:23     -166.2
2018/132-21:59:23     -162.4
2018/132-22:09:23     -157.9
2018/132-22:19:23     -152.2
2018/132-22:29:23     -146.5
2018/132-22:39:23     -140.7
2018/132-22:49:23     -134.1
2018/132-22:59:23     -128.5
2018/132-23:09:23     -124.3
2018/132-23:19:23     -121.1
2018/132-23:29:23     -118.5
2018/132-23:39:23     -115.6
2018/132-23:49:23     -110.8
2018/132-23:59:23     -107.2
2018/133-00:09:23     -105.9
2018/133-00:19:23     -105.9
2018/133-00:29:23     -107.7
2018/133-00:39:23     -105.5
2018/133-00:49:23     -102.0
2018/133-00:59:23     -103.1
2018/133-01:09:23     -103.3
2018/133-01:19:23     -100.8
2018/133-01:29:23     -100.2
2018/133-01:39:23      -95.4
2018/133-01:49:23      -88.3
2018/133-01:59:23      -85.7
2018/133-02:09:23      -83.8
2018/133-02:19:23      -79.6
2018/133-02:29:23      -76.7
2018/133-02:39:23      -76.0
2018/133-02:49:23      -76.4
2018/133-02:59:23      -77.0
