      Time          Predicted AL
2018/225-03:19:23      -67.0
2018/225-03:29:23      -79.4
2018/225-03:39:23      -93.5
2018/225-03:49:23     -109.9
2018/225-03:59:23     -124.8
2018/225-04:09:23     -135.5
2018/225-04:19:23     -140.8
2018/225-04:29:23     -143.9
2018/225-04:39:23     -148.1
2018/225-04:49:23     -151.2
2018/225-04:59:23     -148.3
2018/225-05:09:23     -144.5
2018/225-05:19:23     -151.0
2018/225-05:29:23     -148.1
2018/225-05:39:23     -139.8
2018/225-05:49:23     -143.3
2018/225-05:59:23     -151.2
2018/225-06:09:23     -155.1
2018/225-06:19:23     -156.0
2018/225-06:29:23     -154.7
2018/225-06:39:23     -150.0
2018/225-06:49:23     -146.1
2018/225-06:59:23     -145.7
2018/225-07:09:23     -149.9
2018/225-07:19:23     -154.2
2018/225-07:29:23     -150.9
2018/225-07:39:23     -152.9
2018/225-07:49:23     -159.9
2018/225-07:59:23     -161.8
2018/225-08:09:23     -164.4
2018/225-08:19:23     -174.0
2018/225-08:29:23     -184.7
2018/225-08:39:23     -195.2
2018/225-08:49:23     -203.4
2018/225-08:59:23     -205.8
2018/225-09:09:23     -209.0
2018/225-09:19:23     -213.8
2018/225-09:29:23     -213.5
2018/225-09:39:23     -213.9
2018/225-09:49:23     -217.9
2018/225-09:59:23     -210.8
2018/225-10:09:23     -192.2
2018/225-10:19:23     -176.2
2018/225-10:29:23     -167.9
2018/225-10:39:23     -166.1
2018/225-10:49:23     -165.8
2018/225-10:59:23     -170.6
2018/225-11:09:23     -175.8
2018/225-11:19:23     -184.0
2018/225-11:29:23     -186.5
2018/225-11:39:23     -183.8
2018/225-11:49:23     -175.4
2018/225-11:59:23     -163.9
2018/225-12:09:23     -151.5
2018/225-12:19:23     -138.3
2018/225-12:29:23     -124.4
2018/225-12:39:23     -110.4
2018/225-12:49:23      -98.4
2018/225-12:59:23      -88.5
2018/225-13:09:23      -79.1
2018/225-13:19:23      -70.6
2018/225-13:29:23      -62.7
2018/225-13:39:23      -56.4
2018/225-13:49:23      -51.7
2018/225-13:59:23      -47.9
2018/225-14:09:23      -45.1
2018/225-14:19:23      -42.9
2018/225-14:29:23      -41.5
2018/225-14:39:23      -39.0
2018/225-14:49:23      -36.7
2018/225-14:59:23      -34.8
2018/225-15:09:23      -33.4
2018/225-15:19:23      -32.0
2018/225-15:29:23      -30.3
2018/225-15:39:23      -29.0
2018/225-15:49:23      -28.0
2018/225-15:59:23      -27.1
2018/225-16:09:23      -26.3
2018/225-16:19:23      -25.5
2018/225-16:29:23      -24.9
2018/225-16:39:23      -24.6
2018/225-16:49:23      -25.2
2018/225-16:59:23      -25.3
2018/225-17:09:23      -25.0
2018/225-17:19:23      -25.6
2018/225-17:29:23      -29.1
2018/225-17:39:23      -34.4
2018/225-17:49:23      -37.5
2018/225-17:59:23      -37.1
2018/225-18:09:23      -37.1
2018/225-18:19:23      -37.5
2018/225-18:29:23      -37.2
2018/225-18:39:23      -35.8
2018/225-18:49:23      -34.1
2018/225-18:59:23      -32.1
2018/225-19:09:23      -30.0
2018/225-19:19:23      -28.1
2018/225-19:29:23      -26.3
2018/225-19:39:23      -25.0
2018/225-19:49:23      -24.8
2018/225-19:59:23      -27.1
2018/225-20:09:23      -28.7
2018/225-20:19:23      -28.4
2018/225-20:29:23      -27.9
2018/225-20:39:23      -27.8
2018/225-20:49:23      -28.7
2018/225-20:59:23      -35.5
2018/225-21:09:23      -43.3
2018/225-21:19:23      -48.6
2018/225-21:29:23      -52.9
2018/225-21:39:23      -56.4
2018/225-21:49:23      -59.4
2018/225-21:59:23      -61.7
2018/225-22:09:23      -62.8
2018/225-22:19:23      -63.1
2018/225-22:29:23      -63.1
2018/225-22:39:23      -63.0
2018/225-22:49:23      -62.8
2018/225-22:59:23      -62.0
2018/225-23:09:23      -60.7
2018/225-23:19:23      -59.1
2018/225-23:29:23      -56.9
2018/225-23:39:23      -54.8
2018/225-23:49:23      -52.9
2018/225-23:59:23      -51.3
2018/226-00:09:23      -49.4
2018/226-00:19:23      -48.4
2018/226-00:29:23      -47.8
2018/226-00:39:23      -47.0
2018/226-00:49:23      -46.4
2018/226-00:59:23      -45.9
2018/226-01:09:23      -45.1
2018/226-01:19:23      -43.4
2018/226-01:29:23      -41.6
2018/226-01:39:23      -40.7
2018/226-01:49:23      -40.0
2018/226-01:59:23      -39.3
2018/226-02:09:23      -38.6
2018/226-02:19:23      -38.5
2018/226-02:29:23      -39.1
2018/226-02:39:23      -39.8
2018/226-02:49:23      -40.2
2018/226-02:59:23      -40.6
2018/226-03:09:23      -40.4
2018/226-03:19:23      -39.1
2018/226-03:29:23      -37.6
2018/226-03:39:23      -36.5
2018/226-03:49:23      -36.3
2018/226-03:59:23      -35.9
2018/226-04:09:23      -34.9
2018/226-04:19:23      -33.3
2018/226-04:29:23      -31.5
2018/226-04:39:23      -29.9
2018/226-04:49:23      -28.3
2018/226-04:59:23      -26.7
2018/226-05:09:23      -25.8
2018/226-05:19:23      -26.3
2018/226-05:29:23      -27.1
2018/226-05:39:23      -27.7
2018/226-05:49:23      -28.0
2018/226-05:59:23      -28.5
2018/226-06:09:23      -28.7
2018/226-06:19:23      -28.4
2018/226-06:29:23      -28.0
2018/226-06:39:23      -27.4
2018/226-06:49:23      -26.6
2018/226-06:59:23      -25.7
2018/226-07:09:23      -25.0
2018/226-07:19:23      -24.7
2018/226-07:29:23      -24.4
2018/226-07:39:23      -24.2
2018/226-07:49:23      -24.7
2018/226-07:59:23      -25.7
2018/226-08:09:23      -26.1
2018/226-08:19:23      -25.6
2018/226-08:29:23      -25.1
2018/226-08:39:23      -24.6
2018/226-08:49:23      -23.8
2018/226-08:59:23      -22.7
2018/226-09:09:23      -21.7
2018/226-09:19:23      -20.6
2018/226-09:29:23      -19.6
2018/226-09:39:23      -18.7
2018/226-09:49:23      -17.9
2018/226-09:59:23      -17.3
2018/226-10:09:23      -16.8
2018/226-10:19:23      -16.4
2018/226-10:29:23      -16.0
2018/226-10:39:23      -15.8
2018/226-10:49:23      -15.6
2018/226-10:59:23      -15.5
2018/226-11:09:23      -16.4
2018/226-11:19:23      -17.5
2018/226-11:29:23      -18.9
2018/226-11:39:23      -20.5
2018/226-11:49:23      -22.4
2018/226-11:59:23      -23.8
2018/226-12:09:23      -24.3
2018/226-12:19:23      -24.7
2018/226-12:29:23      -25.0
2018/226-12:39:23      -25.0
2018/226-12:49:23      -24.6
2018/226-12:59:23      -24.0
2018/226-13:09:23      -23.1
2018/226-13:19:23      -22.2
2018/226-13:29:23      -21.3
2018/226-13:39:23      -20.6
2018/226-13:49:23      -20.0
2018/226-13:59:23      -19.6
2018/226-14:09:23      -19.4
2018/226-14:19:23      -19.2
2018/226-14:29:23      -19.1
2018/226-14:39:23      -19.0
2018/226-14:49:23      -19.0
2018/226-14:59:23      -19.1
2018/226-15:09:23      -19.1
2018/226-15:19:23      -19.2
2018/226-15:29:23      -19.2
2018/226-15:39:23      -19.3
2018/226-15:49:23      -19.4
2018/226-15:59:23      -19.4
2018/226-16:09:23      -19.5
2018/226-16:19:23      -19.5
2018/226-16:29:23      -19.6
2018/226-16:39:23      -19.6
2018/226-16:49:23      -19.7
2018/226-16:59:23      -19.7
2018/226-17:09:23      -19.7
2018/226-17:19:23      -19.7
2018/226-17:29:23      -19.8
2018/226-17:39:23      -19.8
2018/226-17:49:23      -19.7
2018/226-17:59:23      -19.6
2018/226-18:09:23      -19.6
2018/226-18:19:23      -19.4
2018/226-18:29:23      -19.3
2018/226-18:39:23      -19.2
2018/226-18:49:23      -19.0
2018/226-18:59:23      -18.8
2018/226-19:09:23      -18.6
2018/226-19:19:23      -18.4
2018/226-19:29:23      -18.2
2018/226-19:39:23      -18.0
2018/226-19:49:23      -17.7
2018/226-19:59:23      -17.6
2018/226-20:09:23      -17.4
2018/226-20:19:23      -17.1
2018/226-20:29:23      -16.8
2018/226-20:39:23      -16.5
2018/226-20:49:23      -16.2
2018/226-20:59:23      -15.9
2018/226-21:09:23      -15.6
2018/226-21:19:23      -15.3
2018/226-21:29:23      -15.0
2018/226-21:39:23      -14.7
2018/226-21:49:23      -14.4
2018/226-21:59:23      -14.0
2018/226-22:09:23      -13.7
2018/226-22:19:23      -13.5
2018/226-22:29:23      -13.2
2018/226-22:39:23      -12.9
2018/226-22:49:23      -12.6
2018/226-22:59:23      -12.4
2018/226-23:09:23      -12.1
2018/226-23:19:23      -11.9
2018/226-23:29:23      -12.1
2018/226-23:39:23      -14.6
2018/226-23:49:23      -22.4
2018/226-23:59:23      -35.9
2018/227-00:09:23      -44.1
2018/227-00:19:23      -43.2
2018/227-00:29:23      -42.6
2018/227-00:39:23      -43.4
2018/227-00:49:23      -43.1
2018/227-00:59:23      -43.4
2018/227-01:09:23      -45.5
2018/227-01:19:23      -44.0
2018/227-01:29:23      -39.9
2018/227-01:39:23      -36.2
2018/227-01:49:23      -33.5
2018/227-01:59:23      -30.5
2018/227-02:09:23      -27.8
2018/227-02:19:23      -26.0
2018/227-02:29:23      -24.8
2018/227-02:39:23      -23.8
2018/227-02:49:23      -22.9
2018/227-02:59:23      -22.1
2018/227-03:09:23      -21.7
2018/227-03:19:23      -21.6
2018/227-03:29:23      -21.1
2018/227-03:39:23      -20.5
2018/227-03:49:23      -20.3
2018/227-03:59:23      -20.1
2018/227-04:09:23      -20.0
2018/227-04:19:23      -20.4
2018/227-04:29:23      -21.5
2018/227-04:39:23      -22.8
2018/227-04:49:23      -24.5
2018/227-04:59:23      -27.4
2018/227-05:09:23      -31.5
2018/227-05:19:23      -31.9
2018/227-05:29:23      -37.1
2018/227-05:39:23      -54.3
2018/227-05:49:23      -75.8
2018/227-05:59:23     -103.9
2018/227-06:09:23     -133.5
2018/227-06:19:23     -156.4
2018/227-06:29:23     -177.1
2018/227-06:39:23     -203.2
2018/227-06:49:23     -228.3
2018/227-06:59:23     -231.1
2018/227-07:09:23     -230.7
2018/227-07:19:23     -234.6
2018/227-07:29:23     -238.2
2018/227-07:39:23     -234.1
2018/227-07:49:23     -230.7
2018/227-07:59:23     -234.3
2018/227-08:09:23     -245.4
2018/227-08:19:23     -251.8
2018/227-08:29:23     -243.4
2018/227-08:39:23     -238.1
2018/227-08:49:23     -216.6
2018/227-08:59:23     -191.0
2018/227-09:09:23     -165.4
2018/227-09:19:23     -149.1
2018/227-09:29:23     -133.6
2018/227-09:39:23     -126.3
2018/227-09:49:23     -140.5
2018/227-09:59:23     -140.5
2018/227-10:09:23     -140.6
2018/227-10:19:23     -160.2
2018/227-10:29:23     -209.4
2018/227-10:39:23     -262.6
2018/227-10:49:23     -315.5
2018/227-10:59:23     -364.6
2018/227-11:09:23     -406.3
2018/227-11:19:23     -445.8
2018/227-11:29:23     -488.4
2018/227-11:39:23     -530.5
2018/227-11:49:23     -567.9
2018/227-11:59:23     -602.0
2018/227-12:09:23     -630.0
2018/227-12:19:23     -644.6
2018/227-12:29:23     -645.5
2018/227-12:39:23     -639.9
2018/227-12:49:23     -625.9
2018/227-12:59:23     -598.5
2018/227-13:09:23     -564.0
2018/227-13:19:23     -515.1
2018/227-13:29:23     -444.7
2018/227-13:39:23     -390.4
2018/227-13:49:23     -403.7
2018/227-13:59:23     -418.0
2018/227-14:09:23     -421.9
2018/227-14:19:23     -421.3
2018/227-14:29:23     -380.7
2018/227-14:39:23     -353.5
2018/227-14:49:23     -334.5
2018/227-14:59:23     -318.2
2018/227-15:09:23     -295.3
2018/227-15:19:23     -250.3
2018/227-15:29:23     -207.2
2018/227-15:39:23     -174.3
2018/227-15:49:23     -148.1
2018/227-15:59:23     -120.3
2018/227-16:09:23      -98.9
2018/227-16:19:23      -86.4
2018/227-16:29:23      -88.5
2018/227-16:39:23     -104.1
2018/227-16:49:23     -132.0
2018/227-16:59:23     -169.5
2018/227-17:09:23     -218.9
2018/227-17:19:23     -273.1
2018/227-17:29:23     -334.5
2018/227-17:39:23     -389.3
2018/227-17:49:23     -445.4
2018/227-17:59:23     -472.7
2018/227-18:09:23     -475.3
2018/227-18:19:23     -447.6
2018/227-18:29:23     -408.4
2018/227-18:39:23     -360.8
2018/227-18:49:23     -326.6
2018/227-18:59:23     -295.6
2018/227-19:09:23     -253.9
2018/227-19:19:23     -204.1
2018/227-19:29:23     -163.9
2018/227-19:39:23     -136.2
2018/227-19:49:23     -113.4
2018/227-19:59:23      -95.5
2018/227-20:09:23      -91.0
2018/227-20:19:23      -99.2
2018/227-20:29:23     -103.7
2018/227-20:39:23     -118.4
2018/227-20:49:23     -167.1
2018/227-20:59:23     -200.6
2018/227-21:09:23     -226.1
2018/227-21:19:23     -239.9
2018/227-21:29:23     -246.5
2018/227-21:39:23     -253.3
2018/227-21:49:23     -276.2
2018/227-21:59:23     -294.5
2018/227-22:09:23     -322.2
2018/227-22:19:23     -323.3
2018/227-22:29:23     -304.2
2018/227-22:39:23     -304.3
2018/227-22:49:23     -299.6
2018/227-22:59:23     -295.8
2018/227-23:09:23     -278.9
2018/227-23:19:23     -274.0
2018/227-23:29:23     -274.1
2018/227-23:39:23     -258.0
2018/227-23:49:23     -247.4
2018/227-23:59:23     -225.0
2018/228-00:09:23     -200.7
2018/228-00:19:23     -180.7
2018/228-00:29:23     -170.3
2018/228-00:39:23     -158.8
2018/228-00:49:23     -175.2
2018/228-00:59:23     -173.4
2018/228-01:09:23     -188.7
2018/228-01:19:23     -207.5
2018/228-01:29:23     -230.1
2018/228-01:39:23     -249.8
2018/228-01:49:23     -263.4
2018/228-01:59:23     -278.0
2018/228-02:09:23     -303.5
2018/228-02:19:23     -328.6
2018/228-02:29:23     -342.6
2018/228-02:39:23     -350.6
2018/228-02:49:23     -352.5
2018/228-02:59:23     -354.5
2018/228-03:09:23     -365.9
2018/228-03:19:23     -377.4
2018/228-03:29:23     -361.0
2018/228-03:39:23     -336.9
2018/228-03:49:23     -314.3
2018/228-03:59:23     -288.9
2018/228-04:09:23     -260.5
2018/228-04:19:23     -237.4
2018/228-04:29:23     -241.0
2018/228-04:39:23     -231.0
2018/228-04:49:23     -202.6
2018/228-04:59:23     -170.5
2018/228-05:09:23     -160.7
2018/228-05:19:23     -194.7
2018/228-05:29:23     -218.4
2018/228-05:39:23     -195.5
2018/228-05:49:23     -163.6
2018/228-05:59:23     -155.2
2018/228-06:09:23     -149.4
2018/228-06:19:23     -130.0
2018/228-06:29:23     -111.1
2018/228-06:39:23      -95.7
2018/228-06:49:23      -83.0
2018/228-06:59:23      -72.2
2018/228-07:09:23      -63.0
2018/228-07:19:23      -55.7
2018/228-07:29:23      -50.3
2018/228-07:39:23      -46.8
2018/228-07:49:23      -44.3
2018/228-07:59:23      -43.5
2018/228-08:09:23      -41.6
2018/228-08:19:23      -42.3
2018/228-08:29:23      -64.1
2018/228-08:39:23      -74.6
2018/228-08:49:23      -69.3
2018/228-08:59:23      -65.6
2018/228-09:09:23      -66.9
2018/228-09:19:23      -65.2
2018/228-09:29:23      -62.4
2018/228-09:39:23      -83.5
2018/228-09:49:23     -110.5
2018/228-09:59:23     -137.4
2018/228-10:09:23     -129.8
2018/228-10:19:23     -145.0
2018/228-10:29:23     -163.9
2018/228-10:39:23     -188.2
2018/228-10:49:23     -219.8
2018/228-10:59:23     -260.1
2018/228-11:09:23     -283.8
2018/228-11:19:23     -291.4
2018/228-11:29:23     -303.0
2018/228-11:39:23     -306.2
2018/228-11:49:23     -272.6
2018/228-11:59:23     -241.1
2018/228-12:09:23     -217.2
2018/228-12:19:23     -192.9
2018/228-12:29:23     -163.2
2018/228-12:39:23     -138.4
2018/228-12:49:23     -118.6
2018/228-12:59:23     -103.5
2018/228-13:09:23      -92.2
2018/228-13:19:23      -95.2
2018/228-13:29:23     -105.6
2018/228-13:39:23     -111.9
2018/228-13:49:23      -96.8
2018/228-13:59:23      -89.1
2018/228-14:09:23      -85.7
2018/228-14:19:23      -81.1
2018/228-14:29:23      -73.3
2018/228-14:39:23      -66.5
2018/228-14:49:23      -60.4
2018/228-14:59:23      -62.5
2018/228-15:09:23      -64.4
2018/228-15:19:23      -68.8
2018/228-15:29:23      -74.9
2018/228-15:39:23      -82.9
2018/228-15:49:23      -90.6
2018/228-15:59:23      -97.6
2018/228-16:09:23     -103.7
2018/228-16:19:23     -108.9
2018/228-16:29:23     -113.2
2018/228-16:39:23     -116.5
2018/228-16:49:23     -118.9
2018/228-16:59:23     -120.7
2018/228-17:09:23     -121.9
2018/228-17:19:23     -122.8
2018/228-17:29:23     -123.4
2018/228-17:39:23     -123.8
2018/228-17:49:23     -124.1
2018/228-17:59:23     -124.2
2018/228-18:09:23     -124.2
2018/228-18:19:23     -124.2
2018/228-18:29:23     -124.2
2018/228-18:39:23     -124.1
2018/228-18:49:23     -124.0
2018/228-18:59:23     -121.2
2018/228-19:09:23     -116.6
2018/228-19:19:23     -120.1
2018/228-19:29:23     -135.5
2018/228-19:39:23     -150.8
2018/228-19:49:23     -166.9
2018/228-19:59:23     -182.7
2018/228-20:09:23     -184.4
2018/228-20:19:23     -179.7
2018/228-20:29:23     -175.5
2018/228-20:39:23     -166.6
2018/228-20:49:23     -155.1
2018/228-20:59:23     -168.2
2018/228-21:09:23     -199.0
2018/228-21:19:23     -200.5
2018/228-21:29:23     -182.4
2018/228-21:39:23     -179.2
2018/228-21:49:23     -200.5
2018/228-21:59:23     -203.1
2018/228-22:09:23     -172.7
2018/228-22:19:23     -149.8
2018/228-22:29:23     -137.7
2018/228-22:39:23     -125.2
2018/228-22:49:23     -108.6
2018/228-22:59:23      -93.6
2018/228-23:09:23      -81.4
2018/228-23:19:23      -71.9
2018/228-23:29:23      -65.3
2018/228-23:39:23      -68.2
2018/228-23:49:23      -62.6
2018/228-23:59:23      -58.0
2018/229-00:09:23      -54.8
2018/229-00:19:23      -53.5
2018/229-00:29:23      -51.4
2018/229-00:39:23      -52.1
2018/229-00:49:23      -74.4
2018/229-00:59:23     -113.4
2018/229-01:09:23     -166.4
2018/229-01:19:23     -194.7
2018/229-01:29:23     -187.9
2018/229-01:39:23     -185.1
2018/229-01:49:23     -188.2
2018/229-01:59:23     -179.3
2018/229-02:09:23     -168.8
2018/229-02:19:23     -182.2
2018/229-02:29:23     -226.9
2018/229-02:39:23     -273.3
2018/229-02:49:23     -313.6
2018/229-02:59:23     -360.7
2018/229-03:09:23     -409.7
2018/229-03:19:23     -451.0
2018/229-03:29:23     -477.1
2018/229-03:39:23     -509.4
2018/229-03:49:23     -525.2
2018/229-03:59:23     -520.7
2018/229-04:09:23     -481.0
2018/229-04:19:23     -426.9
2018/229-04:29:23     -374.1
2018/229-04:39:23     -326.8
2018/229-04:49:23     -265.3
2018/229-04:59:23     -214.1
2018/229-05:09:23     -179.7
2018/229-05:19:23     -163.8
2018/229-05:29:23     -184.1
2018/229-05:39:23     -232.8
2018/229-05:49:23     -276.9
2018/229-05:59:23     -316.9
2018/229-06:09:23     -323.5
2018/229-06:19:23     -291.0
2018/229-06:29:23     -273.5
2018/229-06:39:23     -262.2
2018/229-06:49:23     -254.2
2018/229-06:59:23     -268.8
2018/229-07:09:23     -237.0
2018/229-07:19:23     -198.1
2018/229-07:29:23     -170.5
2018/229-07:39:23     -158.4
2018/229-07:49:23     -134.4
2018/229-07:59:23     -117.4
2018/229-08:09:23     -107.4
2018/229-08:19:23      -94.3
2018/229-08:29:23      -89.3
2018/229-08:39:23      -87.3
2018/229-08:49:23      -83.8
2018/229-08:59:23      -91.0
2018/229-09:09:23      -99.1
2018/229-09:19:23     -103.2
2018/229-09:29:23     -104.0
2018/229-09:39:23     -103.4
2018/229-09:49:23     -102.4
2018/229-09:59:23     -102.1
2018/229-10:09:23     -103.4
2018/229-10:19:23     -125.7
2018/229-10:29:23     -158.4
2018/229-10:39:23     -190.2
2018/229-10:49:23     -213.2
2018/229-10:59:23     -221.9
2018/229-11:09:23     -211.0
2018/229-11:19:23     -194.8
2018/229-11:29:23     -180.3
2018/229-11:39:23     -164.2
2018/229-11:49:23     -145.4
2018/229-11:59:23     -127.2
2018/229-12:09:23     -111.9
2018/229-12:19:23      -98.4
2018/229-12:29:23      -85.7
2018/229-12:39:23      -75.1
2018/229-12:49:23      -66.7
2018/229-12:59:23      -60.0
2018/229-13:09:23      -54.2
2018/229-13:19:23      -49.2
2018/229-13:29:23      -45.2
2018/229-13:39:23      -46.2
2018/229-13:49:23      -71.3
2018/229-13:59:23     -123.4
2018/229-14:09:23     -163.5
2018/229-14:19:23     -180.8
2018/229-14:29:23     -164.9
2018/229-14:39:23     -162.4
2018/229-14:49:23     -158.8
2018/229-14:59:23     -148.3
2018/229-15:09:23     -131.7
2018/229-15:19:23     -116.0
2018/229-15:29:23     -100.7
2018/229-15:39:23      -86.1
2018/229-15:49:23      -73.0
2018/229-15:59:23      -62.1
2018/229-16:09:23      -53.7
2018/229-16:19:23      -47.5
2018/229-16:29:23      -42.7
2018/229-16:39:23      -38.9
2018/229-16:49:23      -35.8
2018/229-16:59:23      -33.5
2018/229-17:09:23      -31.6
2018/229-17:19:23      -30.1
2018/229-17:29:23      -28.8
2018/229-17:39:23      -27.6
2018/229-17:49:23      -26.6
2018/229-17:59:23      -25.7
2018/229-18:09:23      -24.9
2018/229-18:19:23      -24.2
2018/229-18:29:23      -23.5
2018/229-18:39:23      -22.9
2018/229-18:49:23      -22.7
2018/229-18:59:23      -30.7
2018/229-19:09:23      -73.8
2018/229-19:19:23     -133.1
2018/229-19:29:23     -185.7
2018/229-19:39:23     -232.5
2018/229-19:49:23     -283.4
2018/229-19:59:23     -324.3
2018/229-20:09:23     -340.2
2018/229-20:19:23     -339.0
2018/229-20:29:23     -363.2
2018/229-20:39:23     -381.0
2018/229-20:49:23     -370.9
2018/229-20:59:23     -349.5
2018/229-21:09:23     -336.0
2018/229-21:19:23     -322.1
2018/229-21:29:23     -297.3
2018/229-21:39:23     -271.5
2018/229-21:49:23     -266.0
2018/229-21:59:23     -271.6
2018/229-22:09:23     -282.8
2018/229-22:19:23     -307.3
2018/229-22:29:23     -331.5
2018/229-22:39:23     -346.9
2018/229-22:49:23     -358.7
2018/229-22:59:23     -369.5
2018/229-23:09:23     -370.2
2018/229-23:19:23     -360.0
2018/229-23:29:23     -326.6
2018/229-23:39:23     -284.9
2018/229-23:49:23     -261.8
2018/229-23:59:23     -261.8
2018/230-00:09:23     -247.8
2018/230-00:19:23     -226.8
2018/230-00:29:23     -211.7
2018/230-00:39:23     -197.8
2018/230-00:49:23     -174.6
2018/230-00:59:23     -151.4
2018/230-01:09:23     -134.3
2018/230-01:19:23     -120.4
2018/230-01:29:23     -106.6
2018/230-01:39:23      -94.3
2018/230-01:49:23      -84.5
2018/230-01:59:23      -76.8
2018/230-02:09:23      -70.3
2018/230-02:19:23      -64.8
2018/230-02:29:23      -60.2
2018/230-02:39:23      -57.0
2018/230-02:49:23      -54.6
2018/230-02:59:23      -52.4
2018/230-03:09:23      -49.9
2018/230-03:19:23      -47.6
2018/230-03:29:23      -45.9
2018/230-03:39:23      -44.4
2018/230-03:49:23      -42.7
2018/230-03:59:23      -41.0
2018/230-04:09:23      -39.5
2018/230-04:19:23      -40.6
2018/230-04:29:23      -79.8
2018/230-04:39:23     -134.2
2018/230-04:49:23     -184.0
2018/230-04:59:23     -219.2
2018/230-05:09:23     -256.0
2018/230-05:19:23     -299.0
2018/230-05:29:23     -331.0
2018/230-05:39:23     -353.0
2018/230-05:49:23     -376.2
2018/230-05:59:23     -394.4
2018/230-06:09:23     -370.8
2018/230-06:19:23     -320.0
2018/230-06:29:23     -281.5
2018/230-06:39:23     -249.3
2018/230-06:49:23     -253.6
2018/230-06:59:23     -272.8
2018/230-07:09:23     -287.3
2018/230-07:19:23     -300.9
2018/230-07:29:23     -308.6
2018/230-07:39:23     -310.0
2018/230-07:49:23     -315.1
2018/230-07:59:23     -331.3
2018/230-08:09:23     -349.4
2018/230-08:19:23     -356.6
2018/230-08:29:23     -349.5
2018/230-08:39:23     -339.0
2018/230-08:49:23     -317.9
2018/230-08:59:23     -282.5
2018/230-09:09:23     -245.8
2018/230-09:19:23     -213.7
2018/230-09:29:23     -189.1
2018/230-09:39:23     -208.3
2018/230-09:49:23     -247.7
2018/230-09:59:23     -281.1
2018/230-10:09:23     -269.4
2018/230-10:19:23     -228.3
2018/230-10:29:23     -212.3
2018/230-10:39:23     -201.8
2018/230-10:49:23     -179.2
2018/230-10:59:23     -153.1
2018/230-11:09:23     -134.4
2018/230-11:19:23     -123.7
2018/230-11:29:23     -115.1
2018/230-11:39:23     -104.3
2018/230-11:49:23     -101.4
2018/230-11:59:23     -115.7
2018/230-12:09:23     -142.2
2018/230-12:19:23     -170.8
2018/230-12:29:23     -187.5
2018/230-12:39:23     -202.1
2018/230-12:49:23     -209.0
2018/230-12:59:23     -210.5
2018/230-13:09:23     -202.1
2018/230-13:19:23     -189.5
2018/230-13:29:23     -177.5
2018/230-13:39:23     -167.1
2018/230-13:49:23     -152.2
2018/230-13:59:23     -144.7
2018/230-14:09:23     -151.1
2018/230-14:19:23     -167.3
2018/230-14:29:23     -183.8
2018/230-14:39:23     -204.3
2018/230-14:49:23     -214.6
2018/230-14:59:23     -241.8
2018/230-15:09:23     -286.0
2018/230-15:19:23     -314.8
2018/230-15:29:23     -340.2
2018/230-15:39:23     -373.6
2018/230-15:49:23     -402.4
2018/230-15:59:23     -431.9
2018/230-16:09:23     -458.2
2018/230-16:19:23     -475.4
2018/230-16:29:23     -483.6
2018/230-16:39:23     -470.3
2018/230-16:49:23     -437.8
2018/230-16:59:23     -399.8
2018/230-17:09:23     -364.6
2018/230-17:19:23     -333.9
2018/230-17:29:23     -296.5
2018/230-17:39:23     -247.5
2018/230-17:49:23     -201.9
2018/230-17:59:23     -168.1
2018/230-18:09:23     -139.7
2018/230-18:19:23     -114.1
2018/230-18:29:23      -93.2
2018/230-18:39:23      -76.9
2018/230-18:49:23      -64.3
2018/230-18:59:23      -54.6
2018/230-19:09:23      -47.2
2018/230-19:19:23      -42.3
2018/230-19:29:23      -40.1
2018/230-19:39:23      -36.9
2018/230-19:49:23      -35.0
2018/230-19:59:23      -35.1
2018/230-20:09:23      -35.1
2018/230-20:19:23      -34.0
2018/230-20:29:23      -32.7
2018/230-20:39:23      -31.9
2018/230-20:49:23      -33.8
2018/230-20:59:23      -50.3
2018/230-21:09:23      -58.3
2018/230-21:19:23      -69.0
2018/230-21:29:23      -82.0
2018/230-21:39:23      -89.8
2018/230-21:49:23      -97.2
2018/230-21:59:23     -110.1
2018/230-22:09:23     -122.4
2018/230-22:19:23     -131.4
2018/230-22:29:23     -141.9
2018/230-22:39:23     -159.5
2018/230-22:49:23     -179.7
2018/230-22:59:23     -185.7
2018/230-23:09:23     -181.2
2018/230-23:19:23     -170.7
2018/230-23:29:23     -157.5
2018/230-23:39:23     -141.8
2018/230-23:49:23     -126.0
2018/230-23:59:23     -110.8
2018/231-00:09:23      -98.5
2018/231-00:19:23      -86.3
2018/231-00:29:23      -75.6
2018/231-00:39:23      -67.0
2018/231-00:49:23      -62.6
2018/231-00:59:23      -59.8
2018/231-01:09:23      -55.3
2018/231-01:19:23      -52.2
2018/231-01:29:23      -49.9
2018/231-01:39:23      -53.2
2018/231-01:49:23      -70.6
2018/231-01:59:23      -95.5
2018/231-02:09:23     -119.9
2018/231-02:19:23     -139.6
2018/231-02:29:23     -135.0
2018/231-02:39:23     -130.7
2018/231-02:49:23     -130.6
2018/231-02:59:23     -134.5
2018/231-03:09:23     -134.2
2018/231-03:19:23     -129.1
2018/231-03:29:23     -128.4
2018/231-03:39:23     -137.6
2018/231-03:49:23     -161.7
2018/231-03:59:23     -154.0
2018/231-04:09:23     -137.7
2018/231-04:19:23     -125.6
2018/231-04:29:23     -120.6
2018/231-04:39:23     -110.3
2018/231-04:49:23     -110.3
