      Time          Predicted AL
2018/158-01:39:23     -238.4
2018/158-01:49:23     -233.8
2018/158-01:59:23     -230.1
2018/158-02:09:23     -226.3
2018/158-02:19:23     -223.6
2018/158-02:29:23     -216.1
2018/158-02:39:23     -203.9
2018/158-02:49:23     -192.8
2018/158-02:59:23     -181.7
2018/158-03:09:23     -168.0
2018/158-03:19:23     -154.5
2018/158-03:29:23     -142.6
2018/158-03:39:23     -131.2
2018/158-03:49:23     -120.1
2018/158-03:59:23     -111.2
2018/158-04:09:23     -103.5
2018/158-04:19:23      -95.6
2018/158-04:29:23      -87.0
2018/158-04:39:23      -79.6
2018/158-04:49:23      -74.1
2018/158-04:59:23      -69.8
2018/158-05:09:23      -66.5
2018/158-05:19:23      -65.5
2018/158-05:29:23      -67.1
2018/158-05:39:23      -68.7
2018/158-05:49:23      -69.3
2018/158-05:59:23      -69.1
2018/158-06:09:23      -68.6
2018/158-06:19:23      -68.2
2018/158-06:29:23      -68.2
2018/158-06:39:23      -68.4
2018/158-06:49:23      -68.2
2018/158-06:59:23      -68.0
2018/158-07:09:23      -67.8
2018/158-07:19:23      -67.0
2018/158-07:29:23      -65.3
2018/158-07:39:23      -63.8
2018/158-07:49:23      -62.4
2018/158-07:59:23      -60.0
2018/158-08:09:23      -56.6
2018/158-08:19:23      -52.9
2018/158-08:29:23      -49.3
2018/158-08:39:23      -45.7
2018/158-08:49:23      -42.2
2018/158-08:59:23      -39.2
2018/158-09:09:23      -36.6
2018/158-09:19:23      -34.3
2018/158-09:29:23      -32.4
2018/158-09:39:23      -30.8
2018/158-09:49:23      -29.5
2018/158-09:59:23      -28.4
2018/158-10:09:23      -27.5
2018/158-10:19:23      -26.8
2018/158-10:29:23      -26.2
2018/158-10:39:23      -25.7
2018/158-10:49:23      -25.3
2018/158-10:59:23      -25.0
2018/158-11:09:23      -24.8
2018/158-11:19:23      -24.6
2018/158-11:29:23      -24.5
2018/158-11:39:23      -24.5
2018/158-11:49:23      -24.5
2018/158-11:59:23      -24.5
2018/158-12:09:23      -24.6
2018/158-12:19:23      -24.7
2018/158-12:29:23      -24.9
2018/158-12:39:23      -25.1
2018/158-12:49:23      -25.3
2018/158-12:59:23      -25.5
2018/158-13:09:23      -25.7
2018/158-13:19:23      -26.0
2018/158-13:29:23      -26.2
2018/158-13:39:23      -26.5
2018/158-13:49:23      -26.8
2018/158-13:59:23      -27.0
2018/158-14:09:23      -27.3
2018/158-14:19:23      -27.6
2018/158-14:29:23      -28.6
2018/158-14:39:23      -31.6
2018/158-14:49:23      -32.9
2018/158-14:59:23      -32.9
2018/158-15:09:23      -33.0
2018/158-15:19:23      -33.9
2018/158-15:29:23      -34.6
2018/158-15:39:23      -34.9
2018/158-15:49:23      -35.1
2018/158-15:59:23      -36.1
2018/158-16:09:23      -37.7
2018/158-16:19:23      -39.2
2018/158-16:29:23      -40.4
2018/158-16:39:23      -43.3
2018/158-16:49:23      -47.3
2018/158-16:59:23      -54.3
2018/158-17:09:23      -63.9
2018/158-17:19:23      -72.8
2018/158-17:29:23      -83.0
2018/158-17:39:23      -90.3
2018/158-17:49:23      -93.4
2018/158-17:59:23      -95.9
2018/158-18:09:23      -99.2
2018/158-18:19:23     -100.2
2018/158-18:29:23      -95.3
2018/158-18:39:23      -88.8
2018/158-18:49:23      -82.0
2018/158-18:59:23      -75.0
2018/158-19:09:23      -67.8
2018/158-19:19:23      -62.5
2018/158-19:29:23      -60.8
2018/158-19:39:23      -59.3
2018/158-19:49:23      -57.2
2018/158-19:59:23      -56.6
2018/158-20:09:23      -57.1
2018/158-20:19:23      -55.6
2018/158-20:29:23      -54.1
2018/158-20:39:23      -54.4
2018/158-20:49:23      -52.3
2018/158-20:59:23      -49.9
2018/158-21:09:23      -49.3
2018/158-21:19:23      -50.2
2018/158-21:29:23      -50.4
2018/158-21:39:23      -49.9
2018/158-21:49:23      -48.7
2018/158-21:59:23      -46.7
2018/158-22:09:23      -44.5
2018/158-22:19:23      -42.1
2018/158-22:29:23      -39.3
2018/158-22:39:23      -36.2
2018/158-22:49:23      -33.2
2018/158-22:59:23      -30.5
2018/158-23:09:23      -28.0
2018/158-23:19:23      -26.4
2018/158-23:29:23      -25.8
2018/158-23:39:23      -25.3
2018/158-23:49:23      -26.0
2018/158-23:59:23      -28.5
2018/159-00:09:23      -30.4
2018/159-00:19:23      -31.0
2018/159-00:29:23      -31.6
2018/159-00:39:23      -32.7
2018/159-00:49:23      -33.5
2018/159-00:59:23      -34.7
2018/159-01:09:23      -34.7
2018/159-01:19:23      -34.4
2018/159-01:29:23      -35.1
2018/159-01:39:23      -36.4
2018/159-01:49:23      -36.5
2018/159-01:59:23      -34.7
2018/159-02:09:23      -34.6
2018/159-02:19:23      -42.5
2018/159-02:29:23      -58.0
2018/159-02:39:23      -78.8
2018/159-02:49:23     -102.3
2018/159-02:59:23     -127.9
2018/159-03:09:23     -154.7
2018/159-03:19:23     -180.1
2018/159-03:29:23     -202.8
2018/159-03:39:23     -224.7
2018/159-03:49:23     -237.8
2018/159-03:59:23     -241.8
2018/159-04:09:23     -241.8
2018/159-04:19:23     -233.5
2018/159-04:29:23     -217.4
2018/159-04:39:23     -198.5
2018/159-04:49:23     -178.6
2018/159-04:59:23     -157.1
2018/159-05:09:23     -137.4
2018/159-05:19:23     -116.4
2018/159-05:29:23      -96.9
2018/159-05:39:23      -82.9
2018/159-05:49:23      -75.0
2018/159-05:59:23      -67.6
2018/159-06:09:23      -60.2
2018/159-06:19:23      -53.6
2018/159-06:29:23      -48.5
2018/159-06:39:23      -44.2
2018/159-06:49:23      -40.4
2018/159-06:59:23      -36.9
2018/159-07:09:23      -33.9
2018/159-07:19:23      -31.4
2018/159-07:29:23      -29.2
2018/159-07:39:23      -27.4
2018/159-07:49:23      -25.9
2018/159-07:59:23      -24.7
2018/159-08:09:23      -23.8
2018/159-08:19:23      -23.1
2018/159-08:29:23      -22.6
2018/159-08:39:23      -24.0
2018/159-08:49:23      -37.7
2018/159-08:59:23      -53.4
2018/159-09:09:23      -71.2
2018/159-09:19:23      -89.4
2018/159-09:29:23     -107.7
2018/159-09:39:23     -112.8
2018/159-09:49:23     -108.8
2018/159-09:59:23     -104.9
2018/159-10:09:23     -100.9
2018/159-10:19:23      -95.2
2018/159-10:29:23      -90.5
2018/159-10:39:23      -86.5
2018/159-10:49:23      -84.2
2018/159-10:59:23      -84.7
2018/159-11:09:23      -90.0
2018/159-11:19:23      -99.6
2018/159-11:29:23     -105.8
2018/159-11:39:23     -106.2
2018/159-11:49:23     -104.3
2018/159-11:59:23     -102.1
2018/159-12:09:23      -98.5
2018/159-12:19:23      -93.5
2018/159-12:29:23      -87.7
2018/159-12:39:23      -80.9
2018/159-12:49:23      -73.4
2018/159-12:59:23      -67.2
2018/159-13:09:23      -62.8
2018/159-13:19:23      -58.1
2018/159-13:29:23      -53.9
2018/159-13:39:23      -50.5
2018/159-13:49:23      -47.8
2018/159-13:59:23      -45.4
2018/159-14:09:23      -43.3
2018/159-14:19:23      -41.6
2018/159-14:29:23      -40.2
2018/159-14:39:23      -39.0
2018/159-14:49:23      -38.0
2018/159-14:59:23      -37.1
2018/159-15:09:23      -36.4
2018/159-15:19:23      -35.8
2018/159-15:29:23      -35.4
2018/159-15:39:23      -35.0
2018/159-15:49:23      -34.6
2018/159-15:59:23      -34.3
2018/159-16:09:23      -34.0
2018/159-16:19:23      -33.8
2018/159-16:29:23      -33.5
2018/159-16:39:23      -33.3
2018/159-16:49:23      -33.0
2018/159-16:59:23      -32.8
2018/159-17:09:23      -32.6
2018/159-17:19:23      -33.2
2018/159-17:29:23      -34.9
2018/159-17:39:23      -35.8
2018/159-17:49:23      -35.7
2018/159-17:59:23      -35.8
2018/159-18:09:23      -36.1
2018/159-18:19:23      -36.3
2018/159-18:29:23      -36.0
2018/159-18:39:23      -35.5
2018/159-18:49:23      -34.7
2018/159-18:59:23      -33.8
2018/159-19:09:23      -32.8
2018/159-19:19:23      -32.0
2018/159-19:29:23      -31.3
2018/159-19:39:23      -30.6
2018/159-19:49:23      -29.8
2018/159-19:59:23      -28.9
2018/159-20:09:23      -28.0
2018/159-20:19:23      -27.2
2018/159-20:29:23      -26.5
2018/159-20:39:23      -25.8
2018/159-20:49:23      -25.2
2018/159-20:59:23      -24.7
2018/159-21:09:23      -24.4
2018/159-21:19:23      -24.2
2018/159-21:29:23      -23.8
2018/159-21:39:23      -23.4
2018/159-21:49:23      -22.9
2018/159-21:59:23      -22.5
2018/159-22:09:23      -22.5
2018/159-22:19:23      -22.7
2018/159-22:29:23      -23.3
2018/159-22:39:23      -23.8
2018/159-22:49:23      -24.2
2018/159-22:59:23      -24.8
2018/159-23:09:23      -25.7
2018/159-23:19:23      -26.4
2018/159-23:29:23      -26.8
2018/159-23:39:23      -27.8
2018/159-23:49:23      -29.2
2018/159-23:59:23      -31.0
2018/160-00:09:23      -33.0
2018/160-00:19:23      -34.4
2018/160-00:29:23      -33.7
2018/160-00:39:23      -33.0
2018/160-00:49:23      -32.4
2018/160-00:59:23      -31.4
2018/160-01:09:23      -29.6
2018/160-01:19:23      -27.6
2018/160-01:29:23      -25.6
2018/160-01:39:23      -23.3
2018/160-01:49:23      -21.3
2018/160-01:59:23      -20.6
2018/160-02:09:23      -21.8
2018/160-02:19:23      -23.8
2018/160-02:29:23      -26.7
2018/160-02:39:23      -30.4
2018/160-02:49:23      -34.1
2018/160-02:59:23      -37.7
2018/160-03:09:23      -41.4
2018/160-03:19:23      -45.3
2018/160-03:29:23      -49.2
2018/160-03:39:23      -53.2
2018/160-03:49:23      -56.3
2018/160-03:59:23      -58.6
2018/160-04:09:23      -58.9
2018/160-04:19:23      -58.0
2018/160-04:29:23      -57.6
2018/160-04:39:23      -58.0
2018/160-04:49:23      -57.9
2018/160-04:59:23      -57.3
2018/160-05:09:23      -56.7
2018/160-05:19:23      -56.2
2018/160-05:29:23      -54.9
2018/160-05:39:23      -53.4
2018/160-05:49:23      -51.7
2018/160-05:59:23      -49.6
2018/160-06:09:23      -47.2
2018/160-06:19:23      -44.5
2018/160-06:29:23      -41.6
2018/160-06:39:23      -39.3
2018/160-06:49:23      -38.0
2018/160-06:59:23      -38.9
2018/160-07:09:23      -42.0
2018/160-07:19:23      -45.5
2018/160-07:29:23      -50.1
2018/160-07:39:23      -55.1
2018/160-07:49:23      -60.2
2018/160-07:59:23      -64.1
2018/160-08:09:23      -67.2
2018/160-08:19:23      -69.1
2018/160-08:29:23      -69.7
2018/160-08:39:23      -69.7
2018/160-08:49:23      -68.7
2018/160-08:59:23      -65.6
2018/160-09:09:23      -61.8
2018/160-09:19:23      -58.1
2018/160-09:29:23      -55.3
2018/160-09:39:23      -53.1
2018/160-09:49:23      -50.7
2018/160-09:59:23      -48.0
2018/160-10:09:23      -45.7
2018/160-10:19:23      -43.7
2018/160-10:29:23      -41.7
2018/160-10:39:23      -39.8
2018/160-10:49:23      -38.0
2018/160-10:59:23      -36.3
2018/160-11:09:23      -34.8
2018/160-11:19:23      -33.4
2018/160-11:29:23      -32.2
2018/160-11:39:23      -31.2
2018/160-11:49:23      -30.3
2018/160-11:59:23      -29.8
2018/160-12:09:23      -29.5
2018/160-12:19:23      -29.3
2018/160-12:29:23      -29.1
2018/160-12:39:23      -29.3
2018/160-12:49:23      -29.9
2018/160-12:59:23      -29.8
2018/160-13:09:23      -29.8
2018/160-13:19:23      -29.8
2018/160-13:29:23      -30.0
2018/160-13:39:23      -30.1
2018/160-13:49:23      -30.1
2018/160-13:59:23      -30.1
2018/160-14:09:23      -30.1
2018/160-14:19:23      -30.1
2018/160-14:29:23      -30.1
2018/160-14:39:23      -30.3
2018/160-14:49:23      -31.2
2018/160-14:59:23      -32.1
2018/160-15:09:23      -33.1
2018/160-15:19:23      -33.8
2018/160-15:29:23      -34.4
2018/160-15:39:23      -34.9
2018/160-15:49:23      -35.2
2018/160-15:59:23      -35.3
2018/160-16:09:23      -35.3
2018/160-16:19:23      -35.0
2018/160-16:29:23      -34.6
2018/160-16:39:23      -34.2
2018/160-16:49:23      -33.9
2018/160-16:59:23      -33.9
2018/160-17:09:23      -34.2
2018/160-17:19:23      -34.8
2018/160-17:29:23      -35.6
2018/160-17:39:23      -36.3
2018/160-17:49:23      -37.0
2018/160-17:59:23      -37.3
2018/160-18:09:23      -37.1
2018/160-18:19:23      -36.6
2018/160-18:29:23      -35.8
2018/160-18:39:23      -34.8
2018/160-18:49:23      -33.5
2018/160-18:59:23      -32.3
2018/160-19:09:23      -31.1
2018/160-19:19:23      -30.0
2018/160-19:29:23      -29.0
2018/160-19:39:23      -28.3
2018/160-19:49:23      -27.8
2018/160-19:59:23      -27.7
2018/160-20:09:23      -27.6
2018/160-20:19:23      -27.5
2018/160-20:29:23      -27.5
2018/160-20:39:23      -27.9
2018/160-20:49:23      -28.4
2018/160-20:59:23      -28.5
2018/160-21:09:23      -28.2
2018/160-21:19:23      -27.8
2018/160-21:29:23      -27.6
2018/160-21:39:23      -27.2
2018/160-21:49:23      -26.3
2018/160-21:59:23      -25.3
2018/160-22:09:23      -24.1
2018/160-22:19:23      -23.0
2018/160-22:29:23      -22.0
2018/160-22:39:23      -21.3
2018/160-22:49:23      -21.1
2018/160-22:59:23      -21.1
2018/160-23:09:23      -20.3
2018/160-23:19:23      -19.7
2018/160-23:29:23      -19.3
2018/160-23:39:23      -18.9
2018/160-23:49:23      -18.4
2018/160-23:59:23      -17.8
2018/161-00:09:23      -17.1
2018/161-00:19:23      -16.4
2018/161-00:29:23      -15.7
2018/161-00:39:23      -15.1
2018/161-00:49:23      -14.5
2018/161-00:59:23      -14.1
2018/161-01:09:23      -13.6
2018/161-01:19:23      -13.2
2018/161-01:29:23      -12.9
2018/161-01:39:23      -12.6
2018/161-01:49:23      -12.3
2018/161-01:59:23      -12.0
2018/161-02:09:23      -11.9
2018/161-02:19:23      -12.4
2018/161-02:29:23      -16.8
2018/161-02:39:23      -22.0
2018/161-02:49:23      -24.6
2018/161-02:59:23      -25.5
2018/161-03:09:23      -27.5
2018/161-03:19:23      -31.0
2018/161-03:29:23      -36.4
2018/161-03:39:23      -43.3
2018/161-03:49:23      -47.3
2018/161-03:59:23      -46.5
2018/161-04:09:23      -45.6
2018/161-04:19:23      -45.0
2018/161-04:29:23      -43.5
2018/161-04:39:23      -40.7
2018/161-04:49:23      -37.4
2018/161-04:59:23      -33.8
2018/161-05:09:23      -30.0
2018/161-05:19:23      -26.4
2018/161-05:29:23      -23.4
2018/161-05:39:23      -21.2
2018/161-05:49:23      -19.7
2018/161-05:59:23      -18.8
2018/161-06:09:23      -18.1
2018/161-06:19:23      -17.5
2018/161-06:29:23      -17.1
2018/161-06:39:23      -16.9
2018/161-06:49:23      -16.8
2018/161-06:59:23      -16.7
2018/161-07:09:23      -16.6
2018/161-07:19:23      -16.6
2018/161-07:29:23      -16.6
2018/161-07:39:23      -16.7
2018/161-07:49:23      -16.8
2018/161-07:59:23      -16.9
2018/161-08:09:23      -17.0
2018/161-08:19:23      -17.2
2018/161-08:29:23      -17.4
2018/161-08:39:23      -17.6
2018/161-08:49:23      -17.8
2018/161-08:59:23      -18.0
2018/161-09:09:23      -18.3
2018/161-09:19:23      -18.6
2018/161-09:29:23      -18.8
2018/161-09:39:23      -19.1
2018/161-09:49:23      -19.3
2018/161-09:59:23      -19.5
2018/161-10:09:23      -19.7
2018/161-10:19:23      -20.0
2018/161-10:29:23      -20.2
2018/161-10:39:23      -20.5
2018/161-10:49:23      -20.7
2018/161-10:59:23      -21.0
2018/161-11:09:23      -21.3
2018/161-11:19:23      -21.6
2018/161-11:29:23      -21.9
2018/161-11:39:23      -22.2
2018/161-11:49:23      -22.5
2018/161-11:59:23      -22.8
2018/161-12:09:23      -23.2
2018/161-12:19:23      -23.6
2018/161-12:29:23      -24.1
2018/161-12:39:23      -24.8
2018/161-12:49:23      -25.3
2018/161-12:59:23      -25.8
2018/161-13:09:23      -26.2
2018/161-13:19:23      -26.5
2018/161-13:29:23      -26.9
2018/161-13:39:23      -27.3
2018/161-13:49:23      -28.1
2018/161-13:59:23      -29.1
2018/161-14:09:23      -30.0
2018/161-14:19:23      -30.8
2018/161-14:29:23      -31.5
2018/161-14:39:23      -32.3
2018/161-14:49:23      -32.8
2018/161-14:59:23      -33.2
2018/161-15:09:23      -33.2
2018/161-15:19:23      -33.1
2018/161-15:29:23      -32.8
2018/161-15:39:23      -32.5
2018/161-15:49:23      -32.2
2018/161-15:59:23      -32.0
2018/161-16:09:23      -31.9
2018/161-16:19:23      -32.0
2018/161-16:29:23      -32.3
2018/161-16:39:23      -32.8
2018/161-16:49:23      -33.7
2018/161-16:59:23      -35.9
2018/161-17:09:23      -40.0
2018/161-17:19:23      -45.6
2018/161-17:29:23      -51.1
2018/161-17:39:23      -56.4
2018/161-17:49:23      -62.9
2018/161-17:59:23      -69.6
2018/161-18:09:23      -75.3
2018/161-18:19:23      -79.2
2018/161-18:29:23      -80.9
2018/161-18:39:23      -80.4
2018/161-18:49:23      -79.4
2018/161-18:59:23      -79.1
2018/161-19:09:23      -78.2
2018/161-19:19:23      -77.3
2018/161-19:29:23      -77.6
2018/161-19:39:23      -77.6
2018/161-19:49:23      -77.1
2018/161-19:59:23      -77.9
2018/161-20:09:23      -80.3
2018/161-20:19:23      -83.4
2018/161-20:29:23      -85.7
2018/161-20:39:23      -86.8
2018/161-20:49:23      -86.8
2018/161-20:59:23      -86.3
2018/161-21:09:23      -86.7
2018/161-21:19:23      -87.6
2018/161-21:29:23      -88.6
2018/161-21:39:23      -89.2
2018/161-21:49:23      -89.6
2018/161-21:59:23      -90.2
2018/161-22:09:23      -90.9
2018/161-22:19:23      -91.2
2018/161-22:29:23      -91.4
2018/161-22:39:23      -91.8
2018/161-22:49:23      -92.2
2018/161-22:59:23      -92.7
2018/161-23:09:23      -93.1
2018/161-23:19:23      -93.2
2018/161-23:29:23      -93.1
2018/161-23:39:23      -92.7
2018/161-23:49:23      -92.5
2018/161-23:59:23      -92.6
2018/162-00:09:23      -92.8
2018/162-00:19:23      -93.2
2018/162-00:29:23      -93.9
2018/162-00:39:23      -95.2
2018/162-00:49:23      -97.3
2018/162-00:59:23      -99.8
2018/162-01:09:23     -101.6
2018/162-01:19:23     -102.3
2018/162-01:29:23     -101.5
2018/162-01:39:23      -98.9
2018/162-01:49:23      -94.8
2018/162-01:59:23      -89.8
2018/162-02:09:23      -83.9
2018/162-02:19:23      -76.9
2018/162-02:29:23      -69.1
2018/162-02:39:23      -61.6
2018/162-02:49:23      -55.2
2018/162-02:59:23      -50.7
2018/162-03:09:23      -47.9
2018/162-03:19:23      -46.9
2018/162-03:29:23      -47.2
2018/162-03:39:23      -48.3
2018/162-03:49:23      -49.4
2018/162-03:59:23      -50.2
2018/162-04:09:23      -50.6
2018/162-04:19:23      -50.2
2018/162-04:29:23      -48.3
2018/162-04:39:23      -45.3
2018/162-04:49:23      -41.8
2018/162-04:59:23      -38.0
2018/162-05:09:23      -34.4
2018/162-05:19:23      -31.4
2018/162-05:29:23      -29.2
2018/162-05:39:23      -28.1
2018/162-05:49:23      -28.0
2018/162-05:59:23      -28.8
2018/162-06:09:23      -30.6
2018/162-06:19:23      -33.2
2018/162-06:29:23      -35.9
2018/162-06:39:23      -38.2
2018/162-06:49:23      -39.8
2018/162-06:59:23      -41.2
2018/162-07:09:23      -42.2
2018/162-07:19:23      -42.9
2018/162-07:29:23      -44.2
2018/162-07:39:23      -47.0
2018/162-07:49:23      -50.4
2018/162-07:59:23      -53.4
2018/162-08:09:23      -55.9
2018/162-08:19:23      -58.9
2018/162-08:29:23      -61.9
2018/162-08:39:23      -63.3
2018/162-08:49:23      -62.9
2018/162-08:59:23      -61.3
2018/162-09:09:23      -58.9
2018/162-09:19:23      -55.7
2018/162-09:29:23      -52.3
2018/162-09:39:23      -49.1
2018/162-09:49:23      -46.3
2018/162-09:59:23      -44.6
2018/162-10:09:23      -44.9
2018/162-10:19:23      -46.1
2018/162-10:29:23      -47.7
2018/162-10:39:23      -49.8
2018/162-10:49:23      -52.4
2018/162-10:59:23      -54.9
2018/162-11:09:23      -56.7
2018/162-11:19:23      -57.7
2018/162-11:29:23      -58.4
2018/162-11:39:23      -58.4
2018/162-11:49:23      -57.1
2018/162-11:59:23      -55.1
2018/162-12:09:23      -52.7
2018/162-12:19:23      -49.8
2018/162-12:29:23      -46.9
2018/162-12:39:23      -44.3
2018/162-12:49:23      -42.6
2018/162-12:59:23      -42.1
2018/162-13:09:23      -42.5
2018/162-13:19:23      -43.7
2018/162-13:29:23      -46.1
2018/162-13:39:23      -49.9
2018/162-13:49:23      -54.9
2018/162-13:59:23      -60.2
2018/162-14:09:23      -64.1
2018/162-14:19:23      -67.6
2018/162-14:29:23      -72.1
2018/162-14:39:23      -78.1
2018/162-14:49:23      -83.3
2018/162-14:59:23      -87.5
2018/162-15:09:23      -92.0
2018/162-15:19:23      -97.0
2018/162-15:29:23     -102.7
2018/162-15:39:23     -108.6
2018/162-15:49:23     -111.4
2018/162-15:59:23     -114.1
2018/162-16:09:23     -117.5
2018/162-16:19:23     -122.8
2018/162-16:29:23     -125.3
2018/162-16:39:23     -121.7
2018/162-16:49:23     -115.1
2018/162-16:59:23     -108.7
2018/162-17:09:23     -101.9
2018/162-17:19:23      -95.1
2018/162-17:29:23      -86.1
2018/162-17:39:23      -77.0
2018/162-17:49:23      -68.5
2018/162-17:59:23      -61.1
2018/162-18:09:23      -54.4
2018/162-18:19:23      -49.1
2018/162-18:29:23      -45.0
2018/162-18:39:23      -42.0
2018/162-18:49:23      -39.6
2018/162-18:59:23      -37.6
2018/162-19:09:23      -35.8
2018/162-19:19:23      -34.4
2018/162-19:29:23      -33.2
2018/162-19:39:23      -32.0
2018/162-19:49:23      -31.0
2018/162-19:59:23      -29.9
2018/162-20:09:23      -29.0
2018/162-20:19:23      -28.1
2018/162-20:29:23      -27.2
2018/162-20:39:23      -26.3
2018/162-20:49:23      -25.5
2018/162-20:59:23      -24.7
2018/162-21:09:23      -23.9
2018/162-21:19:23      -23.1
2018/162-21:29:23      -22.4
2018/162-21:39:23      -21.7
2018/162-21:49:23      -21.0
2018/162-21:59:23      -20.5
2018/162-22:09:23      -23.0
2018/162-22:19:23      -28.2
2018/162-22:29:23      -33.4
2018/162-22:39:23      -39.7
2018/162-22:49:23      -49.2
2018/162-22:59:23      -60.3
2018/162-23:09:23      -69.1
2018/162-23:19:23      -75.5
2018/162-23:29:23      -81.6
2018/162-23:39:23      -88.3
2018/162-23:49:23      -93.5
2018/162-23:59:23      -96.4
2018/163-00:09:23      -97.9
2018/163-00:19:23      -97.2
2018/163-00:29:23      -94.6
2018/163-00:39:23      -90.9
2018/163-00:49:23      -88.1
2018/163-00:59:23      -84.2
2018/163-01:09:23      -77.5
2018/163-01:19:23      -70.7
2018/163-01:29:23      -65.2
2018/163-01:39:23      -62.5
2018/163-01:49:23      -62.9
2018/163-01:59:23      -65.2
2018/163-02:09:23      -69.6
2018/163-02:19:23      -75.0
2018/163-02:29:23      -79.1
2018/163-02:39:23      -84.5
2018/163-02:49:23      -92.8
2018/163-02:59:23      -96.5
2018/163-03:09:23      -96.7
2018/163-03:19:23      -98.0
2018/163-03:29:23     -100.3
2018/163-03:39:23     -102.9
2018/163-03:49:23     -105.5
2018/163-03:59:23     -105.8
2018/163-04:09:23     -104.0
2018/163-04:19:23     -101.8
2018/163-04:29:23     -102.7
2018/163-04:39:23     -104.8
2018/163-04:49:23     -103.9
2018/163-04:59:23     -104.5
2018/163-05:09:23     -103.8
2018/163-05:19:23      -98.0
2018/163-05:29:23      -90.5
2018/163-05:39:23      -83.4
2018/163-05:49:23      -76.0
2018/163-05:59:23      -68.0
2018/163-06:09:23      -63.4
2018/163-06:19:23      -62.8
2018/163-06:29:23      -61.6
2018/163-06:39:23      -59.9
2018/163-06:49:23      -56.7
2018/163-06:59:23      -55.1
2018/163-07:09:23      -53.6
2018/163-07:19:23      -51.4
2018/163-07:29:23      -48.2
2018/163-07:39:23      -44.2
2018/163-07:49:23      -40.0
2018/163-07:59:23      -35.8
2018/163-08:09:23      -32.3
2018/163-08:19:23      -29.5
2018/163-08:29:23      -27.6
2018/163-08:39:23      -26.3
2018/163-08:49:23      -25.4
2018/163-08:59:23      -24.9
2018/163-09:09:23      -24.7
2018/163-09:19:23      -24.7
2018/163-09:29:23      -24.8
2018/163-09:39:23      -24.7
2018/163-09:49:23      -24.5
2018/163-09:59:23      -24.3
2018/163-10:09:23      -24.2
2018/163-10:19:23      -24.0
2018/163-10:29:23      -23.9
2018/163-10:39:23      -23.8
2018/163-10:49:23      -24.1
2018/163-10:59:23      -24.5
2018/163-11:09:23      -24.7
2018/163-11:19:23      -24.9
2018/163-11:29:23      -25.1
2018/163-11:39:23      -25.4
2018/163-11:49:23      -25.7
2018/163-11:59:23      -25.7
2018/163-12:09:23      -25.8
2018/163-12:19:23      -25.9
2018/163-12:29:23      -26.1
2018/163-12:39:23      -26.2
2018/163-12:49:23      -26.4
2018/163-12:59:23      -26.6
2018/163-13:09:23      -26.8
2018/163-13:19:23      -27.7
2018/163-13:29:23      -29.6
2018/163-13:39:23      -30.9
2018/163-13:49:23      -31.9
2018/163-13:59:23      -33.1
2018/163-14:09:23      -34.8
2018/163-14:19:23      -36.1
2018/163-14:29:23      -36.8
2018/163-14:39:23      -36.9
2018/163-14:49:23      -36.6
2018/163-14:59:23      -36.1
2018/163-15:09:23      -35.4
2018/163-15:19:23      -34.7
2018/163-15:29:23      -34.1
2018/163-15:39:23      -33.7
2018/163-15:49:23      -33.5
2018/163-15:59:23      -33.3
2018/163-16:09:23      -33.1
2018/163-16:19:23      -33.0
2018/163-16:29:23      -32.9
2018/163-16:39:23      -32.8
2018/163-16:49:23      -32.7
2018/163-16:59:23      -32.5
2018/163-17:09:23      -32.4
2018/163-17:19:23      -32.2
2018/163-17:29:23      -32.0
2018/163-17:39:23      -31.7
2018/163-17:49:23      -31.5
2018/163-17:59:23      -31.2
2018/163-18:09:23      -30.8
2018/163-18:19:23      -30.5
2018/163-18:29:23      -30.1
2018/163-18:39:23      -29.7
2018/163-18:49:23      -29.3
2018/163-18:59:23      -29.1
2018/163-19:09:23      -28.7
2018/163-19:19:23      -28.2
2018/163-19:29:23      -27.8
2018/163-19:39:23      -27.4
2018/163-19:49:23      -25.6
2018/163-19:59:23      -44.3
2018/163-20:09:23      -91.9
2018/163-20:19:23     -125.3
2018/163-20:29:23     -139.7
2018/163-20:39:23     -146.9
2018/163-20:49:23     -158.4
2018/163-20:59:23     -160.1
2018/163-21:09:23     -153.1
2018/163-21:19:23     -147.3
2018/163-21:29:23     -136.7
2018/163-21:39:23     -123.6
2018/163-21:49:23     -110.2
2018/163-21:59:23     -100.7
2018/163-22:09:23     -111.5
2018/163-22:19:23     -106.8
2018/163-22:29:23      -95.8
2018/163-22:39:23      -88.6
2018/163-22:49:23      -88.6
2018/163-22:59:23      -84.9
2018/163-23:09:23      -81.1
2018/163-23:19:23      -81.0
2018/163-23:29:23      -83.2
2018/163-23:39:23      -81.5
2018/163-23:49:23      -75.6
2018/163-23:59:23      -70.3
2018/164-00:09:23      -66.1
2018/164-00:19:23      -74.9
2018/164-00:29:23      -81.7
2018/164-00:39:23      -91.2
2018/164-00:49:23      -97.8
2018/164-00:59:23     -103.5
2018/164-01:09:23     -106.6
2018/164-01:19:23     -105.7
2018/164-01:29:23     -102.4
2018/164-01:39:23      -98.3
2018/164-01:49:23      -93.6
2018/164-01:59:23      -89.3
2018/164-02:09:23      -85.3
2018/164-02:19:23      -82.3
2018/164-02:29:23      -80.1
2018/164-02:39:23     -113.8
2018/164-02:49:23     -179.3
2018/164-02:59:23     -244.2
2018/164-03:09:23     -233.8
