      Time          Predicted AL
2018/153-06:29:23     -310.7
2018/153-06:39:23     -287.7
2018/153-06:49:23     -262.6
2018/153-06:59:23     -241.1
2018/153-07:09:23     -215.5
2018/153-07:19:23     -186.1
2018/153-07:29:23     -158.5
2018/153-07:39:23     -136.6
2018/153-07:49:23     -122.0
2018/153-07:59:23     -109.3
2018/153-08:09:23      -97.7
2018/153-08:19:23     -102.4
2018/153-08:29:23     -108.6
2018/153-08:39:23     -101.7
2018/153-08:49:23      -94.4
2018/153-08:59:23      -91.4
2018/153-09:09:23      -96.7
2018/153-09:19:23     -134.7
2018/153-09:29:23     -180.4
2018/153-09:39:23     -229.7
2018/153-09:49:23     -274.0
2018/153-09:59:23     -306.3
2018/153-10:09:23     -325.5
2018/153-10:19:23     -354.1
2018/153-10:29:23     -378.0
2018/153-10:39:23     -374.3
2018/153-10:49:23     -380.2
2018/153-10:59:23     -402.9
2018/153-11:09:23     -410.2
2018/153-11:19:23     -404.8
2018/153-11:29:23     -397.8
2018/153-11:39:23     -364.8
2018/153-11:49:23     -330.1
2018/153-11:59:23     -327.0
2018/153-12:09:23     -315.7
2018/153-12:19:23     -285.6
2018/153-12:29:23     -239.9
2018/153-12:39:23     -210.9
2018/153-12:49:23     -187.1
2018/153-12:59:23     -164.3
2018/153-13:09:23     -141.4
2018/153-13:19:23     -122.6
2018/153-13:29:23     -108.8
2018/153-13:39:23      -99.1
2018/153-13:49:23      -96.3
2018/153-13:59:23     -115.9
2018/153-14:09:23     -152.2
2018/153-14:19:23     -168.6
2018/153-14:29:23     -162.4
2018/153-14:39:23     -161.2
2018/153-14:49:23     -166.0
2018/153-14:59:23     -156.7
2018/153-15:09:23     -141.4
2018/153-15:19:23     -127.4
2018/153-15:29:23     -114.6
2018/153-15:39:23     -100.4
2018/153-15:49:23      -87.3
2018/153-15:59:23      -77.6
2018/153-16:09:23      -71.3
2018/153-16:19:23      -63.1
2018/153-16:29:23      -56.7
2018/153-16:39:23      -52.0
2018/153-16:49:23      -48.5
2018/153-16:59:23      -45.2
2018/153-17:09:23      -42.7
2018/153-17:19:23      -40.7
2018/153-17:29:23      -39.8
2018/153-17:39:23      -42.6
2018/153-17:49:23      -89.7
2018/153-17:59:23     -159.3
2018/153-18:09:23     -223.1
2018/153-18:19:23     -291.6
2018/153-18:29:23     -351.4
2018/153-18:39:23     -389.3
2018/153-18:49:23     -404.5
2018/153-18:59:23     -401.7
2018/153-19:09:23     -384.8
2018/153-19:19:23     -361.8
2018/153-19:29:23     -352.1
2018/153-19:39:23     -334.2
2018/153-19:49:23     -272.7
2018/153-19:59:23     -223.6
2018/153-20:09:23     -197.3
2018/153-20:19:23     -172.4
2018/153-20:29:23     -172.7
2018/153-20:39:23     -215.4
2018/153-20:49:23     -248.5
2018/153-20:59:23     -292.2
2018/153-21:09:23     -339.4
2018/153-21:19:23     -377.6
2018/153-21:29:23     -406.4
2018/153-21:39:23     -418.5
2018/153-21:49:23     -402.8
2018/153-21:59:23     -386.7
2018/153-22:09:23     -363.5
2018/153-22:19:23     -320.4
2018/153-22:29:23     -269.9
2018/153-22:39:23     -308.3
2018/153-22:49:23     -307.3
2018/153-22:59:23     -318.7
2018/153-23:09:23     -343.1
2018/153-23:19:23     -362.1
2018/153-23:29:23     -371.0
2018/153-23:39:23     -383.7
2018/153-23:49:23     -403.1
2018/153-23:59:23     -423.2
2018/154-00:09:23     -432.9
2018/154-00:19:23     -415.6
2018/154-00:29:23     -382.3
2018/154-00:39:23     -375.6
2018/154-00:49:23     -407.9
2018/154-00:59:23     -424.1
2018/154-01:09:23     -427.2
2018/154-01:19:23     -427.5
2018/154-01:29:23     -428.6
2018/154-01:39:23     -420.3
2018/154-01:49:23     -402.4
2018/154-01:59:23     -376.2
2018/154-02:09:23     -347.1
2018/154-02:19:23     -319.2
2018/154-02:29:23     -292.7
2018/154-02:39:23     -262.9
2018/154-02:49:23     -237.2
2018/154-02:59:23     -225.6
2018/154-03:09:23     -222.6
2018/154-03:19:23     -203.4
2018/154-03:29:23     -175.9
2018/154-03:39:23     -156.8
2018/154-03:49:23     -144.4
2018/154-03:59:23     -130.4
2018/154-04:09:23     -116.3
2018/154-04:19:23     -104.6
2018/154-04:29:23      -95.1
2018/154-04:39:23      -91.8
2018/154-04:49:23      -90.8
2018/154-04:59:23      -90.3
2018/154-05:09:23      -87.5
2018/154-05:19:23      -81.3
2018/154-05:29:23      -75.6
2018/154-05:39:23      -70.7
2018/154-05:49:23      -66.7
2018/154-05:59:23      -66.3
2018/154-06:09:23      -61.5
2018/154-06:19:23      -57.5
2018/154-06:29:23      -55.1
2018/154-06:39:23      -54.4
2018/154-06:49:23      -53.6
2018/154-06:59:23      -53.3
2018/154-07:09:23      -53.1
2018/154-07:19:23      -53.4
2018/154-07:29:23      -54.8
2018/154-07:39:23      -56.9
2018/154-07:49:23      -60.1
2018/154-07:59:23      -64.6
2018/154-08:09:23      -65.7
2018/154-08:19:23      -66.1
2018/154-08:29:23      -69.4
2018/154-08:39:23      -81.9
2018/154-08:49:23     -102.6
2018/154-08:59:23     -127.1
2018/154-09:09:23     -149.6
2018/154-09:19:23     -163.3
2018/154-09:29:23     -175.2
2018/154-09:39:23     -191.6
2018/154-09:49:23     -216.2
2018/154-09:59:23     -228.9
2018/154-10:09:23     -231.2
2018/154-10:19:23     -224.6
2018/154-10:29:23     -223.0
2018/154-10:39:23     -223.6
2018/154-10:49:23     -219.1
2018/154-10:59:23     -213.2
2018/154-11:09:23     -217.6
2018/154-11:19:23     -223.8
2018/154-11:29:23     -224.4
2018/154-11:39:23     -235.8
2018/154-11:49:23     -245.1
2018/154-11:59:23     -257.2
2018/154-12:09:23     -272.4
2018/154-12:19:23     -293.0
2018/154-12:29:23     -299.7
2018/154-12:39:23     -294.6
2018/154-12:49:23     -307.5
2018/154-12:59:23     -327.2
2018/154-13:09:23     -320.2
2018/154-13:19:23     -318.8
2018/154-13:29:23     -328.9
2018/154-13:39:23     -332.6
2018/154-13:49:23     -331.8
2018/154-13:59:23     -337.0
2018/154-14:09:23     -347.1
2018/154-14:19:23     -356.4
2018/154-14:29:23     -346.4
2018/154-14:39:23     -299.3
2018/154-14:49:23     -283.0
2018/154-14:59:23     -277.0
2018/154-15:09:23     -286.8
2018/154-15:19:23     -289.1
2018/154-15:29:23     -281.7
2018/154-15:39:23     -278.2
2018/154-15:49:23     -280.8
2018/154-15:59:23     -277.3
2018/154-16:09:23     -269.0
2018/154-16:19:23     -268.5
2018/154-16:29:23     -282.3
2018/154-16:39:23     -292.0
2018/154-16:49:23     -299.6
2018/154-16:59:23     -318.0
2018/154-17:09:23     -305.2
2018/154-17:19:23     -279.9
2018/154-17:29:23     -280.9
2018/154-17:39:23     -296.6
2018/154-17:49:23     -308.2
2018/154-17:59:23     -298.6
2018/154-18:09:23     -254.9
2018/154-18:19:23     -225.9
2018/154-18:29:23     -210.3
2018/154-18:39:23     -186.4
2018/154-18:49:23     -154.6
2018/154-18:59:23     -127.5
2018/154-19:09:23     -106.1
2018/154-19:19:23      -89.7
2018/154-19:29:23      -76.3
2018/154-19:39:23      -65.3
2018/154-19:49:23      -57.4
2018/154-19:59:23      -53.3
2018/154-20:09:23      -50.5
2018/154-20:19:23      -48.6
2018/154-20:29:23      -53.5
2018/154-20:39:23      -69.1
2018/154-20:49:23      -76.4
2018/154-20:59:23      -80.8
2018/154-21:09:23      -87.9
2018/154-21:19:23      -96.2
2018/154-21:29:23     -102.3
2018/154-21:39:23     -102.3
2018/154-21:49:23     -104.4
2018/154-21:59:23     -115.7
2018/154-22:09:23     -124.7
2018/154-22:19:23     -131.8
2018/154-22:29:23     -139.6
2018/154-22:39:23     -141.7
2018/154-22:49:23     -145.2
2018/154-22:59:23     -149.3
2018/154-23:09:23     -153.3
2018/154-23:19:23     -161.1
2018/154-23:29:23     -168.3
2018/154-23:39:23     -170.4
2018/154-23:49:23     -164.4
2018/154-23:59:23     -153.7
2018/155-00:09:23     -143.7
2018/155-00:19:23     -134.4
2018/155-00:29:23     -125.3
2018/155-00:39:23     -116.7
2018/155-00:49:23     -109.3
2018/155-00:59:23     -103.1
2018/155-01:09:23      -98.0
2018/155-01:19:23      -93.9
2018/155-01:29:23      -92.8
2018/155-01:39:23     -100.7
2018/155-01:49:23     -109.2
2018/155-01:59:23     -112.7
2018/155-02:09:23     -111.0
2018/155-02:19:23     -108.7
2018/155-02:29:23     -107.8
2018/155-02:39:23     -106.9
2018/155-02:49:23     -105.2
2018/155-02:59:23     -104.6
2018/155-03:09:23     -105.7
2018/155-03:19:23     -106.7
2018/155-03:29:23     -105.0
2018/155-03:39:23     -103.5
2018/155-03:49:23     -110.5
2018/155-03:59:23     -106.1
2018/155-04:09:23     -100.7
2018/155-04:19:23      -94.4
2018/155-04:29:23      -91.0
2018/155-04:39:23     -103.4
2018/155-04:49:23     -115.4
2018/155-04:59:23     -106.9
2018/155-05:09:23      -97.6
2018/155-05:19:23      -95.9
2018/155-05:29:23      -96.6
2018/155-05:39:23      -96.4
2018/155-05:49:23      -90.3
2018/155-05:59:23      -83.9
2018/155-06:09:23      -81.5
2018/155-06:19:23      -82.5
2018/155-06:29:23      -83.9
2018/155-06:39:23      -85.9
2018/155-06:49:23      -89.6
2018/155-06:59:23      -94.1
2018/155-07:09:23      -97.7
2018/155-07:19:23     -101.7
2018/155-07:29:23     -105.0
2018/155-07:39:23     -106.0
2018/155-07:49:23     -106.0
2018/155-07:59:23     -103.9
2018/155-08:09:23     -101.1
2018/155-08:19:23      -97.2
2018/155-08:29:23      -93.9
2018/155-08:39:23      -91.5
2018/155-08:49:23      -90.2
2018/155-08:59:23      -90.8
2018/155-09:09:23      -92.9
2018/155-09:19:23     -100.3
2018/155-09:29:23     -106.2
2018/155-09:39:23     -107.3
2018/155-09:49:23     -104.9
2018/155-09:59:23     -105.1
2018/155-10:09:23     -105.7
2018/155-10:19:23     -105.1
2018/155-10:29:23     -104.1
2018/155-10:39:23     -104.7
2018/155-10:49:23     -104.4
2018/155-10:59:23     -102.5
2018/155-11:09:23      -98.9
2018/155-11:19:23      -93.6
2018/155-11:29:23      -88.8
2018/155-11:39:23      -86.0
2018/155-11:49:23      -83.4
2018/155-11:59:23      -80.6
2018/155-12:09:23      -77.0
2018/155-12:19:23      -75.1
2018/155-12:29:23      -72.9
2018/155-12:39:23      -69.7
2018/155-12:49:23      -66.1
2018/155-12:59:23      -62.6
2018/155-13:09:23      -59.6
2018/155-13:19:23      -57.0
2018/155-13:29:23      -54.6
2018/155-13:39:23      -53.0
2018/155-13:49:23      -52.4
2018/155-13:59:23      -53.4
2018/155-14:09:23      -55.8
2018/155-14:19:23      -56.1
2018/155-14:29:23      -54.7
2018/155-14:39:23      -53.7
2018/155-14:49:23      -54.5
2018/155-14:59:23      -57.4
2018/155-15:09:23      -61.3
2018/155-15:19:23      -62.9
2018/155-15:29:23      -61.8
2018/155-15:39:23      -60.1
2018/155-15:49:23      -58.4
2018/155-15:59:23      -56.5
2018/155-16:09:23      -54.3
2018/155-16:19:23      -52.4
2018/155-16:29:23      -54.0
2018/155-16:39:23      -62.4
2018/155-16:49:23      -71.4
2018/155-16:59:23      -74.6
2018/155-17:09:23      -73.1
2018/155-17:19:23      -71.5
2018/155-17:29:23      -70.7
2018/155-17:39:23      -75.5
2018/155-17:49:23      -86.1
2018/155-17:59:23      -93.2
2018/155-18:09:23      -95.2
2018/155-18:19:23      -93.3
2018/155-18:29:23      -90.4
2018/155-18:39:23      -87.4
2018/155-18:49:23      -88.9
2018/155-18:59:23      -99.7
2018/155-19:09:23     -107.6
2018/155-19:19:23     -113.2
2018/155-19:29:23     -112.4
2018/155-19:39:23     -114.4
2018/155-19:49:23     -116.8
2018/155-19:59:23     -114.6
2018/155-20:09:23     -109.3
2018/155-20:19:23     -104.4
2018/155-20:29:23     -100.2
2018/155-20:39:23      -94.1
2018/155-20:49:23      -87.3
2018/155-20:59:23      -80.6
2018/155-21:09:23      -74.8
2018/155-21:19:23      -72.5
2018/155-21:29:23      -75.4
2018/155-21:39:23      -80.4
2018/155-21:49:23      -82.5
2018/155-21:59:23      -85.7
2018/155-22:09:23      -92.0
2018/155-22:19:23      -95.4
2018/155-22:29:23      -99.9
2018/155-22:39:23     -102.4
2018/155-22:49:23      -99.1
2018/155-22:59:23      -94.9
2018/155-23:09:23      -93.8
2018/155-23:19:23      -95.4
2018/155-23:29:23      -94.3
2018/155-23:39:23      -91.1
2018/155-23:49:23      -87.7
2018/155-23:59:23      -83.1
2018/156-00:09:23      -80.0
2018/156-00:19:23      -76.1
2018/156-00:29:23      -73.2
2018/156-00:39:23      -70.7
2018/156-00:49:23      -69.1
2018/156-00:59:23      -67.5
2018/156-01:09:23      -66.0
2018/156-01:19:23      -65.1
2018/156-01:29:23      -65.1
2018/156-01:39:23      -66.1
2018/156-01:49:23      -68.2
2018/156-01:59:23      -72.7
2018/156-02:09:23      -80.0
2018/156-02:19:23      -89.9
2018/156-02:29:23      -99.4
2018/156-02:39:23     -102.1
2018/156-02:49:23     -100.7
2018/156-02:59:23      -98.7
2018/156-03:09:23      -97.9
2018/156-03:19:23      -96.7
2018/156-03:29:23      -92.9
2018/156-03:39:23      -86.9
2018/156-03:49:23      -80.5
2018/156-03:59:23      -74.9
2018/156-04:09:23      -70.7
2018/156-04:19:23      -67.3
2018/156-04:29:23      -65.6
2018/156-04:39:23      -63.4
2018/156-04:49:23      -58.6
2018/156-04:59:23      -54.1
2018/156-05:09:23      -51.3
2018/156-05:19:23      -48.9
2018/156-05:29:23      -45.6
2018/156-05:39:23      -42.1
2018/156-05:49:23      -38.5
2018/156-05:59:23      -34.9
2018/156-06:09:23      -32.7
2018/156-06:19:23      -32.3
2018/156-06:29:23      -31.3
2018/156-06:39:23      -29.9
2018/156-06:49:23      -30.0
2018/156-06:59:23      -30.9
2018/156-07:09:23      -31.4
2018/156-07:19:23      -31.7
2018/156-07:29:23      -32.4
2018/156-07:39:23      -33.6
2018/156-07:49:23      -34.1
2018/156-07:59:23      -33.7
2018/156-08:09:23      -31.6
2018/156-08:19:23      -26.6
2018/156-08:29:23      -28.2
2018/156-08:39:23      -31.9
2018/156-08:49:23      -32.9
2018/156-08:59:23      -31.5
2018/156-09:09:23      -30.7
2018/156-09:19:23      -30.6
2018/156-09:29:23      -31.6
2018/156-09:39:23      -35.0
2018/156-09:49:23      -38.0
2018/156-09:59:23      -39.6
2018/156-10:09:23      -40.5
2018/156-10:19:23      -43.0
2018/156-10:29:23      -44.9
2018/156-10:39:23      -46.4
2018/156-10:49:23      -50.1
2018/156-10:59:23      -56.7
2018/156-11:09:23      -63.4
2018/156-11:19:23      -68.3
2018/156-11:29:23      -76.8
2018/156-11:39:23      -85.3
2018/156-11:49:23      -99.0
2018/156-11:59:23     -113.3
2018/156-12:09:23     -127.0
2018/156-12:19:23     -135.2
2018/156-12:29:23     -137.2
2018/156-12:39:23     -132.3
2018/156-12:49:23     -124.7
2018/156-12:59:23     -113.3
2018/156-13:09:23     -101.8
2018/156-13:19:23      -90.9
2018/156-13:29:23      -80.0
2018/156-13:39:23      -70.3
2018/156-13:49:23      -62.4
2018/156-13:59:23      -56.2
2018/156-14:09:23      -51.4
2018/156-14:19:23      -47.7
2018/156-14:29:23      -46.2
2018/156-14:39:23      -44.2
2018/156-14:49:23      -43.6
2018/156-14:59:23      -42.6
2018/156-15:09:23      -44.5
2018/156-15:19:23      -50.5
2018/156-15:29:23      -54.6
2018/156-15:39:23      -54.8
2018/156-15:49:23      -55.2
2018/156-15:59:23      -57.1
2018/156-16:09:23      -58.8
2018/156-16:19:23      -59.8
2018/156-16:29:23      -62.5
2018/156-16:39:23      -68.9
2018/156-16:49:23      -80.1
2018/156-16:59:23      -88.4
2018/156-17:09:23      -92.2
2018/156-17:19:23      -97.6
2018/156-17:29:23     -106.5
2018/156-17:39:23     -114.9
2018/156-17:49:23     -122.6
2018/156-17:59:23     -129.3
2018/156-18:09:23     -131.2
2018/156-18:19:23     -124.7
2018/156-18:29:23     -118.1
2018/156-18:39:23     -112.0
2018/156-18:49:23     -109.0
2018/156-18:59:23     -108.3
2018/156-19:09:23      -98.3
2018/156-19:19:23      -87.5
2018/156-19:29:23      -79.4
2018/156-19:39:23      -74.4
2018/156-19:49:23      -68.0
2018/156-19:59:23      -61.8
2018/156-20:09:23      -56.4
2018/156-20:19:23      -51.4
2018/156-20:29:23      -46.6
2018/156-20:39:23      -42.8
2018/156-20:49:23      -39.7
2018/156-20:59:23      -37.3
2018/156-21:09:23      -40.4
2018/156-21:19:23      -38.5
2018/156-21:29:23      -36.3
2018/156-21:39:23      -34.4
2018/156-21:49:23      -33.6
2018/156-21:59:23      -32.3
2018/156-22:09:23      -31.1
2018/156-22:19:23      -30.1
2018/156-22:29:23      -31.0
2018/156-22:39:23      -29.9
2018/156-22:49:23      -36.2
2018/156-22:59:23      -43.4
2018/156-23:09:23      -47.8
2018/156-23:19:23      -51.8
2018/156-23:29:23      -57.3
2018/156-23:39:23      -61.2
2018/156-23:49:23      -60.9
2018/156-23:59:23      -58.5
2018/157-00:09:23      -56.4
2018/157-00:19:23      -54.0
2018/157-00:29:23      -50.2
2018/157-00:39:23      -45.8
2018/157-00:49:23      -42.9
2018/157-00:59:23      -42.6
2018/157-01:09:23      -41.8
2018/157-01:19:23      -41.9
2018/157-01:29:23      -44.2
2018/157-01:39:23      -47.1
2018/157-01:49:23      -48.4
2018/157-01:59:23      -45.5
2018/157-02:09:23      -44.1
2018/157-02:19:23      -42.9
2018/157-02:29:23      -41.4
2018/157-02:39:23      -40.8
2018/157-02:49:23      -37.9
2018/157-02:59:23      -37.0
2018/157-03:09:23      -38.8
2018/157-03:19:23      -40.0
2018/157-03:29:23      -41.2
2018/157-03:39:23      -45.9
2018/157-03:49:23      -51.9
2018/157-03:59:23      -59.1
2018/157-04:09:23      -68.5
2018/157-04:19:23      -74.8
2018/157-04:29:23      -77.9
2018/157-04:39:23      -80.2
2018/157-04:49:23      -81.6
2018/157-04:59:23      -83.1
2018/157-05:09:23      -84.5
2018/157-05:19:23      -85.3
2018/157-05:29:23      -85.1
2018/157-05:39:23      -84.9
2018/157-05:49:23      -84.9
2018/157-05:59:23      -84.4
2018/157-06:09:23      -84.0
2018/157-06:19:23      -84.1
2018/157-06:29:23      -84.3
2018/157-06:39:23      -83.9
2018/157-06:49:23      -81.9
2018/157-06:59:23      -79.6
2018/157-07:09:23      -77.8
2018/157-07:19:23      -73.7
2018/157-07:29:23      -70.2
2018/157-07:39:23      -67.6
2018/157-07:49:23      -65.3
2018/157-07:59:23      -63.2
2018/157-08:09:23      -59.9
2018/157-08:19:23      -56.1
2018/157-08:29:23      -52.4
2018/157-08:39:23      -49.2
2018/157-08:49:23      -46.1
2018/157-08:59:23      -42.8
2018/157-09:09:23      -39.3
2018/157-09:19:23      -36.1
2018/157-09:29:23      -33.4
2018/157-09:39:23      -31.1
2018/157-09:49:23      -29.1
2018/157-09:59:23      -27.7
2018/157-10:09:23      -26.6
2018/157-10:19:23      -25.8
2018/157-10:29:23      -25.2
2018/157-10:39:23      -24.7
2018/157-10:49:23      -24.4
2018/157-10:59:23      -24.2
2018/157-11:09:23      -24.1
2018/157-11:19:23      -24.0
2018/157-11:29:23      -23.9
2018/157-11:39:23      -24.0
2018/157-11:49:23      -24.2
2018/157-11:59:23      -24.6
2018/157-12:09:23      -24.9
2018/157-12:19:23      -25.6
2018/157-12:29:23      -28.9
2018/157-12:39:23      -32.9
2018/157-12:49:23      -38.4
2018/157-12:59:23      -42.3
2018/157-13:09:23      -47.1
2018/157-13:19:23      -53.2
2018/157-13:29:23      -59.8
2018/157-13:39:23      -65.6
2018/157-13:49:23      -70.8
2018/157-13:59:23      -77.5
2018/157-14:09:23      -84.4
2018/157-14:19:23      -93.1
2018/157-14:29:23     -105.6
2018/157-14:39:23     -121.3
2018/157-14:49:23     -135.4
2018/157-14:59:23     -143.1
2018/157-15:09:23     -151.1
2018/157-15:19:23     -166.3
2018/157-15:29:23     -175.4
2018/157-15:39:23     -172.7
2018/157-15:49:23     -163.3
2018/157-15:59:23     -155.9
2018/157-16:09:23     -152.1
2018/157-16:19:23     -155.4
2018/157-16:29:23     -162.7
2018/157-16:39:23     -165.7
2018/157-16:49:23     -168.1
2018/157-16:59:23     -170.2
2018/157-17:09:23     -171.3
2018/157-17:19:23     -182.1
2018/157-17:29:23     -204.4
2018/157-17:39:23     -217.1
2018/157-17:49:23     -213.9
2018/157-17:59:23     -223.9
2018/157-18:09:23     -253.4
2018/157-18:19:23     -284.5
2018/157-18:29:23     -317.0
2018/157-18:39:23     -352.4
2018/157-18:49:23     -387.4
2018/157-18:59:23     -418.9
2018/157-19:09:23     -445.3
2018/157-19:19:23     -467.1
2018/157-19:29:23     -485.0
2018/157-19:39:23     -495.7
2018/157-19:49:23     -495.3
2018/157-19:59:23     -490.1
2018/157-20:09:23     -484.4
2018/157-20:19:23     -472.5
2018/157-20:29:23     -453.9
2018/157-20:39:23     -434.6
2018/157-20:49:23     -419.1
2018/157-20:59:23     -407.5
2018/157-21:09:23     -398.3
2018/157-21:19:23     -390.9
2018/157-21:29:23     -386.5
2018/157-21:39:23     -383.3
2018/157-21:49:23     -376.8
2018/157-21:59:23     -367.3
2018/157-22:09:23     -357.7
2018/157-22:19:23     -348.3
2018/157-22:29:23     -336.7
2018/157-22:39:23     -324.2
2018/157-22:49:23     -315.7
2018/157-22:59:23     -306.7
2018/157-23:09:23     -295.3
2018/157-23:19:23     -286.2
2018/157-23:29:23     -281.5
2018/157-23:39:23     -277.4
2018/157-23:49:23     -272.1
2018/157-23:59:23     -266.1
2018/158-00:09:23     -259.3
2018/158-00:19:23     -256.3
2018/158-00:29:23     -253.1
2018/158-00:39:23     -250.4
2018/158-00:49:23     -248.4
2018/158-00:59:23     -246.5
2018/158-01:09:23     -244.5
2018/158-01:19:23     -243.0
2018/158-01:29:23     -241.3
