      Time          Predicted AE
2013/127-11:10:00       63.6
2013/127-11:20:00       62.0
2013/127-11:30:00       62.3
2013/127-11:40:00       62.4
2013/127-11:50:00       62.0
2013/127-12:00:00       62.7
2013/127-12:10:00       62.7
2013/127-12:20:00       61.2
2013/127-12:30:00       60.0
2013/127-12:40:00       58.5
2013/127-12:50:00       56.6
2013/127-13:00:00       54.7
2013/127-13:10:00       52.9
2013/127-13:20:00       51.6
2013/127-13:30:00       51.2
2013/127-13:40:00       51.8
2013/127-13:50:00       53.8
2013/127-14:00:00       55.4
2013/127-14:10:00       53.5
2013/127-14:20:00       52.2
2013/127-14:30:00       51.5
2013/127-14:40:00       51.4
2013/127-14:50:00       51.0
2013/127-15:00:00       54.5
2013/127-15:10:00       67.8
2013/127-15:20:00      107.1
2013/127-15:30:00      180.3
2013/127-15:40:00      261.5
2013/127-15:50:00      344.1
2013/127-16:00:00      425.1
2013/127-16:10:00      499.1
2013/127-16:20:00      553.9
2013/127-16:30:00      597.2
2013/127-16:40:00      633.0
2013/127-16:50:00      652.7
2013/127-17:00:00      653.6
2013/127-17:10:00      643.7
2013/127-17:20:00      633.1
2013/127-17:30:00      614.0
2013/127-17:40:00      601.5
2013/127-17:50:00      610.8
2013/127-18:00:00      623.5
2013/127-18:10:00      629.0
2013/127-18:20:00      627.6
2013/127-18:30:00      628.9
2013/127-18:40:00      621.7
2013/127-18:50:00      596.2
2013/127-19:00:00      544.2
2013/127-19:10:00      477.3
2013/127-19:20:00      417.0
2013/127-19:30:00      362.0
2013/127-19:40:00      315.2
2013/127-19:50:00      282.8
2013/127-20:00:00      285.6
2013/127-20:10:00      302.0
2013/127-20:20:00      298.7
2013/127-20:30:00      258.6
2013/127-20:40:00      225.2
2013/127-20:50:00      201.7
2013/127-21:00:00      181.0
2013/127-21:10:00      159.5
2013/127-21:20:00      142.2
2013/127-21:30:00      128.1
2013/127-21:40:00      115.4
2013/127-21:50:00      103.8
2013/127-22:00:00       95.3
2013/127-22:10:00       95.2
2013/127-22:20:00      106.4
2013/127-22:30:00      136.0
2013/127-22:40:00      166.9
2013/127-22:50:00      179.9
2013/127-23:00:00      185.0
2013/127-23:10:00      201.5
2013/127-23:20:00      241.4
2013/127-23:30:00      262.4
2013/127-23:40:00      254.8
2013/127-23:50:00      239.7
2013/128-00:00:00      227.5
2013/128-00:10:00      214.6
2013/128-00:20:00      207.0
2013/128-00:30:00      221.0
2013/128-00:40:00      244.5
2013/128-00:50:00      269.3
2013/128-01:00:00      290.2
2013/128-01:10:00      309.3
2013/128-01:20:00      311.1
2013/128-01:30:00      317.2
2013/128-01:40:00      322.8
2013/128-01:50:00      342.2
2013/128-02:00:00      355.8
2013/128-02:10:00      385.3
2013/128-02:20:00      409.6
2013/128-02:30:00      413.3
2013/128-02:40:00      396.2
2013/128-02:50:00      384.6
2013/128-03:00:00      403.9
2013/128-03:10:00      426.4
2013/128-03:20:00      456.7
2013/128-03:30:00      482.3
2013/128-03:40:00      501.7
2013/128-03:50:00      504.0
2013/128-04:00:00      494.1
2013/128-04:10:00      499.2
2013/128-04:20:00      513.8
2013/128-04:30:00      516.4
2013/128-04:40:00      506.2
2013/128-04:50:00      500.2
2013/128-05:00:00      510.0
2013/128-05:10:00      512.6
2013/128-05:20:00      518.5
2013/128-05:30:00      497.8
2013/128-05:40:00      449.3
2013/128-05:50:00      413.8
2013/128-06:00:00      404.0
2013/128-06:10:00      407.7
2013/128-06:20:00      405.6
2013/128-06:30:00      388.6
2013/128-06:40:00      360.4
2013/128-06:50:00      324.6
2013/128-07:00:00      295.3
2013/128-07:10:00      266.1
2013/128-07:20:00      235.8
2013/128-07:30:00      221.7
2013/128-07:40:00      205.1
2013/128-07:50:00      182.9
2013/128-08:00:00      161.1
2013/128-08:10:00      144.7
2013/128-08:20:00      130.5
2013/128-08:30:00      118.7
2013/128-08:40:00      111.4
2013/128-08:50:00      109.1
2013/128-09:00:00      118.9
2013/128-09:10:00      136.7
2013/128-09:20:00      159.9
2013/128-09:30:00      182.6
2013/128-09:40:00      214.1
2013/128-09:50:00      259.3
2013/128-10:00:00      311.8
2013/128-10:10:00      355.3
2013/128-10:20:00      388.1
2013/128-10:30:00      418.5
2013/128-10:40:00      446.5
2013/128-10:50:00      455.5
2013/128-11:00:00      455.0
2013/128-11:10:00      440.5
2013/128-11:20:00      400.5
2013/128-11:30:00      358.6
2013/128-11:40:00      323.2
2013/128-11:50:00      305.7
2013/128-12:00:00      289.4
2013/128-12:10:00      284.5
2013/128-12:20:00      312.5
2013/128-12:30:00      314.6
2013/128-12:40:00      297.9
2013/128-12:50:00      273.0
2013/128-13:00:00      259.8
2013/128-13:10:00      251.6
2013/128-13:20:00      250.8
2013/128-13:30:00      251.3
2013/128-13:40:00      254.6
2013/128-13:50:00      266.9
2013/128-14:00:00      285.3
2013/128-14:10:00      308.0
2013/128-14:20:00      336.3
2013/128-14:30:00      359.0
2013/128-14:40:00      382.8
2013/128-14:50:00      398.8
2013/128-15:00:00      420.4
2013/128-15:10:00      451.8
2013/128-15:20:00      482.9
2013/128-15:30:00      505.1
2013/128-15:40:00      518.9
2013/128-15:50:00      528.1
2013/128-16:00:00      534.4
2013/128-16:10:00      530.3
2013/128-16:20:00      533.5
2013/128-16:30:00      518.9
2013/128-16:40:00      484.2
2013/128-16:50:00      446.8
2013/128-17:00:00      398.0
2013/128-17:10:00      346.6
2013/128-17:20:00      298.4
2013/128-17:30:00      258.4
2013/128-17:40:00      223.1
2013/128-17:50:00      196.8
2013/128-18:00:00      188.5
2013/128-18:10:00      186.9
2013/128-18:20:00      206.5
2013/128-18:30:00      220.2
2013/128-18:40:00      226.1
2013/128-18:50:00      227.4
2013/128-19:00:00      231.2
2013/128-19:10:00      226.5
2013/128-19:20:00      212.7
2013/128-19:30:00      196.9
2013/128-19:40:00      185.6
2013/128-19:50:00      177.1
2013/128-20:00:00      185.5
2013/128-20:10:00      205.6
2013/128-20:20:00      239.2
2013/128-20:30:00      257.6
2013/128-20:40:00      261.9
2013/128-20:50:00      273.8
2013/128-21:00:00      302.3
2013/128-21:10:00      330.1
2013/128-21:20:00      354.4
2013/128-21:30:00      371.5
2013/128-21:40:00      365.6
2013/128-21:50:00      364.1
2013/128-22:00:00      340.4
2013/128-22:10:00      309.9
2013/128-22:20:00      278.4
2013/128-22:30:00      253.6
2013/128-22:40:00      229.6
2013/128-22:50:00      213.1
2013/128-23:00:00      212.0
2013/128-23:10:00      224.3
2013/128-23:20:00      246.8
2013/128-23:30:00      269.6
2013/128-23:40:00      253.7
2013/128-23:50:00      245.3
2013/129-00:00:00      252.0
2013/129-00:10:00      256.5
2013/129-00:20:00      245.3
2013/129-00:30:00      231.0
2013/129-00:40:00      216.1
2013/129-00:50:00      200.7
2013/129-01:00:00      185.9
2013/129-01:10:00      175.6
2013/129-01:20:00      164.9
2013/129-01:30:00      147.5
2013/129-01:40:00      132.7
2013/129-01:50:00      122.5
2013/129-02:00:00      119.4
2013/129-02:10:00      129.3
2013/129-02:20:00      138.5
2013/129-02:30:00      137.6
2013/129-02:40:00      138.0
2013/129-02:50:00      141.3
2013/129-03:00:00      144.2
2013/129-03:10:00      148.8
2013/129-03:20:00      149.9
2013/129-03:30:00      155.3
2013/129-03:40:00      155.2
2013/129-03:50:00      148.5
2013/129-04:00:00      142.6
2013/129-04:10:00      147.9
2013/129-04:20:00      160.7
2013/129-04:30:00      184.3
2013/129-04:40:00      216.2
2013/129-04:50:00      234.1
2013/129-05:00:00      256.4
2013/129-05:10:00      266.8
2013/129-05:20:00      281.2
2013/129-05:30:00      295.2
2013/129-05:40:00      308.4
2013/129-05:50:00      312.9
2013/129-06:00:00      306.0
2013/129-06:10:00      285.4
2013/129-06:20:00      255.6
2013/129-06:30:00      228.2
2013/129-06:40:00      203.0
2013/129-06:50:00      179.1
2013/129-07:00:00      157.5
2013/129-07:10:00      139.8
2013/129-07:20:00      123.7
2013/129-07:30:00      110.1
2013/129-07:40:00       99.3
2013/129-07:50:00       91.6
2013/129-08:00:00       87.6
2013/129-08:10:00       84.3
2013/129-08:20:00       86.5
2013/129-08:30:00      104.5
2013/129-08:40:00      147.7
2013/129-08:50:00      205.8
2013/129-09:00:00      263.1
2013/129-09:10:00      317.1
2013/129-09:20:00      369.1
2013/129-09:30:00      407.7
2013/129-09:40:00      425.6
2013/129-09:50:00      431.3
2013/129-10:00:00      435.5
2013/129-10:10:00      443.9
2013/129-10:20:00      448.4
2013/129-10:30:00      452.5
2013/129-10:40:00      456.8
2013/129-10:50:00      444.6
2013/129-11:00:00      430.9
2013/129-11:10:00      428.4
2013/129-11:20:00      436.2
2013/129-11:30:00      446.8
2013/129-11:40:00      456.5
2013/129-11:50:00      473.2
2013/129-12:00:00      478.6
2013/129-12:10:00      469.4
2013/129-12:20:00      452.7
2013/129-12:30:00      438.3
2013/129-12:40:00      426.0
2013/129-12:50:00      419.8
2013/129-13:00:00      420.5
2013/129-13:10:00      420.2
2013/129-13:20:00      416.2
2013/129-13:30:00      412.8
2013/129-13:40:00      407.8
2013/129-13:50:00      391.4
2013/129-14:00:00      364.2
2013/129-14:10:00      339.5
2013/129-14:20:00      316.4
2013/129-14:30:00      299.5
2013/129-14:40:00      286.8
2013/129-14:50:00      267.9
2013/129-15:00:00      247.3
2013/129-15:10:00      239.5
2013/129-15:20:00      235.7
2013/129-15:30:00      237.7
2013/129-15:40:00      232.8
2013/129-15:50:00      220.7
2013/129-16:00:00      219.5
2013/129-16:10:00      228.1
2013/129-16:20:00      237.1
2013/129-16:30:00      253.3
2013/129-16:40:00      268.4
2013/129-16:50:00      277.6
2013/129-17:00:00      288.5
2013/129-17:10:00      311.6
2013/129-17:20:00      337.5
2013/129-17:30:00      369.9
2013/129-17:40:00      393.9
2013/129-17:50:00      408.4
2013/129-18:00:00      421.7
2013/129-18:10:00      432.9
2013/129-18:20:00      432.2
2013/129-18:30:00      425.9
2013/129-18:40:00      418.6
2013/129-18:50:00      409.7
2013/129-19:00:00      397.8
2013/129-19:10:00      382.9
2013/129-19:20:00      365.6
2013/129-19:30:00      352.1
2013/129-19:40:00      344.4
2013/129-19:50:00      340.4
2013/129-20:00:00      336.7
2013/129-20:10:00      333.2
2013/129-20:20:00      329.0
2013/129-20:30:00      321.8
2013/129-20:40:00      310.1
2013/129-20:50:00      289.4
2013/129-21:00:00      263.8
2013/129-21:10:00      237.6
2013/129-21:20:00      213.7
2013/129-21:30:00      193.7
2013/129-21:40:00      177.5
2013/129-21:50:00      162.7
2013/129-22:00:00      149.4
2013/129-22:10:00      138.5
2013/129-22:20:00      132.3
2013/129-22:30:00      134.6
2013/129-22:40:00      150.0
2013/129-22:50:00      174.4
2013/129-23:00:00      196.4
2013/129-23:10:00      212.4
2013/129-23:20:00      224.4
2013/129-23:30:00      233.2
2013/129-23:40:00      242.6
2013/129-23:50:00      254.0
2013/130-00:00:00      266.3
2013/130-00:10:00      275.7
2013/130-00:20:00      283.1
2013/130-00:30:00      290.9
2013/130-00:40:00      296.1
2013/130-00:50:00      283.6
2013/130-01:00:00      262.6
2013/130-01:10:00      245.4
2013/130-01:20:00      234.6
2013/130-01:30:00      227.9
2013/130-01:40:00      230.0
2013/130-01:50:00      237.8
2013/130-02:00:00      237.6
2013/130-02:10:00      232.4
2013/130-02:20:00      230.5
2013/130-02:30:00      226.5
2013/130-02:40:00      216.8
2013/130-02:50:00      203.6
2013/130-03:00:00      190.0
2013/130-03:10:00      174.4
2013/130-03:20:00      161.0
2013/130-03:30:00      150.1
2013/130-03:40:00      155.0
2013/130-03:50:00      166.6
2013/130-04:00:00      174.7
2013/130-04:10:00      177.2
2013/130-04:20:00      175.1
2013/130-04:30:00      173.6
2013/130-04:40:00      177.6
2013/130-04:50:00      185.3
2013/130-05:00:00      192.6
2013/130-05:10:00      196.2
2013/130-05:20:00      195.4
2013/130-05:30:00      191.7
2013/130-05:40:00      186.6
2013/130-05:50:00      181.9
2013/130-06:00:00      181.2
2013/130-06:10:00      184.0
2013/130-06:20:00      188.2
2013/130-06:30:00      194.0
2013/130-06:40:00      202.1
2013/130-06:50:00      209.7
2013/130-07:00:00      224.9
2013/130-07:10:00      246.3
2013/130-07:20:00      268.7
2013/130-07:30:00      289.4
2013/130-07:40:00      307.7
2013/130-07:50:00      316.8
2013/130-08:00:00      313.8
2013/130-08:10:00      307.3
2013/130-08:20:00      304.3
2013/130-08:30:00      302.3
2013/130-08:40:00      297.8
2013/130-08:50:00      294.1
2013/130-09:00:00      293.4
2013/130-09:10:00      295.3
2013/130-09:20:00      296.9
2013/130-09:30:00      295.6
2013/130-09:40:00      289.4
2013/130-09:50:00      275.5
2013/130-10:00:00      255.6
2013/130-10:10:00      230.6
2013/130-10:20:00      209.1
2013/130-10:30:00      189.1
2013/130-10:40:00      171.5
2013/130-10:50:00      157.2
2013/130-11:00:00      149.4
2013/130-11:10:00      164.2
2013/130-11:20:00      193.6
2013/130-11:30:00      231.0
2013/130-11:40:00      267.9
2013/130-11:50:00      298.4
2013/130-12:00:00      319.3
2013/130-12:10:00      323.7
2013/130-12:20:00      308.7
2013/130-12:30:00      293.3
2013/130-12:40:00      282.4
2013/130-12:50:00      272.6
2013/130-13:00:00      262.7
2013/130-13:10:00      250.6
2013/130-13:20:00      225.3
2013/130-13:30:00      200.9
2013/130-13:40:00      180.3
2013/130-13:50:00      167.7
2013/130-14:00:00      160.6
2013/130-14:10:00      161.2
2013/130-14:20:00      164.3
2013/130-14:30:00      169.7
2013/130-14:40:00      179.5
2013/130-14:50:00      193.7
2013/130-15:00:00      209.7
2013/130-15:10:00      226.4
2013/130-15:20:00      242.7
2013/130-15:30:00      259.4
2013/130-15:40:00      266.6
2013/130-15:50:00      275.3
2013/130-16:00:00      275.1
2013/130-16:10:00      268.4
2013/130-16:20:00      258.3
2013/130-16:30:00      248.5
2013/130-16:40:00      237.6
2013/130-16:50:00      228.0
2013/130-17:00:00      222.4
2013/130-17:10:00      220.2
2013/130-17:20:00      220.7
2013/130-17:30:00      215.1
2013/130-17:40:00      208.4
2013/130-17:50:00      212.5
2013/130-18:00:00      220.4
2013/130-18:10:00      228.2
2013/130-18:20:00      238.7
2013/130-18:30:00      248.2
2013/130-18:40:00      250.3
2013/130-18:50:00      253.0
2013/130-19:00:00      255.1
2013/130-19:10:00      257.9
2013/130-19:20:00      262.4
2013/130-19:30:00      261.0
2013/130-19:40:00      257.7
2013/130-19:50:00      252.4
2013/130-20:00:00      248.2
2013/130-20:10:00      243.5
2013/130-20:20:00      239.1
2013/130-20:30:00      236.2
2013/130-20:40:00      232.8
2013/130-20:50:00      222.9
2013/130-21:00:00      215.6
2013/130-21:10:00      216.9
2013/130-21:20:00      226.2
2013/130-21:30:00      234.3
2013/130-21:40:00      241.1
2013/130-21:50:00      233.1
2013/130-22:00:00      221.1
2013/130-22:10:00      211.1
2013/130-22:20:00      205.9
2013/130-22:30:00      200.1
2013/130-22:40:00      196.1
2013/130-22:50:00      194.7
2013/130-23:00:00      195.4
2013/130-23:10:00      196.9
2013/130-23:20:00      199.4
2013/130-23:30:00      204.3
2013/130-23:40:00      207.0
2013/130-23:50:00      207.9
2013/131-00:00:00      204.6
2013/131-00:10:00      209.7
2013/131-00:20:00      206.9
2013/131-00:30:00      199.2
2013/131-00:40:00      189.9
2013/131-00:50:00      183.0
2013/131-01:00:00      175.2
2013/131-01:10:00      165.9
2013/131-01:20:00      156.4
2013/131-01:30:00      152.6
2013/131-01:40:00      143.9
2013/131-01:50:00      132.2
2013/131-02:00:00      120.8
2013/131-02:10:00      114.6
2013/131-02:20:00      111.9
2013/131-02:30:00      105.3
2013/131-02:40:00       95.1
2013/131-02:50:00       86.9
2013/131-03:00:00       80.5
2013/131-03:10:00       74.9
2013/131-03:20:00       68.1
2013/131-03:30:00       61.4
2013/131-03:40:00       56.1
2013/131-03:50:00       51.5
2013/131-04:00:00       49.3
2013/131-04:10:00       46.3
2013/131-04:20:00       45.4
2013/131-04:30:00       44.8
2013/131-04:40:00       42.2
2013/131-04:50:00       40.2
2013/131-05:00:00       38.7
2013/131-05:10:00       36.0
2013/131-05:20:00       35.5
2013/131-05:30:00       37.9
2013/131-05:40:00       39.7
2013/131-05:50:00       43.8
2013/131-06:00:00       46.3
2013/131-06:10:00       44.1
2013/131-06:20:00       42.2
2013/131-06:30:00       42.3
2013/131-06:40:00       42.4
2013/131-06:50:00       41.8
2013/131-07:00:00       41.0
2013/131-07:10:00       40.0
2013/131-07:20:00       39.1
2013/131-07:30:00       38.6
2013/131-07:40:00       40.5
2013/131-07:50:00       43.7
2013/131-08:00:00       49.1
2013/131-08:10:00       59.7
2013/131-08:20:00       78.5
2013/131-08:30:00      105.2
2013/131-08:40:00      136.4
2013/131-08:50:00      167.2
2013/131-09:00:00      189.2
2013/131-09:10:00      205.5
2013/131-09:20:00      214.3
2013/131-09:30:00      218.7
2013/131-09:40:00      224.0
2013/131-09:50:00      234.4
2013/131-10:00:00      245.8
2013/131-10:10:00      255.2
2013/131-10:20:00      257.7
2013/131-10:30:00      249.1
2013/131-10:40:00      237.9
2013/131-10:50:00      236.7
2013/131-11:00:00      239.3
2013/131-11:10:00      236.1
2013/131-11:20:00      228.6
2013/131-11:30:00      216.3
2013/131-11:40:00      199.0
2013/131-11:50:00      182.0
2013/131-12:00:00      167.5
2013/131-12:10:00      156.9
2013/131-12:20:00      157.2
2013/131-12:30:00      166.6
2013/131-12:40:00      177.9
2013/131-12:50:00      190.9
2013/131-13:00:00      204.7
2013/131-13:10:00      219.0
2013/131-13:20:00      234.5
2013/131-13:30:00      249.9
2013/131-13:40:00      263.9
2013/131-13:50:00      277.2
2013/131-14:00:00      290.9
2013/131-14:10:00      305.1
2013/131-14:20:00      317.1
2013/131-14:30:00      324.9
2013/131-14:40:00      332.6
2013/131-14:50:00      338.0
2013/131-15:00:00      341.4
2013/131-15:10:00      341.1
2013/131-15:20:00      338.6
2013/131-15:30:00      337.2
2013/131-15:40:00      339.4
2013/131-15:50:00      342.7
2013/131-16:00:00      345.2
2013/131-16:10:00      348.5
2013/131-16:20:00      351.7
2013/131-16:30:00      351.1
2013/131-16:40:00      347.7
2013/131-16:50:00      343.1
2013/131-17:00:00      337.7
2013/131-17:10:00      331.6
2013/131-17:20:00      324.1
2013/131-17:30:00      313.8
2013/131-17:40:00      301.4
2013/131-17:50:00      288.2
2013/131-18:00:00      273.9
2013/131-18:10:00      258.0
2013/131-18:20:00      243.6
2013/131-18:30:00      230.3
2013/131-18:40:00      216.6
2013/131-18:50:00      202.1
2013/131-19:00:00      190.0
2013/131-19:10:00      183.1
2013/131-19:20:00      179.6
2013/131-19:30:00      176.6
2013/131-19:40:00      172.5
2013/131-19:50:00      165.6
2013/131-20:00:00      158.1
2013/131-20:10:00      152.2
2013/131-20:20:00      146.6
2013/131-20:30:00      141.3
2013/131-20:40:00      137.6
2013/131-20:50:00      134.1
2013/131-21:00:00      129.2
2013/131-21:10:00      121.7
2013/131-21:20:00      113.1
2013/131-21:30:00      106.2
2013/131-21:40:00      102.0
2013/131-21:50:00       97.4
2013/131-22:00:00       90.2
2013/131-22:10:00       84.5
2013/131-22:20:00       78.1
2013/131-22:30:00       72.1
2013/131-22:40:00       66.4
2013/131-22:50:00       61.7
2013/131-23:00:00       57.8
2013/131-23:10:00       55.0
2013/131-23:20:00       49.5
2013/131-23:30:00       46.1
2013/131-23:40:00       43.0
2013/131-23:50:00       40.5
2013/132-00:00:00       38.7
2013/132-00:10:00       38.0
2013/132-00:20:00       39.0
2013/132-00:30:00       42.0
2013/132-00:40:00       44.9
2013/132-00:50:00       45.8
2013/132-01:00:00       44.8
2013/132-01:10:00       43.9
2013/132-01:20:00       43.2
2013/132-01:30:00       43.0
2013/132-01:40:00       43.6
2013/132-01:50:00       43.8
2013/132-02:00:00       43.4
2013/132-02:10:00       42.8
2013/132-02:20:00       42.5
2013/132-02:30:00       42.0
2013/132-02:40:00       40.9
2013/132-02:50:00       39.9
2013/132-03:00:00       39.3
2013/132-03:10:00       38.5
2013/132-03:20:00       37.1
2013/132-03:30:00       35.5
2013/132-03:40:00       34.0
2013/132-03:50:00       32.6
2013/132-04:00:00       31.7
2013/132-04:10:00       31.8
2013/132-04:20:00       35.1
2013/132-04:30:00       36.4
2013/132-04:40:00       36.7
2013/132-04:50:00       36.3
2013/132-05:00:00       36.4
2013/132-05:10:00       35.9
2013/132-05:20:00       35.2
2013/132-05:30:00       34.3
2013/132-05:40:00       33.4
2013/132-05:50:00       32.5
2013/132-06:00:00       31.5
2013/132-06:10:00       30.9
2013/132-06:20:00       31.0
2013/132-06:30:00       31.9
2013/132-06:40:00       35.3
2013/132-06:50:00       39.2
2013/132-07:00:00       41.5
2013/132-07:10:00       42.6
2013/132-07:20:00       43.2
2013/132-07:30:00       43.5
2013/132-07:40:00       43.6
2013/132-07:50:00       43.1
2013/132-08:00:00       42.3
2013/132-08:10:00       41.3
2013/132-08:20:00       40.2
2013/132-08:30:00       39.1
2013/132-08:40:00       38.3
2013/132-08:50:00       38.2
2013/132-09:00:00       38.1
2013/132-09:10:00       38.3
2013/132-09:20:00       39.8
2013/132-09:30:00       40.7
2013/132-09:40:00       41.1
2013/132-09:50:00       41.2
2013/132-10:00:00       41.5
2013/132-10:10:00       41.6
2013/132-10:20:00       41.7
2013/132-10:30:00       42.2
2013/132-10:40:00       41.9
2013/132-10:50:00       41.4
2013/132-11:00:00       41.1
2013/132-11:10:00       41.0
2013/132-11:20:00       40.9
2013/132-11:30:00       41.3
2013/132-11:40:00       41.2
2013/132-11:50:00       40.9
2013/132-12:00:00       40.6
2013/132-12:10:00       40.5
2013/132-12:20:00       40.1
2013/132-12:30:00       39.7
2013/132-12:40:00       39.3
2013/132-12:50:00       38.9
2013/132-13:00:00       38.4
2013/132-13:10:00       37.9
2013/132-13:20:00       37.5
2013/132-13:30:00       37.0
2013/132-13:40:00       36.6
2013/132-13:50:00       36.3
2013/132-14:00:00       35.9
2013/132-14:10:00       35.6
2013/132-14:20:00       35.3
2013/132-14:30:00       35.0
2013/132-14:40:00       34.8
2013/132-14:50:00       34.6
2013/132-15:00:00       34.4
2013/132-15:10:00       34.3
2013/132-15:20:00       34.1
2013/132-15:30:00       34.1
2013/132-15:40:00       34.0
2013/132-15:50:00       33.9
2013/132-16:00:00       33.8
2013/132-16:10:00       33.8
2013/132-16:20:00       33.7
2013/132-16:30:00       33.7
2013/132-16:40:00       33.6
2013/132-16:50:00       33.7
2013/132-17:00:00       34.0
2013/132-17:10:00       34.4
2013/132-17:20:00       34.8
2013/132-17:30:00       35.4
2013/132-17:40:00       35.6
2013/132-17:50:00       35.6
2013/132-18:00:00       35.4
2013/132-18:10:00       35.4
2013/132-18:20:00       35.1
2013/132-18:30:00       35.0
2013/132-18:40:00       34.8
2013/132-18:50:00       34.6
2013/132-19:00:00       34.2
2013/132-19:10:00       33.8
2013/132-19:20:00       33.4
2013/132-19:30:00       32.9
2013/132-19:40:00       32.4
2013/132-19:50:00       31.9
2013/132-20:00:00       31.9
2013/132-20:10:00       32.6
2013/132-20:20:00       35.8
2013/132-20:30:00       41.5
2013/132-20:40:00       50.3
2013/132-20:50:00       62.8
2013/132-21:00:00       77.1
2013/132-21:10:00       89.8
2013/132-21:20:00       97.9
2013/132-21:30:00      102.3
2013/132-21:40:00      106.2
2013/132-21:50:00      112.6
2013/132-22:00:00      118.3
2013/132-22:10:00      114.4
2013/132-22:20:00      111.7
2013/132-22:30:00      111.9
2013/132-22:40:00      116.2
2013/132-22:50:00      118.4
2013/132-23:00:00      114.9
2013/132-23:10:00      110.0
2013/132-23:20:00      106.6
2013/132-23:30:00      104.5
2013/132-23:40:00      100.3
2013/132-23:50:00       97.2
2013/133-00:00:00       95.4
2013/133-00:10:00       94.9
2013/133-00:20:00       94.9
2013/133-00:30:00       97.1
2013/133-00:40:00      102.3
2013/133-00:50:00      107.2
2013/133-01:00:00      110.9
2013/133-01:10:00      113.5
2013/133-01:20:00      116.7
2013/133-01:30:00      120.0
2013/133-01:40:00      124.9
2013/133-01:50:00      123.6
2013/133-02:00:00      123.5
2013/133-02:10:00      126.4
2013/133-02:20:00      131.4
2013/133-02:30:00      135.8
2013/133-02:40:00      136.1
2013/133-02:50:00      132.6
2013/133-03:00:00      133.7
2013/133-03:10:00      140.3
2013/133-03:20:00      146.6
2013/133-03:30:00      146.1
2013/133-03:40:00      145.4
2013/133-03:50:00      148.0
2013/133-04:00:00      154.9
2013/133-04:10:00      163.2
2013/133-04:20:00      172.7
2013/133-04:30:00      182.4
2013/133-04:40:00      192.4
2013/133-04:50:00      203.3
2013/133-05:00:00      222.2
2013/133-05:10:00      246.5
2013/133-05:20:00      271.3
2013/133-05:30:00      294.1
2013/133-05:40:00      310.2
2013/133-05:50:00      318.1
2013/133-06:00:00      324.7
2013/133-06:10:00      335.8
2013/133-06:20:00      357.8
2013/133-06:30:00      389.8
2013/133-06:40:00      420.4
2013/133-06:50:00      441.3
2013/133-07:00:00      450.9
2013/133-07:10:00      453.6
2013/133-07:20:00      449.1
2013/133-07:30:00      442.3
2013/133-07:40:00      431.9
2013/133-07:50:00      433.4
2013/133-08:00:00      436.6
2013/133-08:10:00      430.6
2013/133-08:20:00      416.9
2013/133-08:30:00      401.1
2013/133-08:40:00      378.6
2013/133-08:50:00      345.8
2013/133-09:00:00      305.7
2013/133-09:10:00      267.7
2013/133-09:20:00      235.3
2013/133-09:30:00      206.6
2013/133-09:40:00      181.0
2013/133-09:50:00      163.1
2013/133-10:00:00      154.2
2013/133-10:10:00      157.3
2013/133-10:20:00      150.7
2013/133-10:30:00      136.7
2013/133-10:40:00      123.0
2013/133-10:50:00      114.5
2013/133-11:00:00      108.8
2013/133-11:10:00      107.5
2013/133-11:20:00      114.1
2013/133-11:30:00      129.5
2013/133-11:40:00      152.6
2013/133-11:50:00      181.6
2013/133-12:00:00      209.9
2013/133-12:10:00      226.5
2013/133-12:20:00      230.7
2013/133-12:30:00      228.6
2013/133-12:40:00      222.8
2013/133-12:50:00      214.3
2013/133-13:00:00      205.2
2013/133-13:10:00      198.1
2013/133-13:20:00      194.0
2013/133-13:30:00      194.6
2013/133-13:40:00      202.4
2013/133-13:50:00      212.8
2013/133-14:00:00      227.3
2013/133-14:10:00      245.7
2013/133-14:20:00      266.7
2013/133-14:30:00      288.5
2013/133-14:40:00      307.6
2013/133-14:50:00      321.1
2013/133-15:00:00      330.8
2013/133-15:10:00      337.4
2013/133-15:20:00      341.5
2013/133-15:30:00      345.2
2013/133-15:40:00      351.4
2013/133-15:50:00      363.6
2013/133-16:00:00      373.1
2013/133-16:10:00      378.3
2013/133-16:20:00      379.5
2013/133-16:30:00      375.7
2013/133-16:40:00      377.3
2013/133-16:50:00      380.0
2013/133-17:00:00      379.1
2013/133-17:10:00      372.5
2013/133-17:20:00      359.7
2013/133-17:30:00      339.5
2013/133-17:40:00      312.6
2013/133-17:50:00      285.4
2013/133-18:00:00      260.7
2013/133-18:10:00      242.6
2013/133-18:20:00      229.6
2013/133-18:30:00      223.4
2013/133-18:40:00      219.5
2013/133-18:50:00      218.8
2013/133-19:00:00      223.4
2013/133-19:10:00      233.8
2013/133-19:20:00      247.9
2013/133-19:30:00      262.6
2013/133-19:40:00      277.0
2013/133-19:50:00      267.7
2013/133-20:00:00      246.2
2013/133-20:10:00      221.2
2013/133-20:20:00      199.3
2013/133-20:30:00      177.9
2013/133-20:40:00      158.1
2013/133-20:50:00      140.3
2013/133-21:00:00      124.1
2013/133-21:10:00      109.5
2013/133-21:20:00       96.3
2013/133-21:30:00       85.4
2013/133-21:40:00       76.9
2013/133-21:50:00       70.2
2013/133-22:00:00       64.9
2013/133-22:10:00       60.5
2013/133-22:20:00       56.6
