      Time          Predicted AE
2013/125-22:00:00       34.5
2013/125-22:10:00       34.7
2013/125-22:20:00       35.2
2013/125-22:30:00       36.1
2013/125-22:40:00       36.8
2013/125-22:50:00       37.4
2013/125-23:00:00       38.5
2013/125-23:10:00       39.7
2013/125-23:20:00       40.4
2013/125-23:30:00       40.8
2013/125-23:40:00       41.2
2013/125-23:50:00       41.7
2013/126-00:00:00       42.7
2013/126-00:10:00       43.7
2013/126-00:20:00       44.4
2013/126-00:30:00       44.9
2013/126-00:40:00       46.3
2013/126-00:50:00       47.6
2013/126-01:00:00       48.8
2013/126-01:10:00       50.7
2013/126-01:20:00       52.7
2013/126-01:30:00       54.3
2013/126-01:40:00       55.6
2013/126-01:50:00       58.0
2013/126-02:00:00       62.1
2013/126-02:10:00       64.8
2013/126-02:20:00       65.8
2013/126-02:30:00       68.4
2013/126-02:40:00       70.3
2013/126-02:50:00       69.0
2013/126-03:00:00       65.2
2013/126-03:10:00       61.2
2013/126-03:20:00       58.2
2013/126-03:30:00       56.3
2013/126-03:40:00       54.9
2013/126-03:50:00       53.9
2013/126-04:00:00       53.1
2013/126-04:10:00       53.0
2013/126-04:20:00       53.5
2013/126-04:30:00       53.5
2013/126-04:40:00       53.0
2013/126-04:50:00       51.7
2013/126-05:00:00       49.7
2013/126-05:10:00       47.8
2013/126-05:20:00       46.8
2013/126-05:30:00       46.8
2013/126-05:40:00       46.9
2013/126-05:50:00       46.9
2013/126-06:00:00       48.1
2013/126-06:10:00       51.1
2013/126-06:20:00       58.9
2013/126-06:30:00       71.2
2013/126-06:40:00       90.9
2013/126-06:50:00      114.0
2013/126-07:00:00      137.5
2013/126-07:10:00      152.8
2013/126-07:20:00      160.8
2013/126-07:30:00      164.4
2013/126-07:40:00      164.7
2013/126-07:50:00      160.6
2013/126-08:00:00      155.4
2013/126-08:10:00      157.6
2013/126-08:20:00      171.0
2013/126-08:30:00      217.7
2013/126-08:40:00      280.0
2013/126-08:50:00      330.5
2013/126-09:00:00      310.3
2013/126-09:10:00      295.2
2013/126-09:20:00      285.4
2013/126-09:30:00      283.6
2013/126-09:40:00      262.9
2013/126-09:50:00      242.4
2013/126-10:00:00      226.0
2013/126-10:10:00      219.1
2013/126-10:20:00      202.6
2013/126-10:30:00      182.5
2013/126-10:40:00      165.2
2013/126-10:50:00      151.7
2013/126-11:00:00      140.1
2013/126-11:10:00      130.2
2013/126-11:20:00      123.5
2013/126-11:30:00      117.9
2013/126-11:40:00      113.8
2013/126-11:50:00      112.7
2013/126-12:00:00      113.2
2013/126-12:10:00      111.2
2013/126-12:20:00      107.4
2013/126-12:30:00      102.8
2013/126-12:40:00       98.2
2013/126-12:50:00       92.9
2013/126-13:00:00       87.4
2013/126-13:10:00       83.6
2013/126-13:20:00       80.1
2013/126-13:30:00       76.1
2013/126-13:40:00       72.5
2013/126-13:50:00       69.5
2013/126-14:00:00       66.9
2013/126-14:10:00       65.6
2013/126-14:20:00       65.2
2013/126-14:30:00       64.2
2013/126-14:40:00       62.3
2013/126-14:50:00       59.8
2013/126-15:00:00       57.0
2013/126-15:10:00       54.2
2013/126-15:20:00       51.4
2013/126-15:30:00       49.3
2013/126-15:40:00       47.7
2013/126-15:50:00       46.4
2013/126-16:00:00       45.6
2013/126-16:10:00       44.9
2013/126-16:20:00       44.2
2013/126-16:30:00       43.6
2013/126-16:40:00       43.0
2013/126-16:50:00       42.4
2013/126-17:00:00       42.0
2013/126-17:10:00       41.6
2013/126-17:20:00       41.3
2013/126-17:30:00       40.9
2013/126-17:40:00       40.5
2013/126-17:50:00       40.1
2013/126-18:00:00       39.7
2013/126-18:10:00       39.3
2013/126-18:20:00       39.0
2013/126-18:30:00       38.7
2013/126-18:40:00       38.8
2013/126-18:50:00       38.6
2013/126-19:00:00       38.4
2013/126-19:10:00       38.1
2013/126-19:20:00       37.8
2013/126-19:30:00       37.6
2013/126-19:40:00       37.8
2013/126-19:50:00       39.3
2013/126-20:00:00       42.2
2013/126-20:10:00       50.0
2013/126-20:20:00       66.1
2013/126-20:30:00       97.4
2013/126-20:40:00      187.0
2013/126-20:50:00      228.4
2013/126-21:00:00      246.3
2013/126-21:10:00      228.4
2013/126-21:20:00      227.4
2013/126-21:30:00      211.9
2013/126-21:40:00      193.1
2013/126-21:50:00      173.1
2013/126-22:00:00      156.2
2013/126-22:10:00      141.3
2013/126-22:20:00      125.6
2013/126-22:30:00      112.2
2013/126-22:40:00      101.1
2013/126-22:50:00       94.1
2013/126-23:00:00       90.8
2013/126-23:10:00       98.9
2013/126-23:20:00      103.3
2013/126-23:30:00      100.2
2013/126-23:40:00       95.0
2013/126-23:50:00       94.3
2013/127-00:00:00       94.4
2013/127-00:10:00       95.6
2013/127-00:20:00       96.5
2013/127-00:30:00      110.2
2013/127-00:40:00      157.8
2013/127-00:50:00      238.6
2013/127-01:00:00      305.6
2013/127-01:10:00      378.3
2013/127-01:20:00      398.4
2013/127-01:30:00      382.5
2013/127-01:40:00      374.2
2013/127-01:50:00      360.7
2013/127-02:00:00      354.7
2013/127-02:10:00      322.9
2013/127-02:20:00      287.0
2013/127-02:30:00      250.0
2013/127-02:40:00      221.4
2013/127-02:50:00      189.0
2013/127-03:00:00      160.3
2013/127-03:10:00      137.8
2013/127-03:20:00      121.9
2013/127-03:30:00      107.5
2013/127-03:40:00       94.2
2013/127-03:50:00       81.9
2013/127-04:00:00       72.8
2013/127-04:10:00       71.9
2013/127-04:20:00       68.5
2013/127-04:30:00       65.6
2013/127-04:40:00       64.3
2013/127-04:50:00       62.8
2013/127-05:00:00       62.3
2013/127-05:10:00       66.7
2013/127-05:20:00       73.8
2013/127-05:30:00       74.8
2013/127-05:40:00       80.9
2013/127-05:50:00       79.9
2013/127-06:00:00       78.4
2013/127-06:10:00       74.8
2013/127-06:20:00       72.5
2013/127-06:30:00       69.2
2013/127-06:40:00       65.1
2013/127-06:50:00       61.0
2013/127-07:00:00       56.9
2013/127-07:10:00       56.8
2013/127-07:20:00       56.8
2013/127-07:30:00       61.0
2013/127-07:40:00       63.0
2013/127-07:50:00       64.5
2013/127-08:00:00       64.7
2013/127-08:10:00       67.4
2013/127-08:20:00       70.5
2013/127-08:30:00       69.8
2013/127-08:40:00       67.8
2013/127-08:50:00       67.5
2013/127-09:00:00       68.3
2013/127-09:10:00       68.1
2013/127-09:20:00       68.0
2013/127-09:30:00       68.7
2013/127-09:40:00       69.5
2013/127-09:50:00       69.9
2013/127-10:00:00       69.8
2013/127-10:10:00       66.9
2013/127-10:20:00       66.1
2013/127-10:30:00       66.4
2013/127-10:40:00       65.4
2013/127-10:50:00       66.5
2013/127-11:00:00       65.8
