      Time          Predicted AE
2013/164-22:00:00       76.3
2013/164-22:10:00       78.9
2013/164-22:20:00       79.2
2013/164-22:30:00       78.7
2013/164-22:40:00       80.6
2013/164-22:50:00       86.3
2013/164-23:00:00       91.8
2013/164-23:10:00       98.6
2013/164-23:20:00      105.9
2013/164-23:30:00      113.1
2013/164-23:40:00      115.7
2013/164-23:50:00      118.3
2013/165-00:00:00      119.9
2013/165-00:10:00      120.6
2013/165-00:20:00      120.1
2013/165-00:30:00      119.6
2013/165-00:40:00      118.3
2013/165-00:50:00      116.3
2013/165-01:00:00      114.3
2013/165-01:10:00      113.3
2013/165-01:20:00      113.8
2013/165-01:30:00      115.6
2013/165-01:40:00      117.3
2013/165-01:50:00      120.5
2013/165-02:00:00      115.3
2013/165-02:10:00      110.0
2013/165-02:20:00      103.7
2013/165-02:30:00       98.0
2013/165-02:40:00       90.9
2013/165-02:50:00       83.4
2013/165-03:00:00       75.8
2013/165-03:10:00       68.7
2013/165-03:20:00       62.7
2013/165-03:30:00       58.5
2013/165-03:40:00       57.0
2013/165-03:50:00       59.7
2013/165-04:00:00       64.8
2013/165-04:10:00       70.1
2013/165-04:20:00       75.2
2013/165-04:30:00       80.3
2013/165-04:40:00       87.1
2013/165-04:50:00       92.2
2013/165-05:00:00       97.1
2013/165-05:10:00      100.6
2013/165-05:20:00      103.6
2013/165-05:30:00      105.6
2013/165-05:40:00      107.1
2013/165-05:50:00      108.7
2013/165-06:00:00      111.2
2013/165-06:10:00      115.0
2013/165-06:20:00      119.5
2013/165-06:30:00      125.1
2013/165-06:40:00      128.5
2013/165-06:50:00      129.7
2013/165-07:00:00      128.4
2013/165-07:10:00      125.8
2013/165-07:20:00      121.7
2013/165-07:30:00      116.2
2013/165-07:40:00      109.7
2013/165-07:50:00      102.9
2013/165-08:00:00       95.8
2013/165-08:10:00       88.9
2013/165-08:20:00       82.4
2013/165-08:30:00       76.7
2013/165-08:40:00       72.1
2013/165-08:50:00       68.4
2013/165-09:00:00       65.6
2013/165-09:10:00       63.7
2013/165-09:20:00       62.3
2013/165-09:30:00       61.4
2013/165-09:40:00       60.8
2013/165-09:50:00       60.3
2013/165-10:00:00       59.8
2013/165-10:10:00       59.1
2013/165-10:20:00       58.5
2013/165-10:30:00       57.8
2013/165-10:40:00       57.0
2013/165-10:50:00       56.1
2013/165-11:00:00       55.3
2013/165-11:10:00       54.7
2013/165-11:20:00       54.2
2013/165-11:30:00       53.8
2013/165-11:40:00       53.5
2013/165-11:50:00       53.3
2013/165-12:00:00       53.2
2013/165-12:10:00       53.7
2013/165-12:20:00       54.3
2013/165-12:30:00       54.6
2013/165-12:40:00       54.6
2013/165-12:50:00       54.6
2013/165-13:00:00       54.5
2013/165-13:10:00       54.2
2013/165-13:20:00       53.6
2013/165-13:30:00       53.0
2013/165-13:40:00       52.2
2013/165-13:50:00       51.3
2013/165-14:00:00       50.5
2013/165-14:10:00       49.7
2013/165-14:20:00       49.0
2013/165-14:30:00       48.3
2013/165-14:40:00       47.8
2013/165-14:50:00       47.4
2013/165-15:00:00       47.1
2013/165-15:10:00       47.0
2013/165-15:20:00       47.2
2013/165-15:30:00       47.5
2013/165-15:40:00       47.9
2013/165-15:50:00       48.5
2013/165-16:00:00       48.9
2013/165-16:10:00       49.5
2013/165-16:20:00       50.1
2013/165-16:30:00       51.0
2013/165-16:40:00       52.2
2013/165-16:50:00       54.1
2013/165-17:00:00       56.8
2013/165-17:10:00       60.5
2013/165-17:20:00       65.8
2013/165-17:30:00       72.7
2013/165-17:40:00       81.5
2013/165-17:50:00       92.1
2013/165-18:00:00      104.4
2013/165-18:10:00      117.8
2013/165-18:20:00      131.6
2013/165-18:30:00      145.2
2013/165-18:40:00      156.6
2013/165-18:50:00      164.9
2013/165-19:00:00      171.2
2013/165-19:10:00      177.3
2013/165-19:20:00      183.7
2013/165-19:30:00      190.0
2013/165-19:40:00      195.2
2013/165-19:50:00      198.9
2013/165-20:00:00      201.3
2013/165-20:10:00      204.0
2013/165-20:20:00      207.1
2013/165-20:30:00      210.8
2013/165-20:40:00      213.9
2013/165-20:50:00      216.4
2013/165-21:00:00      219.3
2013/165-21:10:00      224.2
2013/165-21:20:00      230.1
2013/165-21:30:00      235.7
2013/165-21:40:00      240.0
2013/165-21:50:00      242.6
2013/165-22:00:00      243.8
2013/165-22:10:00      243.9
2013/165-22:20:00      242.3
2013/165-22:30:00      239.8
2013/165-22:40:00      236.5
2013/165-22:50:00      232.1
2013/165-23:00:00      226.9
2013/165-23:10:00      221.7
2013/165-23:20:00      216.5
2013/165-23:30:00      211.1
2013/165-23:40:00      205.6
2013/165-23:50:00      198.9
2013/166-00:00:00      191.6
2013/166-00:10:00      185.1
2013/166-00:20:00      180.3
2013/166-00:30:00      178.3
2013/166-00:40:00      179.9
2013/166-00:50:00      185.1
2013/166-01:00:00      194.7
2013/166-01:10:00      205.7
2013/166-01:20:00      216.7
2013/166-01:30:00      229.8
2013/166-01:40:00      243.5
2013/166-01:50:00      256.6
2013/166-02:00:00      268.0
2013/166-02:10:00      279.8
2013/166-02:20:00      291.5
2013/166-02:30:00      301.4
2013/166-02:40:00      308.7
2013/166-02:50:00      313.4
2013/166-03:00:00      316.0
2013/166-03:10:00      318.5
2013/166-03:20:00      319.1
2013/166-03:30:00      317.2
2013/166-03:40:00      313.6
2013/166-03:50:00      311.3
2013/166-04:00:00      309.9
2013/166-04:10:00      307.6
2013/166-04:20:00      303.3
2013/166-04:30:00      298.0
2013/166-04:40:00      293.7
2013/166-04:50:00      291.9
2013/166-05:00:00      292.1
2013/166-05:10:00      293.9
2013/166-05:20:00      298.8
2013/166-05:30:00      300.0
2013/166-05:40:00      296.7
2013/166-05:50:00      290.1
2013/166-06:00:00      283.4
2013/166-06:10:00      279.4
2013/166-06:20:00      277.5
2013/166-06:30:00      277.9
2013/166-06:40:00      280.9
2013/166-06:50:00      278.7
2013/166-07:00:00      273.1
2013/166-07:10:00      262.6
2013/166-07:20:00      259.3
2013/166-07:30:00      264.8
2013/166-07:40:00      261.5
2013/166-07:50:00      247.4
2013/166-08:00:00      230.8
2013/166-08:10:00      219.7
2013/166-08:20:00      215.7
2013/166-08:30:00      212.7
2013/166-08:40:00      207.3
2013/166-08:50:00      198.0
2013/166-09:00:00      186.1
2013/166-09:10:00      172.9
2013/166-09:20:00      159.7
2013/166-09:30:00      150.2
2013/166-09:40:00      146.5
2013/166-09:50:00      152.2
2013/166-10:00:00      159.7
2013/166-10:10:00      162.3
2013/166-10:20:00      158.5
2013/166-10:30:00      150.4
2013/166-10:40:00      143.0
2013/166-10:50:00      135.7
2013/166-11:00:00      130.1
2013/166-11:10:00      124.0
2013/166-11:20:00      116.3
2013/166-11:30:00      108.2
2013/166-11:40:00      100.5
2013/166-11:50:00       94.4
2013/166-12:00:00       90.2
2013/166-12:10:00       87.3
2013/166-12:20:00       84.6
2013/166-12:30:00       82.3
2013/166-12:40:00       80.4
2013/166-12:50:00       79.1
2013/166-13:00:00       77.4
2013/166-13:10:00       75.9
2013/166-13:20:00       76.1
2013/166-13:30:00       78.6
2013/166-13:40:00       84.6
2013/166-13:50:00       90.2
2013/166-14:00:00       94.6
2013/166-14:10:00       98.6
2013/166-14:20:00      100.6
2013/166-14:30:00      100.3
2013/166-14:40:00       99.0
2013/166-14:50:00       96.9
2013/166-15:00:00       93.5
2013/166-15:10:00       89.1
2013/166-15:20:00       84.3
2013/166-15:30:00       79.5
2013/166-15:40:00       75.8
2013/166-15:50:00       71.9
2013/166-16:00:00       69.3
2013/166-16:10:00       67.1
2013/166-16:20:00       66.2
2013/166-16:30:00       64.8
2013/166-16:40:00       63.5
2013/166-16:50:00       62.6
2013/166-17:00:00       62.5
2013/166-17:10:00       62.1
2013/166-17:20:00       61.2
2013/166-17:30:00       59.8
2013/166-17:40:00       58.4
2013/166-17:50:00       57.2
2013/166-18:00:00       56.0
2013/166-18:10:00       54.9
2013/166-18:20:00       54.0
2013/166-18:30:00       53.0
2013/166-18:40:00       52.2
2013/166-18:50:00       51.3
2013/166-19:00:00       50.5
2013/166-19:10:00       49.8
2013/166-19:20:00       49.1
2013/166-19:30:00       48.4
2013/166-19:40:00       47.8
2013/166-19:50:00       47.4
2013/166-20:00:00       47.5
2013/166-20:10:00       51.1
2013/166-20:20:00       60.7
2013/166-20:30:00       80.9
2013/166-20:40:00      102.3
2013/166-20:50:00      123.0
2013/166-21:00:00      140.7
2013/166-21:10:00      151.3
2013/166-21:20:00      158.4
2013/166-21:30:00      161.3
2013/166-21:40:00      162.2
2013/166-21:50:00      161.3
2013/166-22:00:00      158.8
2013/166-22:10:00      154.3
2013/166-22:20:00      148.4
2013/166-22:30:00      141.7
2013/166-22:40:00      134.8
2013/166-22:50:00      128.7
2013/166-23:00:00      125.5
2013/166-23:10:00      123.0
2013/166-23:20:00      119.9
2013/166-23:30:00      115.6
2013/166-23:40:00      111.3
2013/166-23:50:00      106.7
2013/167-00:00:00      100.8
2013/167-00:10:00       95.0
2013/167-00:20:00       89.9
2013/167-00:30:00       85.0
2013/167-00:40:00       79.3
2013/167-00:50:00       73.6
2013/167-01:00:00       68.0
2013/167-01:10:00       62.9
2013/167-01:20:00       58.2
2013/167-01:30:00       54.0
2013/167-01:40:00       50.4
2013/167-01:50:00       47.3
2013/167-02:00:00       44.7
2013/167-02:10:00       42.4
2013/167-02:20:00       40.4
2013/167-02:30:00       38.7
2013/167-02:40:00       37.3
2013/167-02:50:00       36.1
2013/167-03:00:00       35.2
2013/167-03:10:00       34.6
2013/167-03:20:00       34.1
2013/167-03:30:00       33.5
2013/167-03:40:00       33.2
2013/167-03:50:00       33.0
2013/167-04:00:00       32.9
2013/167-04:10:00       32.8
2013/167-04:20:00       32.6
2013/167-04:30:00       32.3
2013/167-04:40:00       32.0
2013/167-04:50:00       31.5
2013/167-05:00:00       31.0
2013/167-05:10:00       30.6
2013/167-05:20:00       30.3
2013/167-05:30:00       30.1
2013/167-05:40:00       30.2
2013/167-05:50:00       30.6
2013/167-06:00:00       31.6
2013/167-06:10:00       33.4
2013/167-06:20:00       35.3
2013/167-06:30:00       37.0
2013/167-06:40:00       38.5
2013/167-06:50:00       39.5
2013/167-07:00:00       40.2
2013/167-07:10:00       40.6
2013/167-07:20:00       40.9
2013/167-07:30:00       41.1
2013/167-07:40:00       41.3
2013/167-07:50:00       41.5
2013/167-08:00:00       41.9
2013/167-08:10:00       42.3
2013/167-08:20:00       42.8
2013/167-08:30:00       43.4
2013/167-08:40:00       44.2
2013/167-08:50:00       45.3
2013/167-09:00:00       46.6
2013/167-09:10:00       48.1
2013/167-09:20:00       49.7
2013/167-09:30:00       50.6
2013/167-09:40:00       50.8
2013/167-09:50:00       51.0
2013/167-10:00:00       51.5
2013/167-10:10:00       51.9
2013/167-10:20:00       52.0
2013/167-10:30:00       52.2
2013/167-10:40:00       52.3
2013/167-10:50:00       52.5
2013/167-11:00:00       52.7
2013/167-11:10:00       52.8
2013/167-11:20:00       53.0
2013/167-11:30:00       53.2
2013/167-11:40:00       53.9
2013/167-11:50:00       55.1
2013/167-12:00:00       56.6
2013/167-12:10:00       57.5
2013/167-12:20:00       57.5
2013/167-12:30:00       57.4
2013/167-12:40:00       57.3
2013/167-12:50:00       57.1
2013/167-13:00:00       56.7
2013/167-13:10:00       56.3
2013/167-13:20:00       55.8
2013/167-13:30:00       55.2
2013/167-13:40:00       54.5
2013/167-13:50:00       53.8
2013/167-14:00:00       53.0
2013/167-14:10:00       52.1
2013/167-14:20:00       51.3
2013/167-14:30:00       50.5
2013/167-14:40:00       49.6
2013/167-14:50:00       48.9
2013/167-15:00:00       48.3
2013/167-15:10:00       47.8
2013/167-15:20:00       47.4
2013/167-15:30:00       47.1
2013/167-15:40:00       47.0
2013/167-15:50:00       46.9
2013/167-16:00:00       47.1
2013/167-16:10:00       47.2
2013/167-16:20:00       47.5
2013/167-16:30:00       48.1
2013/167-16:40:00       48.7
2013/167-16:50:00       49.2
2013/167-17:00:00       49.7
2013/167-17:10:00       50.3
2013/167-17:20:00       51.3
2013/167-17:30:00       53.0
2013/167-17:40:00       55.5
2013/167-17:50:00       58.5
2013/167-18:00:00       61.4
2013/167-18:10:00       63.7
2013/167-18:20:00       65.4
2013/167-18:30:00       66.1
2013/167-18:40:00       66.1
2013/167-18:50:00       65.2
2013/167-19:00:00       63.8
2013/167-19:10:00       62.3
2013/167-19:20:00       60.9
2013/167-19:30:00       59.7
2013/167-19:40:00       58.9
2013/167-19:50:00       58.1
2013/167-20:00:00       57.9
2013/167-20:10:00       58.5
2013/167-20:20:00       60.2
2013/167-20:30:00       63.2
2013/167-20:40:00       66.7
2013/167-20:50:00       70.5
2013/167-21:00:00       74.3
2013/167-21:10:00       78.0
2013/167-21:20:00       80.2
2013/167-21:30:00       80.7
2013/167-21:40:00       81.3
2013/167-21:50:00       82.7
2013/167-22:00:00       83.4
2013/167-22:10:00       83.1
2013/167-22:20:00       82.4
2013/167-22:30:00       82.1
2013/167-22:40:00       82.1
2013/167-22:50:00       83.1
2013/167-23:00:00       85.8
2013/167-23:10:00       89.3
2013/167-23:20:00       93.5
2013/167-23:30:00       98.0
2013/167-23:40:00      102.7
2013/167-23:50:00      107.7
2013/168-00:00:00      113.5
2013/168-00:10:00      121.6
2013/168-00:20:00      134.1
2013/168-00:30:00      149.1
2013/168-00:40:00      160.7
2013/168-00:50:00      168.5
2013/168-01:00:00      175.1
2013/168-01:10:00      182.0
2013/168-01:20:00      189.0
2013/168-01:30:00      194.9
2013/168-01:40:00      197.0
2013/168-01:50:00      194.4
2013/168-02:00:00      189.1
2013/168-02:10:00      183.3
2013/168-02:20:00      178.4
2013/168-02:30:00      176.4
2013/168-02:40:00      177.6
2013/168-02:50:00      175.9
2013/168-03:00:00      170.1
2013/168-03:10:00      164.2
2013/168-03:20:00      159.7
2013/168-03:30:00      156.5
2013/168-03:40:00      154.4
2013/168-03:50:00      153.3
2013/168-04:00:00      152.4
2013/168-04:10:00      151.9
2013/168-04:20:00      153.7
2013/168-04:30:00      159.8
2013/168-04:40:00      169.0
2013/168-04:50:00      178.6
2013/168-05:00:00      186.9
2013/168-05:10:00      191.7
2013/168-05:20:00      194.5
2013/168-05:30:00      196.9
2013/168-05:40:00      198.8
2013/168-05:50:00      199.5
2013/168-06:00:00      199.1
2013/168-06:10:00      197.4
2013/168-06:20:00      194.8
2013/168-06:30:00      192.7
2013/168-06:40:00      191.1
2013/168-06:50:00      189.2
2013/168-07:00:00      186.4
2013/168-07:10:00      182.9
2013/168-07:20:00      178.7
2013/168-07:30:00      174.4
2013/168-07:40:00      169.3
2013/168-07:50:00      163.0
2013/168-08:00:00      155.7
2013/168-08:10:00      148.0
2013/168-08:20:00      140.9
2013/168-08:30:00      133.8
2013/168-08:40:00      127.1
2013/168-08:50:00      120.0
2013/168-09:00:00      112.1
2013/168-09:10:00      103.9
2013/168-09:20:00       96.4
2013/168-09:30:00       89.7
2013/168-09:40:00       84.4
2013/168-09:50:00       80.6
2013/168-10:00:00       80.5
2013/168-10:10:00       81.4
2013/168-10:20:00       82.9
2013/168-10:30:00       85.1
2013/168-10:40:00       87.8
2013/168-10:50:00       89.7
2013/168-11:00:00       89.4
2013/168-11:10:00       87.9
2013/168-11:20:00       85.9
2013/168-11:30:00       83.7
2013/168-11:40:00       81.1
2013/168-11:50:00       78.6
2013/168-12:00:00       75.7
2013/168-12:10:00       72.9
2013/168-12:20:00       71.0
2013/168-12:30:00       70.3
2013/168-12:40:00       69.9
2013/168-12:50:00       69.5
2013/168-13:00:00       68.7
2013/168-13:10:00       67.2
2013/168-13:20:00       65.1
2013/168-13:30:00       63.0
2013/168-13:40:00       61.3
2013/168-13:50:00       59.9
2013/168-14:00:00       59.1
2013/168-14:10:00       58.4
2013/168-14:20:00       57.7
2013/168-14:30:00       57.0
2013/168-14:40:00       56.2
2013/168-14:50:00       55.5
2013/168-15:00:00       54.8
2013/168-15:10:00       54.1
2013/168-15:20:00       53.2
2013/168-15:30:00       52.2
2013/168-15:40:00       51.2
2013/168-15:50:00       50.4
2013/168-16:00:00       49.7
2013/168-16:10:00       49.1
2013/168-16:20:00       48.6
2013/168-16:30:00       48.3
2013/168-16:40:00       48.1
2013/168-16:50:00       48.0
2013/168-17:00:00       47.8
2013/168-17:10:00       47.7
2013/168-17:20:00       47.8
2013/168-17:30:00       48.2
2013/168-17:40:00       49.3
2013/168-17:50:00       50.5
2013/168-18:00:00       51.5
2013/168-18:10:00       52.8
2013/168-18:20:00       54.3
2013/168-18:30:00       55.1
2013/168-18:40:00       55.0
2013/168-18:50:00       54.5
2013/168-19:00:00       54.6
2013/168-19:10:00       56.4
2013/168-19:20:00       59.9
2013/168-19:30:00       62.7
2013/168-19:40:00       65.1
2013/168-19:50:00       67.6
2013/168-20:00:00       70.2
2013/168-20:10:00       72.2
2013/168-20:20:00       73.2
2013/168-20:30:00       73.9
2013/168-20:40:00       74.0
2013/168-20:50:00       74.0
2013/168-21:00:00       74.9
2013/168-21:10:00       76.9
2013/168-21:20:00       78.3
2013/168-21:30:00       79.7
2013/168-21:40:00       80.4
2013/168-21:50:00       80.4
2013/168-22:00:00       80.4
2013/168-22:10:00       79.6
2013/168-22:20:00       77.9
2013/168-22:30:00       75.4
2013/168-22:40:00       72.8
2013/168-22:50:00       70.2
2013/168-23:00:00       68.5
2013/168-23:10:00       67.9
2013/168-23:20:00       68.8
2013/168-23:30:00       71.1
2013/168-23:40:00       74.0
2013/168-23:50:00       78.2
2013/169-00:00:00       84.6
2013/169-00:10:00       92.3
2013/169-00:20:00      102.3
2013/169-00:30:00      116.7
2013/169-00:40:00      136.6
2013/169-00:50:00      159.7
2013/169-01:00:00      183.4
2013/169-01:10:00      204.0
2013/169-01:20:00      219.7
2013/169-01:30:00      231.0
2013/169-01:40:00      239.9
2013/169-01:50:00      247.3
2013/169-02:00:00      253.0
2013/169-02:10:00      257.3
2013/169-02:20:00      261.1
2013/169-02:30:00      264.0
2013/169-02:40:00      265.7
2013/169-02:50:00      266.7
2013/169-03:00:00      268.3
2013/169-03:10:00      270.6
2013/169-03:20:00      273.4
2013/169-03:30:00      277.2
2013/169-03:40:00      281.9
2013/169-03:50:00      286.5
2013/169-04:00:00      290.8
2013/169-04:10:00      293.9
2013/169-04:20:00      295.7
2013/169-04:30:00      295.7
2013/169-04:40:00      293.8
2013/169-04:50:00      289.6
2013/169-05:00:00      283.3
2013/169-05:10:00      275.9
2013/169-05:20:00      268.6
2013/169-05:30:00      263.2
2013/169-05:40:00      261.2
2013/169-05:50:00      260.2
2013/169-06:00:00      257.9
2013/169-06:10:00      252.9
2013/169-06:20:00      249.5
2013/169-06:30:00      249.3
2013/169-06:40:00      250.3
2013/169-06:50:00      250.0
2013/169-07:00:00      247.7
2013/169-07:10:00      242.7
2013/169-07:20:00      234.2
2013/169-07:30:00      218.7
2013/169-07:40:00      201.8
2013/169-07:50:00      185.6
2013/169-08:00:00      171.9
2013/169-08:10:00      159.4
2013/169-08:20:00      149.0
2013/169-08:30:00      141.3
2013/169-08:40:00      134.8
2013/169-08:50:00      128.6
2013/169-09:00:00      121.5
2013/169-09:10:00      114.8
2013/169-09:20:00      108.8
2013/169-09:30:00      103.1
2013/169-09:40:00       97.1
2013/169-09:50:00       91.1
2013/169-10:00:00       85.7
2013/169-10:10:00       80.6
2013/169-10:20:00       76.8
2013/169-10:30:00       74.8
2013/169-10:40:00       74.1
2013/169-10:50:00       78.6
2013/169-11:00:00       83.3
2013/169-11:10:00       88.3
2013/169-11:20:00       92.4
2013/169-11:30:00       96.7
2013/169-11:40:00      100.2
2013/169-11:50:00      102.8
2013/169-12:00:00      104.4
2013/169-12:10:00      105.3
2013/169-12:20:00      106.5
2013/169-12:30:00      109.3
2013/169-12:40:00      117.9
2013/169-12:50:00      130.7
2013/169-13:00:00      145.7
2013/169-13:10:00      163.1
2013/169-13:20:00      182.6
2013/169-13:30:00      203.6
2013/169-13:40:00      224.9
2013/169-13:50:00      246.4
2013/169-14:00:00      267.7
2013/169-14:10:00      287.4
2013/169-14:20:00      304.9
2013/169-14:30:00      319.7
2013/169-14:40:00      330.8
2013/169-14:50:00      339.3
2013/169-15:00:00      346.7
2013/169-15:10:00      353.2
2013/169-15:20:00      358.7
2013/169-15:30:00      363.4
2013/169-15:40:00      367.1
2013/169-15:50:00      369.4
2013/169-16:00:00      370.8
2013/169-16:10:00      371.8
2013/169-16:20:00      372.7
2013/169-16:30:00      372.5
2013/169-16:40:00      371.4
2013/169-16:50:00      369.5
2013/169-17:00:00      367.1
2013/169-17:10:00      363.7
2013/169-17:20:00      359.4
2013/169-17:30:00      353.6
2013/169-17:40:00      346.0
2013/169-17:50:00      336.7
2013/169-18:00:00      325.9
2013/169-18:10:00      312.0
2013/169-18:20:00      297.9
2013/169-18:30:00      280.3
2013/169-18:40:00      261.0
2013/169-18:50:00      240.6
2013/169-19:00:00      221.6
2013/169-19:10:00      204.0
2013/169-19:20:00      188.5
2013/169-19:30:00      175.6
2013/169-19:40:00      165.2
2013/169-19:50:00      156.4
2013/169-20:00:00      148.0
2013/169-20:10:00      138.3
2013/169-20:20:00      128.7
2013/169-20:30:00      119.1
2013/169-20:40:00      110.2
2013/169-20:50:00      101.7
2013/169-21:00:00       93.6
2013/169-21:10:00       88.5
2013/169-21:20:00       87.0
2013/169-21:30:00       94.0
2013/169-21:40:00      102.2
2013/169-21:50:00      111.2
2013/169-22:00:00      115.6
2013/169-22:10:00      115.4
2013/169-22:20:00      112.6
2013/169-22:30:00      108.4
2013/169-22:40:00      103.4
2013/169-22:50:00       97.5
2013/169-23:00:00       91.3
2013/169-23:10:00       85.4
2013/169-23:20:00       81.6
2013/169-23:30:00       82.3
2013/169-23:40:00       88.2
2013/169-23:50:00       98.4
2013/170-00:00:00      111.2
2013/170-00:10:00      125.4
2013/170-00:20:00      141.1
2013/170-00:30:00      159.3
2013/170-00:40:00      179.4
2013/170-00:50:00      199.5
2013/170-01:00:00      218.1
2013/170-01:10:00      234.9
2013/170-01:20:00      249.6
2013/170-01:30:00      261.8
2013/170-01:40:00      270.1
2013/170-01:50:00      272.0
2013/170-02:00:00      271.5
2013/170-02:10:00      269.9
2013/170-02:20:00      263.8
2013/170-02:30:00      249.2
2013/170-02:40:00      229.4
2013/170-02:50:00      208.9
2013/170-03:00:00      188.3
2013/170-03:10:00      167.4
2013/170-03:20:00      147.0
2013/170-03:30:00      127.8
2013/170-03:40:00      110.3
2013/170-03:50:00       94.9
2013/170-04:00:00       81.9
2013/170-04:10:00       71.3
2013/170-04:20:00       63.5
2013/170-04:30:00       57.9
2013/170-04:40:00       53.4
2013/170-04:50:00       49.5
2013/170-05:00:00       46.2
2013/170-05:10:00       43.7
2013/170-05:20:00       41.5
2013/170-05:30:00       39.9
2013/170-05:40:00       38.7
2013/170-05:50:00       37.8
2013/170-06:00:00       37.1
2013/170-06:10:00       36.6
2013/170-06:20:00       36.2
2013/170-06:30:00       36.1
2013/170-06:40:00       36.3
2013/170-06:50:00       36.3
2013/170-07:00:00       36.3
2013/170-07:10:00       36.6
2013/170-07:20:00       37.2
2013/170-07:30:00       38.1
2013/170-07:40:00       39.0
2013/170-07:50:00       39.8
2013/170-08:00:00       40.5
2013/170-08:10:00       41.3
2013/170-08:20:00       42.0
2013/170-08:30:00       42.8
2013/170-08:40:00       43.3
2013/170-08:50:00       43.7
2013/170-09:00:00       43.9
2013/170-09:10:00       44.1
2013/170-09:20:00       44.0
2013/170-09:30:00       44.0
2013/170-09:40:00       43.9
2013/170-09:50:00       43.6
2013/170-10:00:00       43.5
2013/170-10:10:00       43.6
2013/170-10:20:00       44.3
2013/170-10:30:00       45.3
2013/170-10:40:00       46.0
2013/170-10:50:00       46.6
2013/170-11:00:00       46.6
2013/170-11:10:00       46.5
2013/170-11:20:00       46.2
2013/170-11:30:00       46.3
2013/170-11:40:00       46.2
2013/170-11:50:00       46.0
2013/170-12:00:00       45.9
2013/170-12:10:00       46.0
2013/170-12:20:00       47.1
2013/170-12:30:00       49.3
2013/170-12:40:00       52.8
2013/170-12:50:00       56.6
2013/170-13:00:00       59.3
2013/170-13:10:00       60.2
2013/170-13:20:00       60.7
2013/170-13:30:00       61.8
2013/170-13:40:00       62.9
2013/170-13:50:00       64.1
2013/170-14:00:00       65.7
2013/170-14:10:00       67.0
2013/170-14:20:00       68.5
2013/170-14:30:00       70.2
2013/170-14:40:00       73.9
2013/170-14:50:00       79.1
2013/170-15:00:00       85.2
2013/170-15:10:00       90.7
2013/170-15:20:00       97.1
2013/170-15:30:00      105.2
2013/170-15:40:00      113.6
2013/170-15:50:00      122.6
2013/170-16:00:00      132.4
2013/170-16:10:00      142.1
2013/170-16:20:00      150.4
2013/170-16:30:00      157.4
2013/170-16:40:00      164.3
2013/170-16:50:00      168.9
2013/170-17:00:00      170.0
2013/170-17:10:00      169.9
2013/170-17:20:00      167.6
2013/170-17:30:00      163.4
2013/170-17:40:00      158.3
2013/170-17:50:00      151.7
2013/170-18:00:00      143.0
2013/170-18:10:00      133.1
2013/170-18:20:00      123.7
2013/170-18:30:00      115.6
2013/170-18:40:00      109.2
2013/170-18:50:00      104.3
2013/170-19:00:00      100.2
2013/170-19:10:00       96.8
2013/170-19:20:00       93.9
2013/170-19:30:00       91.8
2013/170-19:40:00       89.3
2013/170-19:50:00       86.9
2013/170-20:00:00       84.1
2013/170-20:10:00       82.0
2013/170-20:20:00       81.8
2013/170-20:30:00       84.8
2013/170-20:40:00       90.3
2013/170-20:50:00       97.1
2013/170-21:00:00      103.3
2013/170-21:10:00      109.9
2013/170-21:20:00      118.2
2013/170-21:30:00      127.9
2013/170-21:40:00      137.9
2013/170-21:50:00      147.6
2013/170-22:00:00      157.3
2013/170-22:10:00      167.3
2013/170-22:20:00      177.1
2013/170-22:30:00      187.1
2013/170-22:40:00      197.0
2013/170-22:50:00      206.7
2013/170-23:00:00      218.7
2013/170-23:10:00      236.0
2013/170-23:20:00      258.4
2013/170-23:30:00      287.0
2013/170-23:40:00      324.8
2013/170-23:50:00      363.4
2013/171-00:00:00      403.0
2013/171-00:10:00      440.1
2013/171-00:20:00      470.9
2013/171-00:30:00      494.9
2013/171-00:40:00      513.1
2013/171-00:50:00      527.6
2013/171-01:00:00      536.6
2013/171-01:10:00      542.7
2013/171-01:20:00      538.6
2013/171-01:30:00      532.0
2013/171-01:40:00      517.8
2013/171-01:50:00      495.3
2013/171-02:00:00      468.9
2013/171-02:10:00      444.2
2013/171-02:20:00      420.4
2013/171-02:30:00      393.7
2013/171-02:40:00      363.1
2013/171-02:50:00      331.1
2013/171-03:00:00      302.3
2013/171-03:10:00      275.7
2013/171-03:20:00      251.7
2013/171-03:30:00      230.3
2013/171-03:40:00      212.0
2013/171-03:50:00      196.9
2013/171-04:00:00      184.2
2013/171-04:10:00      173.6
2013/171-04:20:00      165.0
2013/171-04:30:00      157.9
2013/171-04:40:00      152.2
2013/171-04:50:00      147.6
2013/171-05:00:00      143.7
2013/171-05:10:00      139.0
2013/171-05:20:00      132.6
2013/171-05:30:00      126.0
2013/171-05:40:00      121.5
2013/171-05:50:00      121.5
2013/171-06:00:00      127.3
2013/171-06:10:00      139.7
2013/171-06:20:00      159.7
2013/171-06:30:00      184.1
2013/171-06:40:00      211.7
2013/171-06:50:00      240.5
2013/171-07:00:00      269.3
2013/171-07:10:00      296.3
2013/171-07:20:00      318.0
2013/171-07:30:00      332.1
2013/171-07:40:00      339.6
2013/171-07:50:00      345.3
2013/171-08:00:00      353.6
2013/171-08:10:00      366.3
2013/171-08:20:00      380.8
2013/171-08:30:00      392.7
2013/171-08:40:00      401.5
2013/171-08:50:00      401.9
2013/171-09:00:00      394.2
2013/171-09:10:00      381.7
