      Time          Predicted AE
2013/158-10:40:00      524.8
2013/158-10:50:00      510.3
2013/158-11:00:00      497.1
2013/158-11:10:00      484.3
2013/158-11:20:00      472.6
2013/158-11:30:00      462.3
2013/158-11:40:00      450.1
2013/158-11:50:00      432.2
2013/158-12:00:00      421.2
2013/158-12:10:00      414.1
2013/158-12:20:00      413.7
2013/158-12:30:00      420.7
2013/158-12:40:00      431.8
2013/158-12:50:00      437.7
2013/158-13:00:00      438.2
2013/158-13:10:00      431.1
2013/158-13:20:00      420.4
2013/158-13:30:00      431.1
2013/158-13:40:00      431.3
2013/158-13:50:00      430.0
2013/158-14:00:00      423.1
2013/158-14:10:00      414.8
2013/158-14:20:00      406.6
2013/158-14:30:00      394.9
2013/158-14:40:00      381.0
2013/158-14:50:00      370.3
2013/158-15:00:00      368.4
2013/158-15:10:00      376.7
2013/158-15:20:00      385.4
2013/158-15:30:00      387.2
2013/158-15:40:00      384.9
2013/158-15:50:00      386.5
2013/158-16:00:00      388.6
2013/158-16:10:00      387.3
2013/158-16:20:00      376.7
2013/158-16:30:00      355.8
2013/158-16:40:00      328.0
2013/158-16:50:00      296.2
2013/158-17:00:00      263.7
2013/158-17:10:00      232.4
2013/158-17:20:00      203.3
2013/158-17:30:00      177.1
2013/158-17:40:00      153.7
2013/158-17:50:00      133.2
2013/158-18:00:00      116.0
2013/158-18:10:00      102.7
2013/158-18:20:00       92.8
2013/158-18:30:00       85.9
2013/158-18:40:00       82.0
2013/158-18:50:00       81.3
2013/158-19:00:00       83.0
2013/158-19:10:00       85.9
2013/158-19:20:00       88.2
2013/158-19:30:00       88.4
2013/158-19:40:00       86.2
2013/158-19:50:00       82.5
2013/158-20:00:00       78.6
2013/158-20:10:00       75.0
2013/158-20:20:00       71.8
2013/158-20:30:00       68.9
2013/158-20:40:00       66.3
2013/158-20:50:00       63.9
2013/158-21:00:00       61.7
2013/158-21:10:00       59.7
2013/158-21:20:00       58.0
2013/158-21:30:00       56.5
2013/158-21:40:00       55.1
2013/158-21:50:00       53.8
2013/158-22:00:00       52.5
2013/158-22:10:00       51.4
2013/158-22:20:00       50.4
2013/158-22:30:00       49.4
2013/158-22:40:00       48.5
2013/158-22:50:00       47.8
2013/158-23:00:00       47.2
2013/158-23:10:00       46.6
2013/158-23:20:00       46.3
2013/158-23:30:00       46.1
2013/158-23:40:00       45.9
2013/158-23:50:00       45.6
2013/159-00:00:00       45.4
2013/159-00:10:00       46.8
2013/159-00:20:00       49.6
2013/159-00:30:00       55.4
2013/159-00:40:00       61.1
2013/159-00:50:00       62.3
2013/159-01:00:00       61.3
2013/159-01:10:00       60.1
2013/159-01:20:00       59.8
2013/159-01:30:00       60.4
2013/159-01:40:00       62.7
2013/159-01:50:00       66.7
2013/159-02:00:00       74.6
2013/159-02:10:00       86.8
2013/159-02:20:00      102.1
2013/159-02:30:00      124.2
2013/159-02:40:00      141.5
2013/159-02:50:00      196.1
2013/159-03:00:00      236.0
2013/159-03:10:00      271.5
2013/159-03:20:00      294.2
2013/159-03:30:00      301.9
2013/159-03:40:00      292.9
2013/159-03:50:00      281.7
2013/159-04:00:00      267.2
2013/159-04:10:00      253.0
2013/159-04:20:00      234.1
2013/159-04:30:00      211.5
2013/159-04:40:00      188.7
2013/159-04:50:00      165.8
2013/159-05:00:00      144.3
2013/159-05:10:00      126.2
2013/159-05:20:00      112.6
2013/159-05:30:00      102.1
2013/159-05:40:00       94.5
2013/159-05:50:00       91.1
2013/159-06:00:00       92.3
2013/159-06:10:00       95.0
2013/159-06:20:00      103.4
2013/159-06:30:00      100.5
2013/159-06:40:00       96.9
2013/159-06:50:00       92.2
2013/159-07:00:00       89.6
2013/159-07:10:00       88.6
2013/159-07:20:00       87.6
2013/159-07:30:00       85.8
2013/159-07:40:00       85.0
2013/159-07:50:00       85.7
2013/159-08:00:00       86.1
2013/159-08:10:00       88.1
2013/159-08:20:00       90.3
2013/159-08:30:00       90.7
2013/159-08:40:00       90.1
2013/159-08:50:00       90.1
2013/159-09:00:00       91.3
2013/159-09:10:00       91.3
2013/159-09:20:00       90.3
2013/159-09:30:00       88.8
2013/159-09:40:00       86.9
2013/159-09:50:00       84.7
2013/159-10:00:00       83.3
2013/159-10:10:00       81.8
2013/159-10:20:00       79.1
2013/159-10:30:00       76.7
2013/159-10:40:00       76.5
2013/159-10:50:00       76.7
2013/159-11:00:00       77.1
2013/159-11:10:00       76.3
2013/159-11:20:00       73.9
2013/159-11:30:00       71.2
2013/159-11:40:00       69.3
2013/159-11:50:00       69.2
2013/159-12:00:00       68.4
2013/159-12:10:00       67.5
2013/159-12:20:00       66.7
2013/159-12:30:00       66.4
2013/159-12:40:00       65.5
2013/159-12:50:00       64.2
2013/159-13:00:00       63.0
2013/159-13:10:00       61.6
2013/159-13:20:00       60.1
2013/159-13:30:00       58.7
2013/159-13:40:00       57.2
2013/159-13:50:00       55.6
2013/159-14:00:00       54.0
2013/159-14:10:00       52.8
2013/159-14:20:00       51.8
2013/159-14:30:00       50.9
2013/159-14:40:00       50.2
2013/159-14:50:00       49.6
2013/159-15:00:00       49.0
2013/159-15:10:00       48.5
2013/159-15:20:00       48.1
2013/159-15:30:00       47.7
2013/159-15:40:00       47.5
2013/159-15:50:00       47.3
2013/159-16:00:00       47.2
2013/159-16:10:00       47.1
2013/159-16:20:00       47.1
2013/159-16:30:00       47.4
2013/159-16:40:00       47.8
2013/159-16:50:00       48.3
2013/159-17:00:00       49.0
2013/159-17:10:00       49.9
2013/159-17:20:00       50.8
2013/159-17:30:00       51.8
2013/159-17:40:00       53.0
2013/159-17:50:00       54.0
2013/159-18:00:00       54.8
2013/159-18:10:00       55.3
2013/159-18:20:00       55.8
2013/159-18:30:00       56.1
2013/159-18:40:00       56.3
2013/159-18:50:00       56.3
2013/159-19:00:00       56.1
2013/159-19:10:00       56.0
2013/159-19:20:00       55.6
2013/159-19:30:00       54.7
2013/159-19:40:00       53.7
2013/159-19:50:00       52.7
2013/159-20:00:00       51.8
2013/159-20:10:00       50.9
2013/159-20:20:00       50.1
2013/159-20:30:00       49.6
2013/159-20:40:00       49.2
2013/159-20:50:00       49.1
2013/159-21:00:00       49.3
2013/159-21:10:00       50.3
2013/159-21:20:00       52.1
2013/159-21:30:00       53.8
2013/159-21:40:00       55.6
2013/159-21:50:00       57.9
2013/159-22:00:00       60.9
2013/159-22:10:00       64.4
2013/159-22:20:00       67.8
2013/159-22:30:00       71.6
2013/159-22:40:00       76.0
2013/159-22:50:00       82.0
2013/159-23:00:00       87.1
2013/159-23:10:00       90.1
2013/159-23:20:00       92.1
2013/159-23:30:00       93.5
2013/159-23:40:00       94.3
2013/159-23:50:00       94.8
2013/160-00:00:00       96.7
2013/160-00:10:00       99.5
2013/160-00:20:00      103.2
2013/160-00:30:00      107.3
2013/160-00:40:00      110.2
2013/160-00:50:00      111.5
2013/160-01:00:00      111.3
2013/160-01:10:00      110.1
2013/160-01:20:00      107.8
2013/160-01:30:00      106.9
2013/160-01:40:00      109.7
2013/160-01:50:00      112.1
2013/160-02:00:00      110.3
2013/160-02:10:00      105.4
2013/160-02:20:00      100.4
2013/160-02:30:00       95.8
2013/160-02:40:00       90.9
2013/160-02:50:00       85.7
2013/160-03:00:00       80.5
2013/160-03:10:00       75.5
2013/160-03:20:00       70.5
2013/160-03:30:00       65.8
2013/160-03:40:00       61.7
2013/160-03:50:00       58.4
2013/160-04:00:00       55.9
2013/160-04:10:00       54.1
2013/160-04:20:00       52.9
2013/160-04:30:00       52.0
2013/160-04:40:00       51.2
2013/160-04:50:00       50.5
2013/160-05:00:00       50.0
2013/160-05:10:00       49.6
2013/160-05:20:00       49.4
2013/160-05:30:00       49.2
2013/160-05:40:00       48.9
2013/160-05:50:00       48.8
2013/160-06:00:00       50.8
2013/160-06:10:00       54.0
2013/160-06:20:00       66.6
2013/160-06:30:00       72.1
2013/160-06:40:00       79.5
2013/160-06:50:00       89.8
2013/160-07:00:00      112.1
2013/160-07:10:00      117.3
2013/160-07:20:00      117.8
2013/160-07:30:00      115.2
2013/160-07:40:00      114.9
2013/160-07:50:00      111.2
2013/160-08:00:00      108.6
2013/160-08:10:00      111.8
2013/160-08:20:00      131.5
2013/160-08:30:00      159.5
2013/160-08:40:00      173.1
2013/160-08:50:00      176.8
2013/160-09:00:00      177.8
2013/160-09:10:00      180.9
2013/160-09:20:00      183.3
2013/160-09:30:00      184.8
2013/160-09:40:00      187.6
2013/160-09:50:00      186.9
2013/160-10:00:00      190.1
2013/160-10:10:00      212.8
2013/160-10:20:00      226.9
2013/160-10:30:00      236.8
2013/160-10:40:00      243.3
2013/160-10:50:00      258.0
2013/160-11:00:00      271.2
2013/160-11:10:00      274.8
2013/160-11:20:00      269.3
2013/160-11:30:00      259.3
2013/160-11:40:00      250.6
2013/160-11:50:00      246.4
2013/160-12:00:00      247.7
2013/160-12:10:00      252.4
2013/160-12:20:00      258.0
2013/160-12:30:00      271.9
2013/160-12:40:00      291.8
2013/160-12:50:00      316.0
2013/160-13:00:00      338.2
2013/160-13:10:00      358.3
2013/160-13:20:00      366.8
2013/160-13:30:00      365.7
2013/160-13:40:00      364.8
2013/160-13:50:00      370.7
2013/160-14:00:00      390.9
2013/160-14:10:00      405.4
2013/160-14:20:00      402.5
2013/160-14:30:00      399.5
2013/160-14:40:00      400.9
2013/160-14:50:00      391.6
2013/160-15:00:00      391.8
2013/160-15:10:00      401.5
2013/160-15:20:00      416.6
2013/160-15:30:00      428.6
2013/160-15:40:00      439.9
2013/160-15:50:00      456.7
2013/160-16:00:00      474.8
2013/160-16:10:00      490.4
2013/160-16:20:00      502.5
2013/160-16:30:00      511.2
2013/160-16:40:00      513.2
2013/160-16:50:00      506.0
2013/160-17:00:00      482.0
2013/160-17:10:00      448.1
2013/160-17:20:00      410.2
2013/160-17:30:00      372.8
2013/160-17:40:00      339.4
2013/160-17:50:00      313.5
2013/160-18:00:00      295.1
2013/160-18:10:00      282.8
2013/160-18:20:00      277.7
2013/160-18:30:00      277.6
2013/160-18:40:00      280.1
2013/160-18:50:00      282.4
2013/160-19:00:00      279.3
2013/160-19:10:00      271.7
2013/160-19:20:00      264.4
2013/160-19:30:00      247.7
2013/160-19:40:00      226.4
2013/160-19:50:00      204.5
2013/160-20:00:00      184.8
2013/160-20:10:00      165.8
2013/160-20:20:00      150.3
2013/160-20:30:00      138.8
2013/160-20:40:00      134.9
2013/160-20:50:00      132.9
2013/160-21:00:00      133.7
2013/160-21:10:00      137.6
2013/160-21:20:00      143.0
2013/160-21:30:00      147.3
2013/160-21:40:00      150.1
2013/160-21:50:00      151.9
2013/160-22:00:00      153.4
2013/160-22:10:00      154.2
2013/160-22:20:00      153.4
2013/160-22:30:00      149.9
2013/160-22:40:00      145.2
2013/160-22:50:00      136.3
2013/160-23:00:00      126.2
2013/160-23:10:00      115.6
2013/160-23:20:00      106.5
2013/160-23:30:00      100.6
2013/160-23:40:00       97.6
2013/160-23:50:00      103.6
2013/161-00:00:00      110.7
2013/161-00:10:00      120.0
2013/161-00:20:00      130.1
2013/161-00:30:00      140.7
2013/161-00:40:00      142.3
2013/161-00:50:00      149.8
2013/161-01:00:00      156.0
2013/161-01:10:00      166.1
2013/161-01:20:00      178.1
2013/161-01:30:00      193.1
2013/161-01:40:00      211.5
2013/161-01:50:00      233.2
2013/161-02:00:00      254.5
2013/161-02:10:00      272.8
2013/161-02:20:00      292.3
2013/161-02:30:00      312.4
2013/161-02:40:00      331.5
2013/161-02:50:00      345.1
2013/161-03:00:00      354.2
2013/161-03:10:00      364.3
2013/161-03:20:00      375.4
2013/161-03:30:00      385.3
2013/161-03:40:00      396.1
2013/161-03:50:00      410.1
2013/161-04:00:00      433.5
2013/161-04:10:00      474.6
2013/161-04:20:00      511.7
2013/161-04:30:00      543.7
2013/161-04:40:00      566.8
2013/161-04:50:00      576.0
2013/161-05:00:00      578.3
2013/161-05:10:00      584.7
2013/161-05:20:00      576.1
2013/161-05:30:00      537.1
2013/161-05:40:00      482.8
2013/161-05:50:00      428.5
2013/161-06:00:00      375.6
2013/161-06:10:00      323.1
2013/161-06:20:00      275.4
2013/161-06:30:00      234.4
2013/161-06:40:00      200.7
2013/161-06:50:00      173.2
2013/161-07:00:00      151.8
2013/161-07:10:00      135.7
2013/161-07:20:00      123.8
2013/161-07:30:00      115.3
2013/161-07:40:00      109.8
2013/161-07:50:00      107.6
2013/161-08:00:00      109.6
2013/161-08:10:00      116.5
2013/161-08:20:00      129.4
2013/161-08:30:00      147.9
2013/161-08:40:00      171.8
2013/161-08:50:00      200.4
2013/161-09:00:00      232.4
2013/161-09:10:00      263.9
2013/161-09:20:00      286.4
2013/161-09:30:00      290.3
2013/161-09:40:00      286.2
2013/161-09:50:00      284.8
2013/161-10:00:00      290.2
2013/161-10:10:00      298.6
2013/161-10:20:00      310.3
2013/161-10:30:00      321.2
2013/161-10:40:00      335.2
2013/161-10:50:00      356.6
2013/161-11:00:00      381.1
2013/161-11:10:00      401.0
2013/161-11:20:00      402.1
2013/161-11:30:00      396.9
2013/161-11:40:00      384.1
2013/161-11:50:00      368.8
2013/161-12:00:00      343.5
2013/161-12:10:00      312.7
2013/161-12:20:00      282.4
2013/161-12:30:00      256.5
2013/161-12:40:00      236.0
2013/161-12:50:00      223.8
2013/161-13:00:00      214.4
2013/161-13:10:00      207.5
2013/161-13:20:00      202.0
2013/161-13:30:00      198.7
2013/161-13:40:00      194.7
2013/161-13:50:00      192.0
2013/161-14:00:00      189.8
2013/161-14:10:00      188.7
2013/161-14:20:00      188.6
2013/161-14:30:00      186.5
2013/161-14:40:00      181.3
2013/161-14:50:00      173.9
2013/161-15:00:00      166.9
2013/161-15:10:00      162.1
2013/161-15:20:00      158.1
2013/161-15:30:00      153.4
2013/161-15:40:00      147.9
2013/161-15:50:00      143.5
2013/161-16:00:00      141.7
2013/161-16:10:00      143.5
2013/161-16:20:00      148.3
2013/161-16:30:00      152.6
2013/161-16:40:00      156.9
2013/161-16:50:00      159.2
2013/161-17:00:00      162.1
2013/161-17:10:00      162.9
2013/161-17:20:00      160.0
2013/161-17:30:00      153.6
2013/161-17:40:00      145.2
2013/161-17:50:00      136.3
2013/161-18:00:00      126.9
2013/161-18:10:00      117.3
2013/161-18:20:00      107.8
2013/161-18:30:00       99.0
2013/161-18:40:00       91.0
2013/161-18:50:00       84.1
2013/161-19:00:00       78.3
2013/161-19:10:00       73.6
2013/161-19:20:00       69.8
2013/161-19:30:00       66.7
2013/161-19:40:00       64.1
2013/161-19:50:00       61.9
2013/161-20:00:00       60.0
2013/161-20:10:00       58.4
2013/161-20:20:00       57.1
2013/161-20:30:00       55.9
2013/161-20:40:00       54.8
2013/161-20:50:00       53.7
2013/161-21:00:00       52.6
2013/161-21:10:00       51.5
2013/161-21:20:00       50.5
2013/161-21:30:00       50.1
2013/161-21:40:00       50.2
2013/161-21:50:00       51.7
2013/161-22:00:00       52.9
2013/161-22:10:00       52.7
2013/161-22:20:00       52.2
2013/161-22:30:00       51.7
2013/161-22:40:00       51.0
2013/161-22:50:00       50.0
2013/161-23:00:00       48.7
2013/161-23:10:00       47.4
2013/161-23:20:00       46.1
2013/161-23:30:00       44.8
2013/161-23:40:00       43.7
2013/161-23:50:00       42.9
2013/162-00:00:00       42.4
2013/162-00:10:00       42.2
2013/162-00:20:00       42.0
2013/162-00:30:00       41.7
2013/162-00:40:00       41.2
2013/162-00:50:00       40.5
2013/162-01:00:00       39.7
2013/162-01:10:00       38.7
2013/162-01:20:00       37.6
2013/162-01:30:00       36.6
2013/162-01:40:00       35.6
2013/162-01:50:00       34.8
2013/162-02:00:00       33.9
2013/162-02:10:00       33.2
2013/162-02:20:00       32.5
2013/162-02:30:00       31.8
2013/162-02:40:00       31.1
2013/162-02:50:00       30.6
2013/162-03:00:00       30.2
2013/162-03:10:00       29.9
2013/162-03:20:00       29.7
2013/162-03:30:00       29.9
2013/162-03:40:00       30.1
2013/162-03:50:00       30.5
2013/162-04:00:00       31.0
2013/162-04:10:00       31.7
2013/162-04:20:00       32.3
2013/162-04:30:00       33.0
2013/162-04:40:00       33.7
2013/162-04:50:00       34.6
2013/162-05:00:00       35.6
2013/162-05:10:00       36.2
2013/162-05:20:00       36.6
2013/162-05:30:00       36.7
2013/162-05:40:00       36.6
2013/162-05:50:00       36.2
2013/162-06:00:00       36.0
2013/162-06:10:00       36.0
2013/162-06:20:00       36.2
2013/162-06:30:00       36.7
2013/162-06:40:00       37.6
2013/162-06:50:00       38.4
2013/162-07:00:00       39.2
2013/162-07:10:00       40.1
2013/162-07:20:00       41.8
2013/162-07:30:00       44.8
2013/162-07:40:00       49.4
2013/162-07:50:00       54.3
2013/162-08:00:00       58.7
2013/162-08:10:00       61.6
2013/162-08:20:00       64.3
2013/162-08:30:00       69.9
2013/162-08:40:00       82.1
2013/162-08:50:00      104.4
2013/162-09:00:00      131.0
2013/162-09:10:00      161.6
2013/162-09:20:00      167.8
2013/162-09:30:00      167.7
2013/162-09:40:00      164.6
2013/162-09:50:00      164.6
2013/162-10:00:00      161.6
2013/162-10:10:00      158.8
2013/162-10:20:00      156.6
2013/162-10:30:00      154.4
2013/162-10:40:00      151.2
2013/162-10:50:00      148.2
2013/162-11:00:00      147.0
2013/162-11:10:00      148.4
2013/162-11:20:00      152.1
2013/162-11:30:00      158.0
2013/162-11:40:00      165.4
2013/162-11:50:00      174.0
2013/162-12:00:00      182.5
2013/162-12:10:00      190.5
2013/162-12:20:00      200.9
2013/162-12:30:00      214.3
2013/162-12:40:00      239.5
2013/162-12:50:00      249.2
2013/162-13:00:00      251.7
2013/162-13:10:00      252.0
2013/162-13:20:00      259.2
2013/162-13:30:00      280.9
2013/162-13:40:00      315.3
2013/162-13:50:00      346.4
2013/162-14:00:00      361.1
2013/162-14:10:00      360.2
2013/162-14:20:00      361.2
2013/162-14:30:00      370.4
2013/162-14:40:00      375.8
2013/162-14:50:00      369.4
2013/162-15:00:00      352.6
2013/162-15:10:00      338.3
2013/162-15:20:00      337.7
2013/162-15:30:00      345.9
2013/162-15:40:00      352.4
2013/162-15:50:00      362.6
2013/162-16:00:00      369.2
2013/162-16:10:00      368.4
2013/162-16:20:00      360.5
2013/162-16:30:00      345.7
2013/162-16:40:00      325.8
2013/162-16:50:00      305.1
2013/162-17:00:00      284.0
2013/162-17:10:00      259.9
2013/162-17:20:00      232.1
2013/162-17:30:00      205.2
2013/162-17:40:00      181.0
2013/162-17:50:00      160.6
2013/162-18:00:00      149.2
2013/162-18:10:00      146.7
2013/162-18:20:00      161.3
2013/162-18:30:00      164.9
2013/162-18:40:00      157.4
2013/162-18:50:00      146.7
2013/162-19:00:00      140.2
2013/162-19:10:00      134.0
2013/162-19:20:00      127.8
2013/162-19:30:00      122.9
2013/162-19:40:00      119.7
2013/162-19:50:00      120.7
2013/162-20:00:00      123.8
2013/162-20:10:00      129.6
2013/162-20:20:00      129.4
2013/162-20:30:00      124.3
2013/162-20:40:00      119.5
2013/162-20:50:00      116.6
2013/162-21:00:00      114.5
2013/162-21:10:00      113.4
2013/162-21:20:00      113.9
2013/162-21:30:00      116.1
2013/162-21:40:00      118.7
2013/162-21:50:00      122.2
2013/162-22:00:00      123.2
2013/162-22:10:00      120.0
2013/162-22:20:00      117.1
2013/162-22:30:00      118.0
2013/162-22:40:00      125.2
2013/162-22:50:00      138.5
2013/162-23:00:00      158.9
2013/162-23:10:00      182.3
2013/162-23:20:00      207.1
2013/162-23:30:00      240.0
2013/162-23:40:00      250.5
2013/162-23:50:00      252.5
2013/163-00:00:00      251.8
2013/163-00:10:00      247.9
2013/163-00:20:00      244.9
2013/163-00:30:00      237.2
2013/163-00:40:00      222.1
2013/163-00:50:00      205.5
2013/163-01:00:00      192.0
2013/163-01:10:00      176.9
2013/163-01:20:00      162.3
2013/163-01:30:00      154.9
2013/163-01:40:00      145.1
2013/163-01:50:00      134.2
2013/163-02:00:00      124.0
2013/163-02:10:00      117.0
2013/163-02:20:00      110.5
2013/163-02:30:00      105.0
2013/163-02:40:00      100.4
2013/163-02:50:00       97.8
2013/163-03:00:00       95.3
2013/163-03:10:00       97.5
2013/163-03:20:00      106.2
2013/163-03:30:00      125.0
2013/163-03:40:00      129.2
2013/163-03:50:00      123.8
2013/163-04:00:00      117.7
2013/163-04:10:00      115.9
2013/163-04:20:00      114.3
2013/163-04:30:00      108.6
2013/163-04:40:00      101.6
2013/163-04:50:00       95.6
2013/163-05:00:00       93.4
2013/163-05:10:00       98.0
2013/163-05:20:00      110.2
2013/163-05:30:00      116.9
2013/163-05:40:00      115.3
2013/163-05:50:00      115.4
2013/163-06:00:00      123.6
2013/163-06:10:00      138.7
2013/163-06:20:00      150.0
2013/163-06:30:00      155.9
2013/163-06:40:00      160.3
2013/163-06:50:00      167.1
2013/163-07:00:00      166.7
2013/163-07:10:00      164.3
2013/163-07:20:00      156.3
2013/163-07:30:00      148.9
2013/163-07:40:00      140.0
2013/163-07:50:00      133.0
2013/163-08:00:00      123.9
2013/163-08:10:00      115.6
2013/163-08:20:00      109.7
2013/163-08:30:00      107.1
2013/163-08:40:00      109.7
2013/163-08:50:00      118.2
2013/163-09:00:00      131.5
2013/163-09:10:00      148.3
2013/163-09:20:00      158.8
2013/163-09:30:00      163.8
2013/163-09:40:00      160.1
2013/163-09:50:00      154.4
2013/163-10:00:00      147.4
2013/163-10:10:00      139.9
2013/163-10:20:00      132.6
2013/163-10:30:00      127.1
2013/163-10:40:00      125.8
2013/163-10:50:00      124.8
2013/163-11:00:00      123.3
2013/163-11:10:00      123.5
2013/163-11:20:00      122.7
2013/163-11:30:00      120.8
2013/163-11:40:00      118.2
2013/163-11:50:00      117.2
2013/163-12:00:00      118.6
2013/163-12:10:00      119.9
2013/163-12:20:00      121.9
2013/163-12:30:00      126.4
2013/163-12:40:00      129.7
2013/163-12:50:00      134.0
2013/163-13:00:00      138.0
2013/163-13:10:00      142.1
2013/163-13:20:00      143.6
2013/163-13:30:00      141.8
2013/163-13:40:00      138.0
2013/163-13:50:00      134.8
2013/163-14:00:00      134.3
2013/163-14:10:00      135.8
2013/163-14:20:00      136.0
2013/163-14:30:00      136.0
2013/163-14:40:00      137.5
2013/163-14:50:00      140.9
2013/163-15:00:00      150.0
2013/163-15:10:00      154.8
2013/163-15:20:00      152.5
2013/163-15:30:00      147.5
2013/163-15:40:00      142.0
2013/163-15:50:00      135.0
2013/163-16:00:00      126.3
2013/163-16:10:00      117.4
2013/163-16:20:00      108.6
2013/163-16:30:00      100.3
2013/163-16:40:00       92.6
2013/163-16:50:00       85.7
2013/163-17:00:00       79.9
2013/163-17:10:00       75.4
2013/163-17:20:00       71.9
2013/163-17:30:00       68.6
2013/163-17:40:00       65.6
2013/163-17:50:00       63.1
2013/163-18:00:00       60.9
2013/163-18:10:00       59.1
2013/163-18:20:00       57.5
2013/163-18:30:00       56.0
2013/163-18:40:00       54.7
2013/163-18:50:00       53.5
2013/163-19:00:00       52.4
2013/163-19:10:00       51.5
2013/163-19:20:00       50.6
2013/163-19:30:00       49.8
2013/163-19:40:00       49.3
2013/163-19:50:00       48.9
2013/163-20:00:00       49.8
2013/163-20:10:00       49.2
2013/163-20:20:00       48.6
2013/163-20:30:00       48.2
2013/163-20:40:00       48.7
2013/163-20:50:00       52.2
2013/163-21:00:00       56.0
2013/163-21:10:00       60.6
2013/163-21:20:00       64.5
2013/163-21:30:00       66.5
2013/163-21:40:00       66.6
2013/163-21:50:00       66.0
2013/163-22:00:00       65.5
2013/163-22:10:00       64.6
2013/163-22:20:00       63.3
2013/163-22:30:00       62.3
2013/163-22:40:00       63.0
2013/163-22:50:00       68.3
2013/163-23:00:00       78.6
2013/163-23:10:00       90.7
2013/163-23:20:00      103.3
2013/163-23:30:00      115.7
2013/163-23:40:00      126.4
2013/163-23:50:00      136.5
2013/164-00:00:00      144.7
2013/164-00:10:00      151.1
2013/164-00:20:00      155.3
2013/164-00:30:00      157.8
2013/164-00:40:00      159.0
2013/164-00:50:00      159.7
2013/164-01:00:00      160.0
2013/164-01:10:00      159.3
2013/164-01:20:00      157.2
2013/164-01:30:00      153.9
2013/164-01:40:00      151.3
2013/164-01:50:00      147.9
2013/164-02:00:00      143.6
2013/164-02:10:00      140.0
2013/164-02:20:00      138.6
2013/164-02:30:00      139.1
2013/164-02:40:00      139.1
2013/164-02:50:00      133.5
2013/164-03:00:00      125.9
2013/164-03:10:00      118.5
2013/164-03:20:00      111.5
2013/164-03:30:00      103.6
2013/164-03:40:00       95.5
2013/164-03:50:00       87.7
2013/164-04:00:00       80.1
2013/164-04:10:00       72.9
2013/164-04:20:00       66.5
2013/164-04:30:00       61.8
2013/164-04:40:00       56.7
2013/164-04:50:00       53.2
2013/164-05:00:00       50.3
2013/164-05:10:00       48.0
2013/164-05:20:00       46.1
2013/164-05:30:00       44.6
2013/164-05:40:00       45.8
2013/164-05:50:00       45.0
2013/164-06:00:00       43.0
2013/164-06:10:00       41.2
2013/164-06:20:00       40.9
2013/164-06:30:00       40.7
2013/164-06:40:00       40.8
2013/164-06:50:00       41.2
2013/164-07:00:00       42.0
2013/164-07:10:00       43.0
2013/164-07:20:00       44.7
2013/164-07:30:00       46.3
2013/164-07:40:00       48.4
2013/164-07:50:00       51.9
2013/164-08:00:00       57.2
2013/164-08:10:00       63.7
2013/164-08:20:00       72.8
2013/164-08:30:00       80.4
2013/164-08:40:00       86.3
2013/164-08:50:00       88.1
2013/164-09:00:00       90.2
2013/164-09:10:00       90.6
2013/164-09:20:00       89.9
2013/164-09:30:00       88.8
2013/164-09:40:00       88.9
2013/164-09:50:00       89.6
2013/164-10:00:00       88.9
2013/164-10:10:00       89.7
2013/164-10:20:00       96.0
2013/164-10:30:00       99.5
2013/164-10:40:00       98.3
2013/164-10:50:00       95.4
2013/164-11:00:00       93.0
2013/164-11:10:00       90.4
2013/164-11:20:00       87.4
2013/164-11:30:00       84.2
2013/164-11:40:00       80.9
2013/164-11:50:00       77.7
2013/164-12:00:00       74.1
2013/164-12:10:00       70.7
2013/164-12:20:00       67.6
2013/164-12:30:00       65.2
2013/164-12:40:00       63.3
2013/164-12:50:00       62.5
2013/164-13:00:00       63.8
2013/164-13:10:00       68.8
2013/164-13:20:00       76.3
2013/164-13:30:00       83.3
2013/164-13:40:00       87.8
2013/164-13:50:00       90.1
2013/164-14:00:00       91.7
2013/164-14:10:00       93.1
2013/164-14:20:00       92.4
2013/164-14:30:00       90.6
2013/164-14:40:00       88.5
2013/164-14:50:00       86.6
2013/164-15:00:00       84.9
2013/164-15:10:00       83.4
2013/164-15:20:00       82.3
2013/164-15:30:00       80.9
2013/164-15:40:00       79.4
2013/164-15:50:00       78.0
2013/164-16:00:00       76.4
2013/164-16:10:00       74.3
2013/164-16:20:00       72.2
2013/164-16:30:00       70.2
2013/164-16:40:00       68.2
2013/164-16:50:00       66.2
2013/164-17:00:00       64.5
2013/164-17:10:00       63.8
2013/164-17:20:00       64.5
2013/164-17:30:00       66.2
2013/164-17:40:00       68.2
2013/164-17:50:00       69.9
2013/164-18:00:00       71.3
2013/164-18:10:00       72.6
2013/164-18:20:00       72.9
2013/164-18:30:00       73.0
2013/164-18:40:00       72.0
2013/164-18:50:00       70.6
2013/164-19:00:00       68.6
2013/164-19:10:00       66.2
2013/164-19:20:00       63.5
2013/164-19:30:00       61.1
2013/164-19:40:00       59.5
2013/164-19:50:00       59.2
2013/164-20:00:00       59.5
2013/164-20:10:00       60.6
2013/164-20:20:00       62.8
2013/164-20:30:00       65.5
2013/164-20:40:00       67.8
2013/164-20:50:00       70.5
2013/164-21:00:00       73.5
2013/164-21:10:00       76.2
2013/164-21:20:00       77.1
2013/164-21:30:00       76.7
2013/164-21:40:00       75.9
2013/164-21:50:00       75.6
